nr,url,heimilisfang,tegund,nidurstada,spurning
29503 (01.84.130.1 05),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029503,Aðalland 9,laufskáli,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja laufskála sunnan við húsið nr. 9 við Aðalland á lóðinni nr. 1-11 við Aðalland.  Stækkun: xx Gjald kr. 5.400 + xx
29480 (04.63.220.1 09),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029480,Arnarbakki 1-3,"bætt aðg., lyfta",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja upp lyftu til þess að bæta aðgengi milli kjallara og 1. hæðar unglingadeildar Breiðholtsskóla á lóð nr. 1-3 við Arnarbakka. Gjald kr. 5.400
29495 (01.28.010.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029495,Álftamýri  1-5,viðbygg og innra frkl,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi í kjallara og á fyrstu hæð og byggja anddyri að norðurhlið fyrstu hæðar hússins á lóðinni nr. 1-5 við Álftamýri. Jafnframt er sótt um breytingu á fyrirkomulagi bílastæða á lóðinni. Hliðstætt erindi var samþykkt 19. mars 2003 að lokinni grenndarkynningu. Bréf skipulagsfulltrúa dags. 5. maí 2002 fylgir erindinu. Samþykki meðeigenda (á teikn.) fylgir erindinu. Stærð: Stækkun, viðbygging 60,8 ferm. og 188,5 rúmm. Gjald kr. 5.400 + 10.179"
29269 (01.26.130.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029269,Ármúli 1,ofanábygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja fimm hæða ofanábyggingu úr steinsteypu og gleri að og ofaná   norðausturhorn 2. hæðar atvinnuhússins á lóð nr. 1 við Ármúla. Samþykki f.h. eigenda Ármúla 1A dags. 17. maí 2004, bréf burðarvirkishönnuða dags. 15. og 25. maí 2004 og bréf VSI vegna brunahönnunar dags. 14. maí 2004 fylgja erindinu. Stærð: Viðbygging 1. hæð 26,9 ferm., 2. hæð 106,9 ferm., 3.-6. hæð 329,3 ferm. hver hæð, 7. hæð 250,5 ferm., samtals 1701,5 ferm., 5750,7 rúmm. Gjald kr. 5.400 + 310.538"
29256 (01.70.201.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029256,>Barmahlíð 13,íbúð kjallara,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir áður gerðri kjallaraíbúð í húsinu á lóðinni nr. 13 við Barmahlíð.  Jafnframt er sótt samþykki fyrir áður gerðum inngangi að þvottahúsi í kjallara á norðurhlið hússins. Skoðunarskýrsla byggingarfulltrúa dags. 16. nóvember 2001 og endurskoðuð 27. apríl 2004 fylgir erindinu. Virðingargjörð dags. 20. desember 1956 og samþykki meðeiganda (á teikningu) fylgja erindinu. Gjald kr. 5.400
29090 (01.13.530.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029090,Bárugata 20,heimagisting,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að innrétta ný baðherbergi í kjallara, 1. og 2. hæð og sameina áður tvær íbúðir í einbýlishús með samtals sjö svefnherbergjum í húsinu á lóð nr. 20 við Bárugötu. Erindinu fylgir bréf lögfræði og stjórnsýslu dags. 1. júní 2004. Gjald kr. 5.400"
29394 (01.13.521.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029394,Bárugata 32,áðurg breytingar og íbúð í kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 32 við Bárugötu. Gerð er grein fyrir breytingum á innra skipulagi og áður gerðri íbúð í kjallara hússins. Samþykki meðeigenda dags.17. maí 2004 fylgir erindinu. Virðingargjörð dags. 21. september 1928 fylgir erindinu. Skoðunarskýrsla byggingarfulltrúa dags. 28. maí 2004 fylgir erindinu. Gjald kr. 5.400
29060 (01.18.030.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029060,Bergstaðastræti 13,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja fjögurra hæða viðbyggingu úr steinsteypu að suðurhlið hússins á lóðinni nr. 13 við Bergstaðastræti. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 16. apríl 2004 fylgir erindinu. Afrit úr kaupsamningi fylgir erindinu. Stærð: xx Gjald kr. 5.400 + xx
29523 (01.18.440.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029523,Bergstaðastræti 37,endurbætur á brunavörnum o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir endurbótum á brunavörnum Hótels Holts á lóðinni nr. 37 við Bergstaðastræti. Jafnframt er á teikningum gerð grein fyrir áður gerðum breytingum á húsnæðinu. Erindinu fylgir ódags. brunahönnunarskýrsla, framkvæmdaáætlun ódags. Gjald kr. 5.400"
29505 (01.70.421.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029505,Blönduhlíð 7,áður gerð íbúð kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri íbúð í kjallara hússins nr. 7 við Blönduhlíð. Erindinu fylgir skoðunarskýrsla dags. 8. jan. 2004, virðingargjörð frá 1. apríl 1951, umboð til handa umsækjanda dags. 15. mars 2004 allt vegna fyrirspurnar 28616, samþykki meðeigenda dags. 17. maí 2005. Gjald kr. 5.400"
