nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
50967 (01.81.320.3),BN050967,Akurgerði 39,39-41 - Breyta kvisti,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grendarkynningu. Vísað til uppdrátta 100, 101, 102, 103 dags. 19.4.2016.","Sótt er um leyfi til að lengja og breikka kvist á norðurhlið, framlengja þak á suðurhlið yfir svalir og klæða með glerkerfi utan á þær, til að breikka áður samþykkt sólskýli um 1,3 metra og að lokum er sótt um leyfi til að breyta þaki bílsúrs á nr. 39 á og við parhús á lóð nr. 39-41 við Akurgerði.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 13. maí 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 12. maí 2016.  Stækkun:  xx ferm., xx rúmm.  Gjald kr. 10.100"
50517 (01.14.110.6),BN050517,Alþingisreitur,Kirkjustræti 8 - Gluggar 1.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta gluggum 1. hæðar norðurhliðar í upphaflegt form á Skjaldbreið á lóð nr. 8 við Kirkjustræti.  Meðfylgjandi er umsögn Minjastofnunar Íslands, dags. 2. nóvember 2015.  Gjald kr. 10.100"
50485 (01.11.980.1),BN050485,Austurbakki 2,Hótel,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja steinsteypt 6 hæða hótel með inndreginni 7. hæð, einangrað og klætt að utan með flísum/gluggakerfi, 253 herbergi fyrir 512 gesti, á tveggja hæða kjallara á reit 5A og verður matshluti 06 á lóð nr. 2 við Austurbakka.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 18. mars 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 17. mars 2016.  Einnig fylgir bréf frá hönnuði dags. 21. janúar, greinargerð hönnunarstjóra dags. 12. janúar 2016, skýrsla um brunahönnun dags. 25. maí 2016 og skýrsla um hönnunarforsendur hljóðvistar dags. 21. janúar 2016.  Stærð A-rýma:  18.917,7 ferm., 70.105,2 rúmm.  B-rými:  363,0 ferm., 1.598,0 rúmm.  C-rými:  292 ferm.  Gjald kr. 10.100"
51375 (01.11.980.1),BN051375,Austurbakki 2,Breytingar bílakjallara - reitur 1 - 11,Frestað. Lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta fyrirkomulagi í kjallara og á 1. hæð, sjá erindi BN048688, m.a. stigahúsum er fækkað um eitt, hinum snúið, umferðarleiðum breytt, tænirými innréttað yfir rampi og sprinklerrými fært á 2. hæð í bílakjallara  á reit 1 og 2 á lóð nr. við Austurbakka.  Gjald kr. 10.100"
51334 (01.14.040.6),BN051334,Austurstræti 10A,"Útbygging 5.hæð, lyfta o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til  stækkunar á íbúð á 5. hæð sem felst í nýrri viðbyggingu á norðurhlið og hækkun þaks að hluta þótt mænishæð verði óbreytt,  breytinga á lyftu í sameign og smærri breytinga innanhúss í verslunar- og skrifstofuhúsi á lóð nr. 10A við Austurstræti.  Stækkun x ferm., x rúmm. Meðfylgjandi er samþykki eigenda dags. 23. júní 2016.  Gjald kr. 10.100"
51087 (01.14.050.1),BN051087,Austurstræti 16,Útiveitingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samanber umsögn skrifstofu rekstur- og umhirðu borgarlandsins dags. 5. júlí 2016.,Sótt er um leyfi til að koma fyrir útisvæði fyrir veitingarstaðinn Apótekið fyrir 30 gesti og koma fyrir lausum 90 cm háum skjólveggi á tímabili frá 1. maí til 1. september á gangstétt Reykjavíkurborgar við hliðina á lóð nr. 16 við Austurstræti.  Gjald kr. 10.100
51318 (01.26.120.1),BN051318,Ármúli 3,"Breyting - BN050571, kaffikrókur o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja kaffikrók í norð-austurkverk byggingarinnar á annarri, þriðju og fjórðu hæð, gera ýmsar breytingar á innra skipulagi í kjallara og fjölga snyrtingum, sbr. erindi BN050571, í skrifstofuhúsi á lóð nr. 3 við Ármúla.  Meðfylgjandi er bréf eiganda dags. 21.6. 2016.  Stækkun: 69,0 ferm., 241,5 rúmm.  Gjald kr. 10.100"
51336 (01.26.200.2),BN051336,Ármúli 5,Eldvarnir stigahúsi. Br. á stofni BN050326,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til að lagfæra eldvarnir í stigahúsi á áður samþykktu erindi, sjá BN050326, á lóð nr. 5 við Ármúla.  Gjald kr. 10.100"
51342,BN051342,Árskógar 1-3,Takmarkað byggingarleyfi,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um takmarkað byggingarleyfi vegna jarðvinnu fyrir 26 íbúða fjölbýlishús ásamt bílgeymslu á lóðinni nr. 1-3 við Árskóga sbr. erindi BN051288.
51169 (01.18.021.1),BN051169,Bergstaðastræti 12,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði og umsagnar skipulagsfulltrúa dags. 1. júlí 2016.,"Sótt er um leyfi til að byggja við norður- og austurhlið húss nr. 12B mhl. 03, byggja lyftustokk utan á vesturhlið húss nr. 12A  mhl. 01 og endurnýja steinbæinn Brennu nr. 12, mhl. 02 og innrétta sem íbúð skv. samþykktu deiliskipulagi dags. 30. mars 2015 fyrir hús á lóð nr 12 við Bergstaðastræti.  Meðfylgjandi er staðfesting burðarvirkjahönnuðar dags. 17. maí 2016, mat á sambrunahættu dags. 25. maí 2016, umsögn Minjastofnunar Íslands dags. 10. desember 2015 og svar sömu stofnunar ódagsett. Staðfesting á stærðarbreytingum dags. 10.6. 2016. Einnig ný umsögn Minjastofnunar dags. 15. júní 2016. Bréf hönnuðar dags. 10.6. 2016.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 1. júlí 2016 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 1. júlí 2016.   Stærðir samtals : Stækkun 40,2 ferm., /minnkun 121,7 rúmm.  Gjald kr. 10.100"
