nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
50971 (01.29.510.4),BN050971,Ármúli 42,Pizzustaður - 1.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta veitingastað í flokki I, teg. A á 1. hæð í rými sem áður hýsti hamborgarastað í húsi á lóð nr. 42 við Ármúla.  Gjald kr. 10.100"
50930 (01.19.310.1),BN050930,Barónsstígur 47,"Gistiheimili á hluta 2.hæðar, breyting 1.hæð",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta gististað í flokki V, teg. gistiheimili í hluta annarar hæðar, austurenda fyrir 48 gesti, breyta setustofu við aðalanddyri í gistiherbergi og setja hringstiga milli hæða í Heilsuverndarstöðinni á lóð nr. 47 við Barónsstíg.  Meðfylgjandi er minnisblað Verkís vegna brunahönnunar dags. 10.4. 2016.  Gjald kr. 10.100"
50853 (01.13.540.2),BN050853,Bárugata 35,"Íbúð risi, loka milli hæða o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að gera íbúð í risi að séríbúð og loka á milli hennar og íbúðar á 2. hæð, síkka þakglugga og byggja svalir á rishæð fjölbýlishúss á lóð nr. 35 við Bárugötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. apríl 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 15. apríl 2016.  Stærðarbreytingar:   rúmm.  Gjöld kr. 10.100"
50957 (01.19.032.2),BN050957,Bergþórugata 31,Heimagisting,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi og fjölga svefnherbergjum í íbúð á 1. hæð í fjölbýlishúsi á lóð nr. 31 við Bergþórugötu.  Gjald kr. 10.100
44177 (01.18.442.0),BN044177,Bjargarstígur 16,Áður gerðar svalir,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Það athugist að um er að ræða samþykkt á áður gerðri framkvæmd sem gerð var án byggingarleyfis. Óvissa kann því að vera um uppbyggingu og útfærslu framkvæmdar. Hvorki er skráð verktrygging á verkið né ábyrðaraðilar. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum svölum úr áli og timbri á suðurhlið einbýlishúss á lóð nr. 16 við Bjargarstíg.  Erindi fylgir umsögn Húsafriðunarnefndar dags. 2. mars og Minjasafns Reykjavíkur dags. 9. mars bæði 2012 þar sem hvorugur gerir athugasemd við erindið.  Erindi var grenndarkynnt frá 20. apríl til og með 22. maí 2012. Eftirtaldir aðilar sendu athugasemdir: Einar Guðjónsson dags. 22. maí 2012 og Tinna Jóhannsdóttir dags. 22. maí 2012. Einnig er lögð fram umsögn skipulagsstjóra dags. 29. maí 2012.  Áður gerð geymsla 3,9 ferm., 10,4 rúmm.  Gjald kr. 8.500 + 8.500 + 884"
50915 (01.22.010.7),BN050915,Borgartún 8-16A,Katrínartún 2 - Reyndarteikningar 20.hæð,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta erindi BN050141 og BN050349, gestafjöldi eykst úr 16 í 20 í hóteli á 19. hæð hótels á Katrínartúni 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 10.100"
50833 (01.24.230.2),BN050833,Brautarholt 10-14,Reyndarteikningar. Br á BN049976 v/lokaúttektar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki á minni háttar breytingum innanhúss, á fyrirkomulagi í eldhúsi, timburlistar eru felldir burt á norðurhlið við inngang og útfærslu er breytt á sorpgeymslu í og við hótel á lóð nr. 10-14 við Brautarholt.  Gjald kr. 10.100"
50822 (01.24.200.4),BN050822,Brautarholt 7,Hæðarskil á milli íbúða,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að breyta byggingarlýsingu, sjá erindi BN049574, varðandi hæðaskil milli íbúða og vegna brunavarna í fjölbýlishúsi á lóð nr. 7 við Brautarholt.  Gjald kr. 10.100"
50896 (04.76.570.8),BN050896,D-Tröð 8,Breyting inni - taðlosun úti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi í syðri hluta og til að endurbæta taðþró í hesthúsi við D-tröð 8.  Erindi fylgir samþykki eigenda dags. 12. mars 2016.  Gjald kr. 10.100
50958 (01.70.020.3),BN050958,Eskihlíð 10-10A,10A - Inngangur kjallara - stæði fyrir fatlaða,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að gera nýjan inngang í íbúð 0001 á suðurgafli, hurð með rafdrifnum opnunarbúnaði fyrir hreyfihamlaða, lækka jarðveg um 10-30 cm, afmarka bílastæði fyrir fatlaða, eitt við nr. 10 og annaða við 10A í fjölbýlishúsi á lóð nr. 10-10A við Eskihlíð.  Meðfylgjandi er bréf umsækjanda dags. 16. apríl 2016, umsögn burðarvirkishönnuðar dags. 18. apríl 2016, samþykki allra á nr. 10 og samþykki allra nema eins á nr. 10A.  Gjald kr. 10.100"
