nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
50517 (01.14.110.6),BN050517,Alþingisreitur,Kirkjustræti 8 - Gluggar 1.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta gluggum 1. hæðar norðurhliðar í það form sem fyrstu, upphaflegir, gluggar voru á Skjaldbreið á lóð nr. 8 við Kirkjustræti.  Meðfylgjandi er umsögn Minjastofnunar Íslands, dags. 2.11. 2015.  Gjald kr. 10.100"
50381 (04.60.330.1),BN050381,Álfabakki 16,Breyting - 1.hæð og kjallari,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta innra skipulagi í efri kjallara 0001, koma fyrir tvöfaldri  hurð og annarri  einfaldri frá verslunarrými í suðurhluta húss á lóð nr. 16 við Álfabakka.  Bréf frá hönnuði dags. 8. desember 2015 og 22. 01. 2016  fylgir erindi.  Gjald kr. 9.823"
50571 (01.26.120.1),BN050571,Ármúli 3,Stækka kjallara - breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við kjallara, fjarlægja fordyri á norðurhlið og breyta innra skipulagi, innrétta mötuneyti og starfsmannarými í kjallara, breyta fyrirkomulagi snyrtinga og innrétta skrifstofur á 5. hæð og endurnýja glugga og gluggakerfi á öllum hæðum mhl. 01, verslunar- og skrifstofuhúsi á lóð nr. 3 við Ármúla.  Stækkun:  109,3 ferm., 792,3 rúmm.  Gjald kr. 10.100"
50479 (01.19.300.4),BN050479,Barónsstígur 45A,Lyfta færð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til breytinga á samþykktu erindi BN048267 sem felast í að lyfta við núv. afgreiðslu er færð þannig að núv. stigi helst, nýr stigi byggður frá eldra húsi niður í nýjan tæknikjallara, skráningartafla er uppfærð sbr. meðfylgjandi skýringablöð fyrir Sundhöll Reykjavíkur á lóð nr. 45 A við Barónsstíg.  Meðfylgjandi er bréf arkitekts ódags.  Gjald kr. 10.000"
50543 (01.85.410.1),BN050543,Bjarmaland  9-15,15 - Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra skipulagi, sjá erindi BN048627 í einbýlishúsi nr. 15 á lóð nr. 9-15 við Bjarmaland.  Gjald kr. 10.100"
50325 (01.18.222.4),BN050325,Bjarnarstígur 3,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á þegar gerðum breytingum á einbýlishúsi á lóð nr. 3 við Bjarnarstíg.  Meðfylgjandi er samþykki eigenda á lóðum nr. 1 og 5 við Bjarnarstíg.  Gjald kr. 10.100
50542 (01.13.700.3),BN050542,Bræðraborgarstígur 23,Rífa bílskúr - byggja nýjan,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjarlægja núverandi bílskúr og byggja nýjan í staðinn, innar á lóðinni og fjær lóðamörkum við Bræðraborgarstíg 23A, sbr. erindi BN043415 samþ. 15. nóvember 2011, við einbýlishús á lóð nr. 23 við Bræðraborgarstíg.  Stærðir: Nýbygging og eldri-, ferm. og rúmm. sbr. skráningartafla, xxx.  Gjald  kr. 10.100"
50549 (04.79.180.5),BN050549,Búðavað 17-19,17 - Arinn / reykháfur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir arni með reykháf frá rými 0201 í húsinu nr. 17 á lóð nr. 17-19 við Búðavað.  Gjald kr. 10.100
50407 (01.35.730.9),BN050407,Efstasund 47,Viðbygging,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja staðsteypta viðbyggingu austanmegin á tveimur hæðum með þaksvölum á húsi nr. 47 við Efstasund.  Stækkun:  35,0 ferm., 141,8 rúmm.  Fyrirspurn BN049337 dags. 5. maí 2015 fylgir erindi.  Gjald kr. 9.823 + 10.100"
48940 (01.11.523.0),BN048940,Fiskislóð 10,Breyting - 1.hæð - stigahús,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja nýtt stigahús með lyftu fyrir hreyfihamlaða og sameiginlega innbyggða kalda sorpgeymslu í staðinn fyrir flóttastiga, stigahús verður aðalinngangur fyrir 2. hæð, bílastæði fyrir hreyfihamlaða á baklóð fært að stigahúsi og breyta smávægilega á 1.hæð í húsinu á lóð nr. 10 við Fiskislóð.   Bréf frá hönnuði þar sem hann gerir grein fyrir breytingum og sækir um fá leyfi frá byggingareglugerð 112/2012 6.4.12 gr. 7 dags. 19. febrúar 2015  Tölvupóstur frá hönnuði með samþykkt frá faxaflóahöfnum dags. 26. febrúar 2015 fylgir. Greinagerð brunahönnuðar dags. 5. feb. 2015 fylgir.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 6. mars 2015.  Stækkun húss:  76,8 ferm., 267,5 rúmm.  Gjald kr. 9.823"
