nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
50517 (01.14.110.6),BN050517,Alþingisreitur,Kirkjustræti 8 - Gluggar 1.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta gluggum 1. hæðar norðurhliðar í upphaflegt form á Skjaldbreið á lóð nr. 8 við Kirkjustræti.  Meðfylgjandi er umsögn Minjastofnunar Íslands, dags. 2. nóvember 2015.  Gjald kr. 10.100"
50571 (01.26.120.1),BN050571,Ármúli 3,Stækka kjallara - breyting inni,Frestað. Vísað til umsagnar fagrýmihóps.,"Sótt er um leyfi til að byggja við kjallara, fjarlægja fordyri á norðurhlið, breyta innra skipulagi, innrétta mötuneyti og starfsmannarými í kjallara, breyta fyrirkomulagi snyrtinga og innrétta skrifstofur á 5. hæð, byggja útbyggingu á 3. hæð, breyta útliti bakbyggingar með nýjum gluggum og klæðningu og endurnýja glugga og gluggakerfi á öllum hæðum mhl. 01, verslunar- og skrifstofuhúsi á lóð nr. 3 við Ármúla.  Erindi fylgir umsögn Minjastofnunar Íslands dags. 3. mars 2016, bréf hönnuðar dags. 16. febrúar 2016.  Stækkun:  109,3 ferm., 792,3 rúmm.  Gjald kr. 10.100"
50652 (02.49.610.1),BN050652,Blikastaðavegur 2-8,Breyting innra skipulag,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjarlægja vegg og breyta flóttaleið í rými K, Útilegumaðurinn í húsinu á lóð nr. 2-8 við Blikastaðaveg.   Gjald kr. 10.100"
50702 (01.21.620.2),BN050702,Borgartún 3,1.hæð - breyting inni - útihurð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja upp létta innveggi og hurðir í þá og nýja útidyrahurð vestan við aðalinngang á suðurhlið á 1. hæð húss á lóð nr. 3 við Borgartún.  Gjald kr. 10.100
50695 (01.18.621.5),BN050695,Bragagata 33A,Breyta geymslu í herbergi - 0101,Frestað. Lagfæra skráningu.,Sótt er um leyfi til að breyta geymslu á 1. hæð í herbergi og færa geymsluna í mhl. 02 sem er merktur bílskúr/skúr  á lóð nr. 33A við Bragagötu.  Gjald kr. 10.100
50673,BN050673,Dugguvogur 23,Breyta í íbúðarhúsnæði - rými 0305,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að innrétta íbúð í rými 0305 í iðnaðarhúsi á lóð nr. 23 við Dugguvog.  Gjald kr. 10.100
50615 (01.29.710.1),BN050615,Fellsmúli 24-30,Nr. 28 - Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki á þegar gerðum breytingum vegna lokaútektar, sem felast í að geymslu er breytt, byggður er sýningarpallur og nýir veggir á lager Góða Hirðisins á lóð nr. 28 við Fellsmúla.  Gjald kr. 10.100"
50406 (01.18.231.7),BN050406,Frakkastígur 26A,Útisvæði - ný brunahönnun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir 16 gesti við útiveitingaborð, til að bæta við snyrtingu fyrir gesti, til annarra smærri breytinga innanhúss og til að breyta brunahönnun, sbr. erindi BN048943 samþ. 12. maí 2015, í veitingahúsi á lóð nr. 26A við Frakkastíg.  Gjald kr. 9.823"
50701,BN050701,Freyjubrunnur 29,Hurð milli bílskúra - 0119,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja hurðir í undirgang, rými 0119, yfir í bílageymslur á 1. hæð í fjölbýlishúsi á lóð nr. 29 við Freyjubrunn.  Gjald kr. 10.100"
50710 (01.19.420.5),BN050710,Freyjugata 39,Breytinga á innra skipulagi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innra skipulagi vegna íbúð 0101 og íbúð 0201 í húsinu á lóð nr. 39 við Freyjugötu.  Gjald kr. 10.100
