nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
51764 (01.81.210.3),BN051764,Akurgerði 38,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN047608, hætt hefur verið við að koma fyrir arni og reykröri í stofu í parhúsi á lóð nr. 38 við Akurgerði.  Gjald kr. 10.100"
51803 (01.14.110.6),BN051803,Alþingisreitur,Kirkjustræti 8b - hækka stigahús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að hækka stigahús milli Kirkjustrætis 8B og 10 sbr. deiliskipulagsbreytingu dags. 19.8. 2016 og sem þjóna mun sem inngangur á 3. hæð og sem flóttaleið í húsi á lóð nr. 8B við Kirkjustræti.  Meðfylgjandi er umsögn Minjastofnunar Íslands dags. 21.9. 2016.  Stærðir, breytingar, xx ferm. og xx rúmm. brúttó.  Gjald kr. 10.100"
50431 (32.16.110.1),BN050431,Arnarholt 221217,Gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta gistiheimili í mhl. 10 í Arnarholti á Kjalarnesi.  Gjald kr. 9.823
51700 (01.11.980.1),BN051700,Austurbakki 2,Bílastæðahús,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja bílastæðahús, mhl. 09, undir Geirsgötu og sem tilheyrir lóð nr. 2 við Austurbakka.  Erindi fylgir samkomulag lóðarhafa um vinnu við bílakjallara dags. 11. október 2016.  Stærð:  3.977 ferm., 15.351,4 rúmm.  Gjald kr. 10.100"
51918,BN051918,Austurbakki 2,Takmarkað byggingarleyfi,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um takmarkað byggingarleyfi fyrir jarðvinnu í bílakjallara undir Geirsgötu, sjá erindi BN051700  á lóð nr. 2 við Austurbakka."
50991 (01.11.980.1),BN050991,Austurbakki 2,Bílaþvottastöð - bílakjallara Hörpu,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta bílaþvottastöð og -hreinsunar í bílakjallara við norðurútgang á K2 í Hörpu á lóð nr. 2 við Austurbakka.  Erindi fylgir samþykki bílastæðasjóðs dags. 26. maí 2016 og minnisblað um mengunarvarnir frá Mannvit dags. 31. maí 2016.  Gjald kr. 10.100
50820 (01.29.000.1),BN050820,Ármúli 4-6,4 - Kaffihús og lyfta við stigahús,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir áður gerðum innri breytingum sem felast í að koma fyrir lyftu á milli 1. og 3. hæðar og innrétta kaffihús á jarðhæð í flokki II  í húsi nr. 4 á lóð nr. 4 til 6 við Ármúla.  Umsögn burðarvirkishönnuðar dags. 28. apríl 2016 fylgir.  Gjald kr. 10.100 + 10.100
51507 (01.16.201.2),BN051507,Ásvallagata 18,Garðhýsi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja nýtt garðhýsi (geymslu), breyta útitröppum samhliða endurnýjun, lækka yfirborð lóðar til samræmis við aðliggjandi lóðir og reisa steypta veggi, bæði á lóðamörkum og innan lóðar, á lóð nr. 18 við Ásvallagötu.  Stærð: A-rými 14,1 ferm., 42,1 rúmm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 26. ágúst 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 26. ágúst   Samþykki lóðarhafa á aðliggjandi lóðum fylgir erindi að undanteknum einum eiganda búsettum erlendis, sjá  tölvupóst dags. 07.11.2016.  Gjald. kr. 10.100"
51802 (02.42.160.2),BN051802,Bakkastaðir 3-5A,3 - Svalalokun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir svalalokun m/rennihurðum á íbúð 0201 í mhl. 01 í húsi nr. 3 á lóð nr. 3-5 við Bakkastaði.  Stækkun B-rými: XX ferm.,  XX rúmm.  Gjald kr. 10.100"
51807 (01.14.311.4),BN051807,Bjarkargata 6,Kjallaratröppur á norðurhlið,Frestað. Vísað til athugasemda á umsóknarblaði og málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að byggja kjallaratröppur í innkeyrslu á norðurhlið´á íbúðarhúsi á lóð nr. 6 við Bjarkagötu.  Erindi BN051676 jafnframt dregið til baka.  Gjald kr. 10.100
