nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
35256 (01.14.050.3),BN035256,Austurstræti 20,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til breyta innra fyrirkomulagi þannig að eining 0101 stækkar á kostnað einingar 0102 sem nemur 35,9 ferm., í húsinu á lóð nr. 20, Hressingarskálanum, við Austurstræti.  Gjald kr. 6.800"
35147 (01.22.000.2),BN035147,Borgartún 6,1.hæð skipt í fjórar sjálfst. fasteignir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er leyfi til að skipta 1. hæðinni í fjórar sjálfstæða eignarhluta og innrétta einingu 0103 og 0104 sem skrifstofurými einnig að fjölga geymslum í kjallara hússins á lóð nr. 6 við Borgartún.  Gjald kr. 6.100
35271 (01.22.010.7),BN035271,Borgartún 8,inndregin 7. hæð,Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um leyfi til að byggja 7. hæðina inndregna fyrir skrifstofur auk þakgarðs og glerskála, hæðin er með burðarvirki úr stáli klætt málmklæðningu en stigahúsin sem eru með fjórum lyftum og lagnastokkum er með burðarvirki úr steypu.   Stærðir: 1001,2 ferm., 3798,0 rúmm.  Gjald kr. 6.800 + 258.264"
35206 (01.24.410.1),BN035206,Einholt 2,"lækkaka gólf, br. í gistiheimili",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að dýpka kjallara um 60 sm, síkka glugga á norðlægri kjallarahæð, fella niður sérinngang að 1. hæð og innrétta gistiheimili á 1. hæð og í kjallara með þrettán tveggja manna gistirýmum í fjöleignarhúsinu á lóð nr. 2 við Einholt.  Jafnframt er erindi 34786 dregið til baka.  Samþykki meðeigenda (á teikningu) og umsögn burðarvirkishönnuðar dags. 15. janúar 2007 fylgja  erindinu.  Stærð: Rúmmálsaukning 104,1 rúmm.  Gjald kr. 6.800 + 7.079"
35294 (01.08.910.3),BN035294,Fiskislóð 11-13,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 11-13 við Fiskislóð."
35250,BN035250,Fiskislóð 40,lofthreinsibúnaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir nýrri lúgu (mannopi) frá aðalhæð niður í dæluþró einnig að koma fyrir lofthreinsibúnaði milli grjóthleðslu og austurhliðar hússins á lóðinni nr. 40 við Fiskislóð.  Gjald kr. 6.800
35116 (02.45.610.1),BN035116,Fossaleynir 1,geymsluhús við austurhlið,Frestað. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja einlyfta stálgrindarviðbyggingu við austurhlið Egilshallar sem geymsluhúsnæði að mestu klætt með stálsamlokum í hvítum lit ásamt leyfi fyrir 3-5m hárri girðingu umhverfis geymsluport við viðbygginguna (austurhús) með þaki inn að porti yfir lokaðri girðingu á austurlóðamörkum á lóð nr. 1 við Fossaleynir.  Brunahönnun Línuhönnunar dags. 5. desember 2006 og bréf hönnuðar dags. 5. og 19. desember 2006 fylgjar erindinu.  Stærð: Viðbyggt geymsluhúsnæði samtals  717 ferm., 4187,6 rúmm. Útigeymsla (B-rými) samtals 285,4 ferm., 446,9 rúmm.  Gjald kr. 6.100 + 6.800 + 315.146"
35205 (01.71.410.1),BN035205,Hamrahlíð 17,br. á innra skipulagi 5.h,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta innra skipulagi 5. hæðar í húsi Blindrafélagsins fyrir Sjónstöð Íslands á lóð nr. 17 við Hamrahlíð.  Bréf frá Sjónstöð Íslands dags. 16. janúar 2007 fylgir erindinu.  Gjald kr. 6.800
35035 (04.41.230.1),BN035035,Hádegismóar 2,raunteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki fyrir þegar gerðum breytingum á innra skipulagi allra hæða skrifstofuhúss Morgunblaðsins, fyrir stækkun anddyris, leiðréttingu stærða hússins og breytingum á lóðarfrágangi þar sem m.a. er sýnd veruleg fjölgun bílastæða og skipting í sérafnotafleti á lóð nr. 2 við Hádegismóa.  Jafnframt eru erindi 32952, 34366 og 35266 dregin til baka.  Samþykki meðlóðarhafa dags. 8. desember 2006 fylgir erindinu.  Stærð: Skrifstofuhús (matshluti 02) var samtals 3854,9 ferm. verður 3851,8 ferm., var 16779,2 rúmm. verður 16767,5 rúmm. Leiðrétting er minnkun um 3,1 ferm., 21,7 rúmm.  Gjald kr. 6.100"
35259 (04.35.130.2),BN035259,Heiðarbær 14,áður gerð geymsla,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi fyrir áður gerðri viðbyggingu með álklættum léttum útveggjum við enda bílgeymslu á norðvestur horni einbýlishússins á lóðinni nr. 14 við Heiðarbæ.  Stærðir: xxx ferm., xxxxx rúmm.  Gjald kr. 6.800 + xxxxxx"
