nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
36289 (01.83.710.1),BN036289,Austurgerði 2,viðbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi fyrir viðbyggingu úr steinsteypu við suðurhlið, þar sem áður var innigarður einbýlishússins á lóð nr. 2 við Austurgerði.   Útskrift úr gerðabók afgreiðslufundar skipulagsstjóra frá 13. júlí 2007 fylgir erindinu.  Stærð: Viðbygging, 39,5 ferm., 210,5 rúmm.  Gjald kr. 6.800 + 14,314"
36304 (01.13.340.2),BN036304,Ánanaust 15,"br. þakrými ,hækka þak","Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Greiða þarf fyrir 2 bílastæði í flokki III, 2x1.426.339,75 samtals kr. 2. 852.680","Sótt er um leyfi til þess að hækka útveggi og þak, byggja svalir við norður- og suðurhlið 4. hæðar og breyta þakrými austurhluta 4. hæðar í tvær íbúðir á lóð nr. 15 við Ánanaust.  Samþykki f.h. meðeigenda (á teikningu), samþykki eigenda Holtsgötu 41 (á deiliteikningu) og ljósrit af kaupsamningi frá 4. maí 2007 fylgir erindinu.  Stærð: Stækkun 191,9 ferm., 314,8 rúmm.  Gjald kr. 6.800 + 21.406"
35392 (01.29.020.1),BN035392,Ármúli 12,br. inni og viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að rífa hluta af núverandi byggingu, fjarlægja færanlegar kennslustofur og byggja tveggja hæða viðbyggingu ásamt kjallara við Fjölbrautarskólann í Ármúla með samkomusal, kennslurýmum og skrifstofum og breyta innra skipulagi í hluta eldra húss þar sem m.a. verður sett lyfta og tengt á milli húshluta á 2. hæð skólabyggingarinnar á lóð nr. 12 við Ármúla.  Brunahönnun dags. 12. júlí 2007, bréf hönnuðar dags. 10. júlí 2007 og bílastæðaútreikningur  ódags. fylgja erindinu.  Stærð: Niðurrif 61,2 ferm., færanlegar kennslustofur 205,1 ferm., 714 rúmm.  Viðbygging samtals 2663,7 ferm., 16416,8 rúmm.  Gjald kr. 6.800 + 1.116.342"
36413 (01.18.620.9),BN036413,Baldursgata 24A,stækka stofu (endurnýjun byggl.),Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 01 og 02 dags. 20. júní 2007.,"Sótt er um leyfi til þess að byggja einlyfta viðbyggingu með þaksvölum að suðurhlið 1. hæðar  einbýlishússins á lóðinni nr. 24A  við Baldursgötu.  Stærð: Viðbygging 17,5 ferm., 51,8 rúmm.  Gjald kr. 6.800 + 3.522"
36418 (01.71.010.9),BN036418,Barmahlíð 50,sótt er um leyfi til að opna úr íbúð út í garð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að gera hurð út í garð og lækka jarðveg þar framan við á fjölbýlishúsinu á lóðinni nr. 50 við Barmahlíð.  Málinu fylgir samþykki meðlóðarhafa dags. 13. júní 2007.  Gjald kr. 6.800
36169 (01.21.810.1),BN036169,Borgartún 25,"innrétting 2.,3.,4. og 5. hæð",Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi fyrir innréttingu 2., 3., 4 og 5. hæðar í atvinnuhúsnæðinu á lóðinni nr. 25 við Borgartún.  Meðfylgjandi er bréf brunahönnuðar dags. 24. maí 2007.  Gjald kr. 6.800"
35456 (01.18.663.9),BN035456,Bragagata 26A,svalir - skjólgirðing,Frestað. Skipulagsferli ólokið. Nýr uppdráttur merktur A 1 dags. 27. júní 2007 vísað til umsagnar skipulagsstjóra,"Sótt er um leyfi til að byggja nýjar svalir á suðvesturgafl, koma fyrir þaksvölum og skjólgirðingu ofan á geymsluskúr og reisa skjólvegg á lóðamörkum við einbýlishúsið á lóðinni nr. 26A við Bragagötu.  Gjald kr. 6.800 + 6.800"
36454 (01.42.720.1),BN036454,Brúarvogur 1-3,Takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Ofanritaðir sækja um takmarkað byggingarleyfi fyrir sökklum og grunnplötu á lóðinni nr. 1-3 við Brúarvog.
36137,BN036137,Brúarvogur 1-3,nýtt atvinnuhús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja stálgrindarhús klætt ljósum báruformuðum áleiningum á steyptum grunni fyrir lager grófverslunar og skrifstofu ásamt bílapalli við vesturhlið á lóð nr. 1-3 við Brúarvog.  Brunahönnun dags. 5. júní 2007 fylgir erindinu.  Stærð: 1. hæð 4.519,7 ferm., 2. hæð 1.228,8 ferm., 3. hæð 1.207,4 ferm., samtals 6.955,9 ferm., 62.190,4 rúmm.  Móttökusvæði (B-rými) 1189,9 ferm., 7282,2 rúmm.  Gjald kr. 6.800 + 6.800 + 4.724.137"
36422 (04.79.160.5),BN036422,Búðavað 14-16,Sótt er um leyfi til að byggja nýbyggingu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að byggja tvílyft steinsteypt parhús með innbyggðri bílgeymslu á lóðinni nr. 14-16 við Búðavað.  Stærð: Búðavað 14,  1. hæð íbúð 88,6 ferm., bílgeymsla 30,7 ferm., 2. hæð íbúð 99,7 ferm.  Samtals 219 ferm. og 766,9 rúmm.  Búðavað 16:  Sömu stærðir.  Samtals 438 ferm., og 1533,8 rúmm.  Gjald kr. 6.800 + 104.298"
