nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
37219 (01.81.200.8),BN037219,Akurgerði 16,núverandi bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi fyrir áður gerðum bílskúr á lóðinni  við parhúsið nr. 16 við Akurgerði.  Málinu fylgir bréf hönnuðar dag.s 4. nóvember 2007.  Stærð:  31,1 ferm., 95,9 rúmm.  Gjald kr. 6.800 + 6.521"
36574 (01.83.420.5),BN036574,Ásgarður 34-40,(40) Svalaskýli á 2. og 3 .h,"Frestað. Ekki hefur verið tekið tillit til ábendinga skipulagsstjóra og byggingarfulltrúa. Sýnd lausn fer húsi illa, betur færi að sólstofa á 1. hæð verði í línu við sólstofu á 2. hæð.","Sótt er um leyfi til þess að byggja svalarskýli á 2. og 3. hæð á suðurhlið raðhúss nr. 40 á lóð 34-40 við Ásgarð.  Samþykki meðlóðarhafa fylgir með erindinu.  Stærð: Svalaskýli 2. hæð 7,4 ferm., 19,2 rúmm. 3. hæð 3,1 ferm., 8,4 rúmm.  Samtals: 10,5 ferm.,  27,6 rúmm.  Gjald kr. 6.800 + 1.877"
37233 (01.67.302.1),BN037233,Bauganes 29A,nýbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tveggja hæða einbýlishús úr forsteyptum einingum með lagnakjallara á lóðinni nr. 29A við Bauganes.  Stærðir: 1. hæð 109,1 ferm., 2. hæð  110,0 ferm. samtals 251,8 ferm., 787,6 rúmm.  Gjald kr. 6.800 + 53.556"
37264 (04.06.200.1),BN037264,Bíldshöfði 9B,Takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Sótt um takmarkað byggingarleyfi fyrir steypu á undirstöðum í skrifstofu- og þjónustuhúsi með bílakjallara á lóðinni nr. 9B við Bíldshöfða.
35777 (01.23.200.1),BN035777,Borgartún 32,br. og stækkun,Frestað. Enn vantar greinargerð brunahönnuðar sbr. athugasemd eldvarnareftirlits.,"Sótt er um leyfi til þess að stækka veitingasal á 1. hæð Cabin hótels í norðaustur, breyta innra skipulagi hluta 1. hæðar og 6. hæðar austurenda, breyta gluggum nýsamþykktrar 7. hæðar og stækka til vestur, fjölga hótelhebergjum á 7. hæð, breyta staðsetningu loftræstisamstæðu frá kjallara í rými á 6. hæð sbr. BN 33094 og klæða með álplötum aðalstigahús hússins á lóðinni nr. 32 við Borgartún.  Bréf hönnuðar dags. í ágúst 2007, ástandskönnun útveggja dags. 24. ágúst 2007 og bréf vegna breytinga á loftræsingu dags. 28. ágúst 2007 fylgja erindinu.  Stærð: Minnkun kjallara frá BN 33094 76,8 ferm., stækkun 1. hæðar 68 ferm., stækkun 7. hæðar 92,2 ferm., samtals 83,4 ferm., 470,5 rúmm.  Gjald kr. 6.800 + 6.800 + 31.994"
37056 (01.22.010.7),BN037056,Borgartún 8-16,br. á innra skipulagi -2. - 5. h.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til breytinga á burðarvirki kjallara og til breytinga á innra skipulagi -2. (kjallarar) til 5. hæðar atvinnuhússins á lóðinni nr. 8-16 við Borgartún.  Málinu fylgir brunahönnun frá Línuhönnun dags. 30. október 2007.  Gjald kr. 6.800
37135 (01.42.720.1),BN037135,Brúarvogur 1-3,br. á samþykkt BN036137,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra vegna stækkunar á bílastæðahúsi í átt að Kleppsmýaraveg.,"Sótt er um leyfi til þess að stækka bílaplan við vesturhlið ný samþykkts atvinnuhúss sbr. erindi BN036137,  bæta við stiga milli 1. og 2. hæðar, breyta starfsmannaaðstöðu, færa hleðsluklefa, setja nýjan inngang inn að verslun á 1. hæð, innrétta skrifstofur á hluta 2. hæðar og breyta innra skipulagi á skrifstofurými á 3. hæð ásamt fleiri breytingum á innra skipulagi atvinnuhússins á lóð nr. 1-3 við Brúarvog.  Meðfylgjandi er bréf brunahönnuðar dags. 8. nóvember 2007.  Stærð: Atvinnuhúsið var samtals 6955,9 ferm. verður xxx ferm., var 62190,4 rúmm. verður xxx rúmm. Móttökusvæði undir bílapall (B-rými) var 1189,9 ferm. verður xxx ferm., var  7282,2 rúmm.  Gjald kr. 6.800 + xxx"
37229 (01.35.100.1),BN037229,Brúnavegur 13,A álma breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir minnháttar breytingu á innra skipulagi þar sem áður var búningsherbergi verður nú herbergi fyrir aðstandendur og EI-30 veggur við borðstofu fjarlægður og opnað fram á gang á 3. hæð Hrafnistu á lóð nr. 13 við Brúnaveg.  Gjald kr. 6.800
36876 (04.79.180.5),BN036876,Búðavað 17-19,nýbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja tvílyft steinsteypt parhús með innbyggðri bílgeymslu á lóðinni nr. 17-19 við Búðavað.  Jafnframt er erindi BN037174 dregið til baka.  Hús nr. 17:  1. hæð íbúð 93,4 ferm., bílgeymsla 28,2 ferm., 2. hæð íbúð 121,2 ferm. Hús nr. 19:  Sömu stærðir.  Samtals: 499,4 ferm. og 1888,8 rúmm.  Gjald kr. 6.800 + 128.438"
37195 (02.82.210.1),BN037195,Fannafold 225-231,viðbygging nr. 229,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja steinsteypta einnar hæðar viðbyggingu til suðurs koma fyrir setlaug og byggja vegg á lóðamörkum við raðhúsið nr. 229 á lóðinni nr. 225-231 við Fannafold.  Málinu fylgir samþykki meðlóðarhafa ódagsett.  Stækkun:  84,3 ferm., 258,8 rúmm.  Gjald kr. 6.800 + 17.598"
