nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
35806 (00.01.000.0 12),BN035806,Álfsnes,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta salernum, klæðningu og gluggum félagsheimilisins á lóðinni nr. 1 við Álfsnes.  Gjald kr. 6.800"
35686 (01.26.300.2),BN035686,Ármúli 11,flóttastigi - stækka anddyri ofl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að sameina matshluta 01 og 02 í matshluta 01 koma fyrir flóttastiga fyrir 3. og 4. hæðina á norðausturhorn hússins og stækka anddyri með því að færa áður inndreginn aðalinngang 1. hæðar í línu með útvegg hússins á lóðinni nr. 11 við Ármúla.   Stærðir 7,6 ferm., 33,5 rúmm.  Gjald kr. 6.800 + 2.278"
35774 (02.40.450.2),BN035774,Barðastaðir 25-35,"færa byggingar úr 7,0m í 7,4 m frá götu",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að færa nýsamþykkt raðhús og bílgeymslur um 40 sm aftar á lóð nr. 25-35 við Barðastaði.  Gjald kr. 6.800
35481 (01.14.311.0),BN035481,Bjarkargata 14,kvistur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Þinglýsa skal samþykkt meðlóðarhafa. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að gera kvisti á austur- og vesturhluta þaks og breyta innra skipulagi þakhæðar á tvíbýlishúsinu á lóðinni nr. 14 við Bjarkargötu.  Málinu fylgir skilyrt samþykki meðlóðarhafa dags. 10. júní 2006. Grenndarkynning stóð yfir frá 7. mars til 4. apríl 2007. Engar athugasemdir bárust.  Stækkun:  12,9 ferm og 31,9 rúmm.  Gjald kr. 6.800 + 2.169"
35661 (01.23.000.1),BN035661,Borgartún 26,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka kjallarageymslur, breytingum á tæknirýmum við stigakjarna, breyttum stiga í miðstigahúsi, innra skipulagi aðallega í verslun 0102, skrifstofu 0201 og innréttingu banka í einingu 0103,  breytingum á aðkomum á 1. hæð, breytingum á gluggum og klæðningu 1. hæðar breytt að hluta í viðarklæðningu í stað cortenstálklæðningar ásamt fyrir leiðréttingu stærða húss og fjölgun bílastæða um þrjú suðaustan við skrifstofu- og þjónustuhúsið á lóð nr. 26 við Borgartún.  Brunahönnun Línuhönnunar uppfærð 17. mars 2007 fylgir erindinu.  Leiðréttar stærðir: Verslunar- og skrifstofuhús var samtals 17628 ferm. verður 17719,7 ferm., var 71040,3 rúmm. verður 70720 rúmm. B-rými voru 767 ferm. verða 627,8 ferm., voru 4500 rúmm. verða 3268,8 rúmm.  Gjald kr. 6.800"
35777 (01.23.200.1),BN035777,Borgartún 32,br. og stækkun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka veitingasal á 1. hæð Cabin hótels í norðaustur, breyta innra skipulagi hluta 1. hæðar og 6. hæðar austurenda, breyta gluggum nýsamþykktrar 7. hæðar og stækka til vestur, fjölga hótelhebergjum á 7.hæð, breyta staðsetningu loftræstisamstæðu frá kjallara í rými á 6. hæð og klæða með álplötum aðalstigahús  atvinnuhússins á lóðinni nr. 32 við Borgartún.  Stærð: Stækkun samtals xxx ferm., xxx rúmm.  Gjald kr. 6.800 + xxx"
35817 (00.00.000.0 01),BN035817,Borgartún 37,Loftnetabúnaður f. GSM síma,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja upp tvö loftnet á  miðju þaks austari húshluta ásamt tengiskáp fyrir GSM - búnað í þakhýsi á sama stað á þaki atvinnuhússins á lóð nr. 37 við Borgartún.  Samþykki f.h. eigenda dags. 14. febrúar 2007 fylgir erindinu.  Gjald kr. 6.800
35795 (01.22.000.2),BN035795,Borgartún 6,innréttingu sjúkraþjálfunar,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að innrétta eignarhluta 0101 fyrir sjúkraþjálfun í atvinnuhúsinu á lóðinni nr. 6 við Borgartún.  Gjald kr. 6.800
35759 (01.27.300.5),BN035759,Bólstaðarhlíð 10,kvistir - fjarlægja stromp,Frestað. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 01 og 02 dags. 4. apríl 2007.,"Sótt er um leyfi til að byggja tvo kvisti á norðurþekju hússins á lóðinni nr. 10 við Bólstaðarhlíð.  Einnig er sótt eum leyfi til að fjarlægja reykháf niður á plötu 3. hæðar.  Málinu fylgir samþykki meðlóðarhafa dags. 15. og 16. apríl 2007.  Stækkun 2,7 ferm. og 10,34 rúmm.  Gjald kr. 6.800 + 703"
35798 (04.30.430.1),BN035798,Dragháls 28-30/F.....,breyting á gluggum og dyrum fl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,Sótt er um leyfi til að fjölga eignarhlutum og til að breyta gluggum og dyrum á 1. hæð atvinnuhússins á lóðinni nr. 28-30 við Dragháls.  Gjald kr. 6.800
35339 (04.03.000.1),BN035339,Eirhöfði 12,viðbygging og breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja viðbyggingu við norðausturhorn og rífa anddyrisbyggingu við austurhlið og  innrétta atvinnuhúsið fyrir vörugeymslur og skrifstofur á lóð nr. 12 við Eirhöfða.  Stærðir: Niðurrif 13,2 ferm.  Stækkun 1. og 2. hæðar 107  ferm. samtals og 333,6  rúmm.  Gjald kr. 6.800 + 6.800 + 22.685"
35338 (04.03.000.1),BN035338,Eirhöfði 12,nýtt atvinnuhús,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja að hluta tveggja hæða stálgrindarhús sem sjálfstæða byggingu fyrir atvinnustarfsemi á austari hluta lóðar nr. 12 við Eirhöfða.  Lagt er til að nýbygging verði nr. 10 við Eirhöfða.   Jafnframt er erindi 31763 dregið til baka.  Bréf hönnuðar dags. 1. febrúar 2007 fylgir erindinu.  Stærð: Atvinnuhús (matshluti 02) 1. hæð 642 ferm., 2. hæð 403,2 ferm., samtals 1045,4 ferm., 4611,6 rúmm.  Gjald kr. 6.800 + 6.800 + 313.589"
35811 (02.45.610.1),BN035811,Fossaleynir 1,Loftnetabúnaður f. GSM síma,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja upp eitt loftnet á veggbrún upp fyrir þak suðvesturhorns ásamt tengiskáp fyrir GSM - búnað í tæknirými á 4. hæð Egilshallar á lóð nr. 1 við Fossaleynir.  Samþykki f.h. eigenda dags. 23.mars 2007 fylgir erindinu.  Gjald kr. 6.800
35803 (02.69.580.2),BN035803,Freyjubrunnur 2-8,raðhús br. gólfkóti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að lækka gólfkóta neðri hæðar nýsamþykkts tveggja hæða raðhúss um 8 sm á lóð nr. 2-8 við Freyjubrunn.  Stærð: Rúmmálsaukning 33,8 rúmm.  Gjald kr. 6.800 + 2.298"
35805 (04.64.150.3),BN035805,Fýlshólar 3,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að stóla upp þak á bílskúrnum við tvíbýlishúsið á lóðinni nr. 3 við Fýlshóla.  Stækkun:  12,2 rúmm.  Gjald kr. 6.800 + 830"
35342 (01.11.510.1),BN035342,Grandagarður 8,"klæða + viðbygg, nýr inngangur","Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Í samþykktinni felst ekki endanleg afstaða byggingaryfirvalda til lóðarafmörkunar hússins, þinglýsa skal yfirlýsingu þess efnis.","Sótt er um leyfi til þess að byggja við vesturhlið 1. og 2. hæðar fyrir nýjan inngang að Sjóminjasafninu, byggja litla útbyggingu við austurhlið 1. og 2. hæðar ásamt svölum á 2. hæð, innrétta hluta 1. hæðar, breyta innra skipulagi 2. hæðar safnsins, leiðrétta skráningu hússins ásamt leyfi til þess að einangra norðurhluta húss að utan og klæða með steinflísum og timbri atvinnuhúsið á lóð nr. 8 við Grandagarð.  Brunahönnun VSI dags. 30. janúar 2007, ástandskönnun dags. 20. febrúar 2007, umsögn burðarvirkishönnuðar dags. 19. febrúar og samþykki meðeigenda (á teikningu)  fylgja erindinu.  Stærð: Stækkun vegna viðbygginga samtals 72,6 ferm., 273,1 rúmm.  Gjald kr. 6.800 + 6.800 + 18.571"
35813 (01.46.110.2),BN035813,Grensásvegur 11,leiðrétting á afstöðumynd,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir leiðréttri afstöðumynd þar sem fram kemur að fjarlægð að eystri lóðamörkum er um 1,6m minni en ráð var fyrir gert við samþykkt viðbyggingar atvinnuhússins á lóð nr. 11 við Grensásveg.  Gjald kr. 6.800"
35815 (04.12.130.1),BN035815,Guðríðarstígur 2-4,Loftnetabúnaður f. GSM,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja upp eitt loftnet á veggbrún upp fyrir þak suðausturhorns ásamt tengiskáp fyrir GSM - búnað í inntaksrými í kjallara atvinnuhússins á lóð nr. 2-4  við Guðríðarstíg.  Samþykki f.h. eigenda dags. 16. febrúar 2007 fylgir erindinu.  Gjald kr. 6.800
35799 (02.57.610.1),BN035799,Gylfaflöt 24-30,reyndarteikningar ásamt breytingum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir reyndarteikningum með breytingum á léttum milliveggjum og að koma fyrir tanki við austurhlið einingar 0102 á atvinnuhúsnæðinu á lóð nr. 24-30 við Gylfaflöt.   Meðfylgjandi er yfirlýsing húsfélagsins dags. 5. mars 2007.  Stærð: xxx ferm., xxxx rúmm.  Gjald kr. 6.800 + xxxx"
35648 (01.72.730.1),BN035648,Háaleitisbraut 68,"útveggir á 1. hæð, stækkun",Frestað. Vantar brunatæknilega greinargerð.,"Sótt er um leyfi fyrir stækkun á 1. hæð með tilheyrandi breytingu á gangstétt á lóð ásamt minnháttar breytingar í kjallara og 1. hæð ásamt því að uppfæra brunavarnir í Austurveri Verslunarmiðstöð á lóðinni nr. 68 við Háaleitisbraut.   Meðfylgjandi er bréf brunavarnarhönnuðar ódagsett og samþykki meðeigenda dags. 16. mars 2007.  Stærðir: Stækkun 280,9 ferm., 1223,6 rúmm.  Gjald kr. 6.800 + 83.205"
35634 (01.23.400.1),BN035634,Hátún 10-12,breyting kjallara nr. 10,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi fyrir að breyta innra fyrirkomulagi í kjallara og koma fyrir þvottahúsi, fjölga geymslum og stækka verkstæðisaðstöðu með því að  fækka bílastæðum um 11 í kjalllara vistheimili Öryrkjabandalagsins nr. 10 við Hátún.  Bréf hönnuðar dags. 29. mars 2007 fylgir erindinu.  Gjald kr. 6.800"
35812 (04.73.160.1),BN035812,Helluvað 7-21,15-21 breyting á eignarhaldi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta eignarhaldi á geymslu nr. 0008 í fjölbýlishúsinu á lóðinni nr. 15-21 við Helluvað.  Gjald kr. 6.800
