nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
36491 (01.13.650.5),BN036491,Aðalstræti 12,innri breyting,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi m.a. að flytja salerni milli hæða, flytja starfsmannaaðstöðu í aðliggjandi hús og fjölga borðum gesta á veitingastaðnum í húsinu nr. 12 við Aðalstræti.  Meðfylgandi er bréf aðalhönnuðar dags. 26. júli 2007.  Gjald kr. 6.800"
36502 (04.63.200.2),BN036502,Arnarbakki 8,dreifistöð skipt í 2 rými,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að skipta dreifistöð Orkuveitu Reykjavíkur í tvö rými með léttum millivegg ásamt hurð á vesturhlið hússins á lóðinni nr. 8-10 við Arnarbakka.  Gjald kr. 6.800
36492 (01.14.050.2),BN036492,Austurstræti 18,"samþykkja íbúð, breyta innra skipulagi ofl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fá samþykkta íbúð og byggja nýjar svalir á 6.hæð, ásamt breytingum á innra skipulagi á 4. , 5. og  6. hæð atvinnuhúsnæðisins á lóð nr. 18 við Austurstræti.  Gjald kr. 6.800"
36558 (01.14.050.4),BN036558,Austurstræti 22,niðurrif niður að sökklum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að rífa að sökklum veitingahúsið á lóð nr. 22 við Austurstræti.  Bréf teiknistofunnar Argos dags. 23. júlí 2007, umsögn Minjasafns Reykjavíkur dags. 27. júlí 2007,  umsögn Húsafriðunarnefndar dags. 5. júlí 2007 og samþykki fyrir hönd húseigenda dags. 26. júlí 2007 fylgja erindinu.  Stærð: Niðurrif fastanúmer 200-2668, merki 01 0101 samtals 653,3 ferm.  Gjald kr. 6.800"
36527 (01.43.130.2),BN036527,Álfheimar 50-54,svalaskýli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir svalaskýlum og til að hækka handrið á fjölbýlishúsinu á lóð nr. 50-54 við Álfheima.  Samþykki sumra meðeiganda dags. maí 2007 fylgir erindinu.   Úttektarskýrsla aðalhönnuðar dags. 19. júlí 2007 fylgir með erindinu.  Stærð:  23 íbúðir: svalir 6,0 ferm., 19,0 rúmm.  6 íbúðir: svalir 6,0 ferm., 16,0 rúmm.  Samtals 174 ferm.,  533 rúmm.  Gjald kr. 6.800 +36.244"
35959 (01.67.411.0),BN035959,Baugatangi 5A,bílgeymsla,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að byggja steinsteyptan bílskúr einangraðan að utan og klæddan með liggjandi báruálsklæðningu og gras á þaki við norðurlóðamörk íbúðarhússins á lóð nr. 5A við Bauganes.  Stærð: Bílskúr 40,5 ferm., 127,6 rúmm.  Gjald kr. 6.800 + 8.677"
36252 (04.06.410.1),BN036252,Bíldshöfði 12,breyting á innra skipulagi,"Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra, þar sem um íbúðarhúsnæði er að ræða.",Sótt er um leyfi til að breyta innra skipulagi á þriðju hæð (einingu 0302) á lóð nr. 12 við Bíldshöfða.  Bréf umsækjanda dags. 16. júlí 2007 fylgir erindi.  Greinargerð frá vettvangsskoðun dags. 2. júlí 2007 fylgir.  Gjald kr. 6.800
36514 (01.18.222.3),BN036514,"4"">Bjarnarstígur 5",br. samþ. teikningum 34609,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,Sótt er um leyfi til að breyta hluta af steyptum útvegg 1. hæðar í timburvegg á suðvesturhlið sbr. erindi BN034609 viðbyggingar einbýlishússins á lóð nr. 5 við Bjarnarstíg.  Gjald kr. 6.800
36169 (01.21.810.1),BN036169,Borgartún 25,"innrétting 2.,3.,4. og 5. hæð",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir innréttingu 2., 3., 4. og 5. hæðar í atvinnuhúsnæðinu á lóðinni nr. 25 við Borgartún.  Meðfylgjandi er bréf brunahönnuðar dags. 24. maí 2007.  Gjald kr. 6.800"
36493 (01.35.050.6),BN036493,Dalbraut 21-27,skýringartexti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir reyndar byggingalýsingu á uppdráttum í samræmi við bygginguna þar sem veggir og gólf milli íbúða eru steinsteyptir í húsi nr. 21, 23 og 25 við Dalbraut.  Gjald kr. 6.800"
