nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
25170 (05.13.140.1),BN025170,Andrésbrunnur 1-7,4.h fjölbýlish. m. 28 íb.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta nýsamþykktu fjögurra hæða steinsteyptu fjölbýlishúsi þannig að íbúðum fjölgi úr tuttugu og fjórum í tuttugu og átta íbúðir ásamt breyttu útliti og stærðum húss á lóð nr. 1-7 við Andrésbrunn.  Stærð: Hús nr. 1 (matshluti 01) verður íbúð kjallari 86,1  ferm., 1. hæð 251 ferm., 2. hæð 251 ferm., 3. hæð 251  ferm., bílgeymsla 191,4 ferm., samtals 1030,5 ferm., 3262,5  rúmm.   Hús nr. 3 (matshluti 02) verður íbúð 104,5 ferm., 1. hæð 250,1 ferm., 2. hæð 250,1 ferm., 3. hæð 250,1 ferm., bílgeymsla 172,6 ferm., samtals 1027,4 ferm., 3260 rúmm.   Hús nr. 5 (matshluti 03) verður sömu stærðar og hús nr. 3 eða samtals 1027,4 ferm., 3260 rúmm.    Hús nr. 7 (matshluti 04) verður sömu stærðar og hús nr. 1 eða samtals 1030,5 ferm., 3262,5 rúmm.  Samtals var fjölbýlishúsið 4295,2 ferm. verður 4115,8  ferm., var 12659,4 rúmm. verður 13045 rúmm.     Gjald kr. 4.800 + 18.509"
25227 (01.13.650.2),BN025227,Aðalstræti 6,opna milli húsa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að opna milli 2. hæðar að Aðalstræti 8 og millihæðar á lóð nr. 6 við Aðalstræti.  Bréf burðarvirkishönnuðar dags. 5. júní 2002 og samþykki meðeiganda að Aðalstræti 6 dags. 27. júní 2002 ásamt meðeigendum að Aðalstræti 8 (matshluta 05) dags. 27. júní og 1. júlí 2002 fylgja erindinu.  Gjald kr. 4.800
25499 (01.14.041.4),BN025499,Aðalstræti 9,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsfulltrúa til umsagnar vegna þróunaráætlunar miðborgar.,Sótt er um leyfi til þess að innrétta spilasal fyrir Háskóla Íslands á fyrstu hæð í austurhluta byggingar á lóð nr. 9 við Aðalstræti.  Gjald kr. 4.800
25307 (01.55.322.2),BN025307,Arnargata 8,bílskúr,Frestað. Vísað til athugasemda skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja bílskúr á lóð nr.8 við Arnargötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. júlí 2002 fylgir erindinu.  Stærð: Bílskúr 31,5 ferm., 100 rúmm.   Gjald kr. 4.800 + 4.800"
25503 (01.14.041.8),BN025503,Austurv Póstur og Sím,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja stiga á milli fyrstu og annarrar hæðar í norðurenda húss og innrétta bar á annarri hæð.  Yfirlýsing burðarvirkishönnuðar dags. 23. júlí 2002 fylgir erindinu.  Gjald kr. 4.800
25483 (01.16.201.1),BN025483,Ásvallagata 16A,2.íbúðir sameinaðar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að sameina íbúðir á fyrstu og annarri hæð í eina íbúð og stækka kjallaraíbúð yfir í sameignarrými í fjölbýlishúsi á lóð nr. 16A við Ásvallagötu.  Bréf umsækjanda dags.17. júlí 2002 fylgir erindinu.  Gjald kr. 4.800
25444 (00.01.400.0),BN025444,Bakki 125656,br. á eldra fjósi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og að fjölga básum fyrir kýr úr 44 básum í 64 bása í fjósi á Bakka á Kjalarnesi.  Gjald kr. 4.800
25473 (01.15.430.7),BN025473,Barónsstígur 2-4,Breyting á skáningu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta eignaskiptingu í Hótel Barón á lóð nr. 2-4 við Barónsstíg.  Gjald kr. 4.800
25490 (01.19.111.7),BN025490,Bergþórugata 53,reyndarteikn.geymslur,Frestað. Samræma og lagfæra skráningu.,Sótt er um samþykki fyrir reyndarteikningum af núverandi innra skipulagi í geymslukjallara fjölbýlishúss á lóð nr. 53 við Bergþórugötu.  Umboð vegna umsóknar dags. 22 febrúar 2002.  Gjald kr. 4.800
25024 (01.18.222.4),BN025024,Bjarnarstígur 3,breyting úti og inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að byggja við efri hæð norðausturenda og breyta innra skipulagi einbýlishúss á lóð nr. 3 við Bjarnarstíg.  Skipulagsfulltrúi kynnti erindið frá 24. maí til 21. júní 2002. Engar athugasemdir bárust.  Stærð: Viðbygging 2. hæð 9,8 ferm., 32,9 rúmm.  Gjald kr. 4.800 + 1.579"
