nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
24426 (01.14.050.4),BN024426,Austurstræti 22,"br. salerni, flóttal. o.fl.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til þess að breyta innra skipulagi veitinga- og skemmtistaðarins Astró, m.a. loka milli veitingastaðar að Lækjargötu, breyta snyrtingum og starfsmannaaðstöðu á 1. hæð á lóð nr. 22 við Austurstræti.  Brunahönnun VST dags. 21. janúar 2002 fylgir erindinu.  Gjald kr. 4.800"
24422 (01.19.022.6),BN024422,Bergþórugata 5,færa snyrtistofu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta gluggasetningu á norður- og austurhlið og starfrækja snyrtistofu í bílgeymslu einbýlishússins á lóðinni nr. 5 við Bergþórugötu.  Rekstur snyrtistofu var samþykktur í húsinu 10. febrúar 1994 með sérstakri bókun.  Gjald kr. 4.800
23999 (01.23.100.1),BN023999,Borgartún 30A,fjölbýlishús m 24 íb og 26 bílast,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja sex hæða fjölbýlishús úr steinsteypu með tveimur stigahúsum, tuttugu og fjórum íbúðum og tuttugu og sex bílastæðum í kjallara á lóðinni nr. 30A við Borgartún. Húsið verði einangrað og klætt að utan með sléttum lökkuðum álplötum og bárujárni.  Erindinu fylgir greinargerð um brunavarnir dags. 17. okt. 2001.  Stærðir: xx  Gjald kr. 4.100 + xx"
24462,BN024462,Byggðarendi 24,viðbygging o.fl,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa með vísan til fyrri afgreiðslu.,"Sótt er um leyfi til þess að byggja tveggja hæða steinsteypta viðbyggingu við austur- og norðurhlið og breyta einbýli í tvíbýlishús á lóð nr. 24 við Byggðarenda.  Stærð: Viðbygging samtals  xxx ferm., xxx rúmm.  Gjald kr. 4.800"
23919 (01.19.340.4),BN023919,Egilsgata 3,Reyndarteikn. og br. skrán.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að innrétta tvær nýjar læknastofur í einingu 0109, fjarlægja hringstiga milli lagers og 2. hæðar, opna milli lagers og skjalasafns að stiga og samþykki fyrir núverandi innra skipulagi og skráningu 2. - 5. hæðar vegna gerðar eignaskiptayfirlýsingar á lóð nr. 3 við Egilsgötu. Jafnframt er erindi 17731 dregið til baka.  Gjald kr. 4.100"
24286 (01.11.150.2),BN024286,Eyjarslóð 1,Breytingar (matshl. 02),Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að fjölga eignum úr einni í tvær og breyta innra fyrirkomulagi á báðum hæðum matshluta 02 í húsinu nr. 1 við Eyjarslóð.  Samþykki meðlóðarhafa dags. 16. janúar 2002 fylgir erindinu. Bréf hönnuðar dags. 1. febrúar 2002 fylgir erindinu.  Gjald kr. 4.800
24317 (01.19.022.9),BN024317,Frakkastígur 19,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Afmörkun íbúða 0001 og 0101 er gerð með vísan til 15. gr. reglugerðar nr. 910/2000.,"Sótt er um samþykki fyrir reyndarteikningum af húsi og geymsluskúr á lóðinni nr. 19 við Frakkastíg.  Í húsinu eru sýndar fimm íbúðir, þar af tvær ósamþykktar.  Samþykki meðeigenda dags. 21. nóvember 2001 fylgir erindinu. Skoðunarskýrsla byggingarfulltrúa (v. rishæðar) dags. 11. ágúst 1999 fylgir erindinu. Virðingargjörð dags. 1. maí 1942 fylgir erindinu. Afsalsbréf dags. 29. maí 2000 (v. eignar 0001), 16. apríl 1997 (v. eignar 0101), 15. september 2000 (v. íb. 0002), 21. ágúst 1996 (v. íb. 0102) og 25. mars 1996 (v. íb. 0201) fylgja erindinu. Bréf hönnuðar dags. 25 janúar 2001 fylgir erindinu.  Gjald kr. 4.800"
24501 (01.13.601.1),BN024501,Garðastræti 6,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði. Framlögð gögn uppfylla ekki ákvæði byggingarreglugerðar nr. 441/1998 um íbúðir.,Sótt er um samþykki fyrir reyndarteikningum og leyfi til þess að innrétta íbúð í stað verslunar (rými 0102) á fyrstu hæð hússins á lóðinni nr. 6 við Garðastræti.  Gjald kr. 4.100
21020 (01.11.730.9),BN021020,Geirsgata 9,Breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta snyrtingu fatlaðra og staðsetningu bars í veitingarhúsi á 1. hæð og í kjallara Hafnarbúða á lóðinni nr. 9 við Geirsgötu.  Gjald kr. 4.100
24285 (01.46.500.1),BN024285,Grensásvegur 13,Viðbygging og lyftuturn,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja viðbyggingu og lyftuturn að austurhlið hússins á lóðinni nr. 13 við Grensásveg.  Stærð: Stækkun alls 19,8 ferm. og 65,1 rúmm.  Gjald kr. 4.800 + 3.125"
