nr,url,heimilisfang,tegund,nidurstada,spurning
56558 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056558,Austurbakki 2,Breyting inni og úti.,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta erindi BN050486 þannig að í þremur stigahúsum eru biðsvæði fyrir hreyfihamlaða færð inn á sameiginlegan gang, lagnastokkur við stigahús  er felldur út, sérafnotareitir íbúða á 2. hæð  að inngarði þaksvala eru stækkaðir  og svalir á þriggja íbúða á 3. 4. og 5. hæð eru minnkaðar  í húsi, mhl. 05  á lóð nr. 2 við Austurbakka. Stækkun er 2,8 ferm., 9,2 rúmm.  Gjald kr. 11.200"
56364 (01.29.510.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056364,Ármúli 40,"Innveggur - búningsherbergi, starfsmannaaðstaða",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir breytingum á innra skipulagi þannig að sal er skipt í tvennt með nýjum innvegg og bætt við búningsherbergi og starfsmannaaðstöðu á 2. hæð í mhl02 á lóð nr. 40 við Ármúla. Erindi fylgir umsögn Vinnueftirlits dags. 1. júli 2019. Gjald kr. 11.200
56551 (01.17.120.2 03),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056551,Bankastæti 14-14B,Skólavörðustígur 2 - Reyndarteikningar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess fá samþykkta áður gerða íbúð með millilofti í bakhúsi, mhl 04, Skólavörðustíg 2 á lóð nr. 14-14B við Bankastræti.  Stækkun: xx.x ferm., xx.x rúmm. Gjald kr. 11.200"
55324 (01.18.441.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055324,Bergstaðastræti 29,Nýbygging,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til byggja mhl. 02 sem er tveggja hæða steinsteypt íbúðarhús á lóð nr. 29 við Bergstaðastræti. Stærð mhl.02: 226,7 ferm., 682,4 rúmm. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. ágúst 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 9. ágúst 2019 Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 18. janúar 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 24. maí 2019. Erindi var grenndarkynnt fyrir hagsmunaaðilum að Bergstaðastræti 27, 27B, 31 og 31A og Óðinsgötu 16, 16B, 18B, 18C og 20A frá 5. nóvember 2018 til og með 3. desember 2018. Eftirtaldir aðilar sendu athugasemdir: Húseigendafélagið f.h. Telmu Hrund Jóhannesdóttur dags. 29. nóvember 2018, Brynja Aðalsteinsdóttir dags. 30. nóvember 2018, Berglind Sigurðardóttir f.h. eigenda að Bergstaðastræti 31A og Helga Berglind Atladóttir og Bjarni Már Bjarnason dags. 1. desember 2018, Sigurður Atli Atlason dags. 2. desember 2018 og Halldóra Jónsdóttir, Sigurður Páll Árnason, Ísold Jakobsdóttir og Benedikt Óttar Snæbjörnsson dags. 3. desember 2018. Gjald kr. 11.000"
56500,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056500,Blikastaðavegur 2-8,Reyndarteikningar v/lokaúttektar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN054019 vegna lokaúttektar á innra skipulagi bila A, B,C og P  í húsi á lóð nr. 2-8 við  Gátlisti öryggisúttektar með ljósmyndum fylgir dags. 18. júlí 2019. Gjald kr. 11.200"
56435 (01.22.010.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056435,Borgartún 8-16A,Katrínartún 2 - Breytingar á móttökurými á jarðhæð - nýir stigar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til breytinga á móttökurými á jarðhæð ásamt nýjum tengingum í formi opinna stiga og brúa frá 1. upp á 2. hæð skrifstofuhússins Katrínartúni 2, á lóð nr. 8-16A við Borgartún. Erindi fylgir bréf hönnuða dags. 2. júlí 2019, brunahönnunarskýrsla Eflu unnin í mars 2007 og endurskoðuð 1. júli 2019. Gjald kr. 11.200"
56453 (01.34.450.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056453,Dalbraut 12,Tvískipta stórri skrifstofu og breyta flóttaleiðum,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að tvískipta skrifstofu og breyta flóttaleiðum á 1. hæð í húsi á lóð nr. 12 við Dalbraut. Erindi fylgir bréf hönnuðar dags. 18. júlí 2019. Gjald kr. 11.200
56423 (01.70.221.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056423,Drápuhlíð 9,Breytingar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til breyta erindi BN054108 þannig að álklæðningu á þaki er skipt út með þakpappa, þakgluggi er dreginn til baka, hurð á suðurhlið er hliðrað til og glugga bætt við á bílskúr á lóð nr. 9 við Drápuhlíð. Erindi fylgir samþykki meðeigenda á afriti af uppdrætti dags. 2. júlí 2019. Gjald kr. 11.200"
56522 (04.73.150.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056522,Ferjuvað 1-3,Svalalokun / skýli,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja svalalokanir á allar svalir hússins auk samsvarandi lokunar á sérafnotareitum á 1. hæð húss á lóð nr. 1-3 við Ferjuvað. Stærðir B- rýma: Svalalokanir 1. hæð: 88,8 ferm., xx,x rúmm. Svalalokanir 4. hæð: 90,7 ferm., xx,x rúmm. Samtals ný B-rými: 179,5 ferm.  Gjald kr. 11.200"
56559 (02.69.541.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056559,Freyjubrunnur 23,Fjölbýlishús 8 íbúðir,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess að byggja 8 íbúða steinsteypt fjölbýlishús á 4 hæðum á lóð nr. 23 við Freyjubrunn. Stærðir: 793.7 ferm., 2411.6 rúmm. Erindi fylgir bréf hönnuðar dags. 13. ág 2019, bréf undirritað e.u. borgarstjórans í Reykjavík og varðar samþykkt á deiliskipulagsbreytingu dags. 7. mars 2019, afrit af endurútgefnu byggingarleyfi dags. 17. ágúst 2017. Gjald kr. 11.200"
