nr,url,heimilisfang,tegund,nidurstada,spurning
56370 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056370,Austurbakki 2,Breytingar - BN050485,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til að breyta erindi BN050485 þannig að innra skipulagi er breytt á öllum hæðum sem og fyrirkomulagi á lóð hótels sem er mhl. 06 á lóð nr. 2 við Austurbakka. Stækkun:  13 ferm., 10,3 rúmm. Erindi fylgir greinargerð um hljóðvist dags. 19. janúar 2019. Gjald kr. 11.200"
56178 (01.14.021.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056178,Austurstræti 3,Skemmtistaður - 2. og 3. hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja flóttastiga á bakhlið húss, að hluta á lóðinni Hafnarstræti 4 og innrétta veitingastað í flokki II, teg. krá á 2. og 3. hæð húss á lóð nr. 3 við Austurstræti. Erindi fylgir minnisblað um brunavarnir frá EFLU dags. 15. mars 2019, umsögn Minjastofnunar Íslands dags. 22. maí og 16. júlí 2019, skýrsla um hávaðaútbreiðslu frá EFLU dags. 27. maí 2019, samningur um flóttastiga á lóð Hafnarstrætis 4 dags. 30. apríl 2019, samþykki meðeigenda, samþykki eigenda Hafnarstrætis 4 dags. 30. apríl 2019 og í byggingarlýsingu er farið fram á undanþágu frá kröfu um algilda hönnun í samræmi við grein 6.1.5 í byggingareglugerð. Einnig fylgir útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. maí 2019 ásamt umsögn skipulagsfulltrúa dags. 17. maí 2019. Gjald kr. 11.200"
56449 (01.16.220.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056449,Ásvallagata 25,"Svalir - annari, þriðju og rishæð",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja svalir á 2., 3. og risthæð í íbúðarhúsi á lóð nr. 25 við Ásvallagötu. Erindi fylgir ódagsett samþykki húseigenda áritað á uppdrátt dags. 11. júli 2019,  undirritað umboð eiganda íbúðar 0301 dags. 11. júni 2019 og umboð eiganda íbúðar 0001 dags.  11. júni 2019 auk skýrslu burðarþolshönnuðar dags. 14. júli 2019. Gjald kr. 11.200"
56492 (01.19.111.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056492,Bergþórugata 55,Breyting inni - þrjár íbúðir,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta innra skipulagi allra hæða þannig að í húsinu verða 3 íbúðir, eldri svalir verða fjarlægðar og gluggar færðir nær upprunalegri gerð, nýjar svalir  gerðar, sagað niður úr gluggum fyrir svalahurðir auk þess sem ný vinnustofa verður byggð á baklóð þar sem áður var skúr á lóð nr. 55 við Bergþórugötu. Niðurrif:  19,9 ferm., 41,8 rúmm. Vinnustofa: 45,2 ferm., 115,3 rúmm. Heildarstækkun: 25,3 ferm., 72,8 rúmm. Gjald kr. 11.200"
56500,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056500,Blikastaðavegur 2-8,Reyndarteikningar v/lokaúttektar,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til að breyta erindi BN054019 vegna lokaúttektar á innra skipulagi bila A, B,C og P  í húsi á lóð nr. 2-8 við  Gátlisti öryggisúttektar með ljósmyndum fylgir dags. 18. júlí 2019. Gjald kr. 11.200"
56396 (01.22.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056396,Borgartún 6, Breytingar inni - 1.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innra skipulagi og gera nýja hurð milli eignarhluta 0102 og 0103 sem er í eigu sama aðila á 1. hæð húss á lóð nr. 6 við Borgartún.  Gjald kr. 11.200
56159 (01.85.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056159,Brúnaland 2-40 3-21,21 - Breytingar - BN052548,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN052548 þannig að settur verður steyptur stigi frá kjallara upp á lóð við austurhlið húss nr. 21 við Brúnaland. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 24. maí 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 24. maí 2019. Einnig fylgir samþykki meðeigenda dags. 5. júní 2019. Gjald kr. 11.200"
56222 (02.57.620.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056222,Bæjarflöt 17,Bæjarflöt 17 / Gylfaflöt 11 - Flóttaleið - brunamerkingar o.fl.,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN048963 með því að byggja flóttastiga á vesturhlið, uppfæra brunamerkingar og breyta innra skipulagi á 2. hæð í húsi Bæjarflöt 17/Gylfaflöt 11 á lóð nr. 17 við Bæjarflöt.  Gjald kr. 11.200 + 11.200"
56477 (01.74.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056477,Efstaleiti 11,Mhl.05 - Breyting á bílastæðum og skráningartöflu,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta erindi BN053223 þannig að fjarlægð eru tvö bílastæði í kjallara fjölbýlishúss sem er mhl. 05 á lóð nr. 11 við Efstaleiti. Gjald kr. 11.200
56475 (01.74.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056475,Efstaleiti 11,Lágaleiti 13-15 mh.03  - Lagfæring á stærðum,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að breyta erindi BN054643 þannig að rýmum er víxlað á 1. og 2. hæð og stærðir rýma í kjallara eru leiðréttar í mhl. 03 sem er fjölbýlishús á lóð nr. 11 við Efstaleiti. Gjald kr. 11.200
