nr,url,heimilisfang,tegund,nidurstada,spurning
55802 (01.13.650.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055802,Aðalstræti 4,Breytingar - 1.hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að stækka og breyta fyrirkomulagi í morgunverðareldhúsi í hóteli á lóð nr. 4 við Aðalstræti. Erindinu fylgir umsögn burðarþolshönnuðar dag. 13. febrúar 2019, bréf hönnuðar dagsett 12. febrúar 2019. Gjald kr. 11.200"
55811 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055811,Aðalstræti 6,Breytingar - 1.hæð og kjallara,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta innra skipulagi þannig að anddyri á 1. hæð stækkar inn í forrými lyfta, í kjallara verður morgunverðarsalur stækkaður inn í tæknirými og hurðarop verður gert milli húss nr. 6 og húss nr. 8 í hóteli á lóð nr. 6 við Aðalstræti. Erindi fylgir umsögn burðarþolshönnuðar dags. 13. febrúar 2019 og bréf hönnuðar dags. 12. febrúar 2019. Gjald kr. 11.200"
55812 (01.13.650.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055812,Aðalstræti 8,Breytingar - 1.hæð og kjallara,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að gera op milli rýma 0003 í húsi nr. 8 og 0001 í húsi nr. 6 í hóteli á lóð nr. 8 við Aðalstræti. Erindinu fylgir umsögn burðarþolshönnuðar dags. 13. febrúar 2019, bréf hönnuðar dags. 12. febrúar 2019. Gjald kr. 11.200"
55685 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055685,Austurbakki 2,Breytingar - BN048688,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN048688 þannig að uppskiptingu, rýmisnúmerum og útliti verslunar- og þjónusturýma er breytt á jarðhæð húsa T1, T2 og T3 og G1 og G2 á lóð nr. 2 við Austurbakka. Gjald kr. 11.200"
55743 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055743,Austurbakki 2,Tryggvagata 27 - T4 - Breyting á stiga - COS,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að breyta erindi BN055516 þannig að stigi milli hæða verður beinn í stað hringstiga í rými 0101 í Tryggvagötu 27 á lóð nr. 2 við Austurbakka. Gjald kr. 11.200
55689 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055689,Austurbakki 2,Veitingastaður - mhl.07 - Joe and the Juice,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að innrétta veitingastað í flokki I, teg. c fyrir 50 gesti í rými 0102 í mhl. 07, T1 á lóð nr. 2 við Austurbakka. Gjald kr. 11.200"
55607 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055607,Austurbakki 2,Breytingar BN048688 - mhl. 9 og 12,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN048688 þannig að fyrirkomulagi skrifstofa og snyrtinga á 3., 4., 5., og 6. hæð í L1 er breytt, flóttastigahús færast milli matshluta og í T4 er komið fyrir lyftu og hringstiga milli kjallara, 1. og 2. hæðar á lóð nr. 2 við Austurbakka. Erindi fylgir bréf hönnuðar dags. 18. desember 2018 ásamt yfirliti yfir breytingar dags. 17. janúar 2019. Gjald kr. 11.000"
55605 (01.26.210.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055605,Ármúli 7,Hótel - Fjölgun herbergja og tímabundin opnun milli lóða nr. 7 og 9.,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að innrétta hótel í fl. ?, tegund ?, með 55 herbergjum, viðtalsherbergi í mhl. 04, rífa niður mhl. 01 sem er tengibygging og byggja hana upp, hækka og tengja við mhl. 04 og við Ármúla 9, á lóð nr. 7 við Ármúla. Greinagerð um hljóðvist dags. 18. desember 2018, umsögn burðarvirkishönnuðar dags. 17. desember 2018 fylgja erindi. Einnig fylgir útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. febrúar 2019 ásamt umsögn skipulagsfulltrúa dags. 15. febrúar 2019. Stækkun og niðurrif:  XX ferm., XX rúmm. Gjald kr. 11.000"
55606 (01.26.300.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055606,Ármúli 9,Opna á milli hótelsins - Ármúla 7 og 9 og koma fyrir flótasvalir á 5 hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að opna á milli 1., 2., 3., og 4. hæðar inn á nýja tengibyggingu, mhl. 01, á lóð  nr. 7 og á 5. hæð að opna út á nýjar svalir sem nota á sem flóttasvalir og fara út yfir lóð nr. 7 á húsinu á lóð nr. 9 við Ármúla. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. febrúar 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 15. febrúar 2019. Gjald kr. 11.000"
55718 (01.18.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055718,Bergstaðastræti 48,Op í burðarvegg - 0202,Frestað. Umsækjandi óski eftir húsaskoðun hjá embætti byggingarfulltrúa.,Sótt er um leyfi fyrir áður gerðum breytingum þar sem op var gert í burðarvegg og innra skipulagi breytt í íbúð 0202 í húsi nr. 48 við Bergstaðastræti. Erindi fylgir samþykki meðeigenda dags. 14. og 18. júní 2018. Gjald kr. 11.200
