nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
30816 (01.13.650.6),BN030816,Aðalstræti 16,"Sýningarskáli, breytingar",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta stiga og lyftu frá 1. hæð að sýningarsvæði í kjallara, breyta lögun sýningarsvæðis, breyta og færa ofanljós yfir sýningarsvæði, innrétta skrifstofu í stað geymslu í kjallara, og breyta innréttingu afgreiðslu sýningarskálans (landnámsskáli) í kjallara undir hótelbyggingum á lóð nr. 16 við Aðalstræti.  Bréf hönnuða dags. 6. janúar 2005 og 3. útgáfa af brunahönnun VST dags. febrúar 2005 fylgja erindinu.  Stærð: Hótel og sýningarskáli var samtals 4819,7 ferm. verður 4770,4 ferm., var 16344,4 rúmm. verður 16159,9  rúmm., gangur frá sýningarskála (B-rými) verður 70,6 ferm., 247,1 rúmm.  Gjald kr. 5.700 + 5.700 + 3.568"
30815 (01.13.650.6),BN030815,Aðalstræti 16,"Hótel breytingar,",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta og fjölga gluggum og útgöngum á 1. hæð og fækka gluggum á 2.-4. hæð hótelsins, breyta klæðningu á hluta húsanna, breyta staðsetningu girðingar að hótelgarði, breyta girðingu að Túngötu, setja upp hliðgrind við vörumóttöku við  norðurhlið, innrétta skrifstofu í hluta línherbergis á 1. hæð, breyta innréttingu eldhúss og bars, breyta lyftu á milli palla á 1. hæð ásamt lítilsháttar breytingu á opnun hurða, útfærslu gleryfirbygginga og palla og leyfi til þess að setja upp skilti og breyta skyggni með skilti hótels á húshliðum austurhliðar á lóð nr. 16 við Aðalstræti.  Brunahönnun VST 3. útgáfa dags. febrúar 2005, bréf varðandi eldvarnarmálningu dags. 17. og 22. desember 2004 og bréf hönnuða dags. 6. janúar 2005 fylgja erindinu.  Gjald kr. 5.700 + 5.700"
30619 (04.94.320.5),BN030619,Akrasel 27,sólstofa o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Sólstofa nái ekki útfyrir aðalhorn hússins.,"Sótt er um leyfi til þess að byggja viðbyggingu ásamt sólstofu að suðvesturhlið hússins á lóðinni nr. 27 við Akrasel.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 18. júní 2004 (v. fyrirspurnar) fylgir erindinu.   Samþykki nokkurra nágranna (ódags.) fylgir erindinu.  Stærð: Stækkun viðbygging xx, sólstofa xx  Gjald kr. 5.400 + xx"
31111 (01.17.020.9),BN031111,Amtmannsstígur 5,br. kjallari,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi í kjallara hússins (matshluta 01) á lóð nr. 5 við Amtmannsstíg.   Geymslur 0003 og 0004 eru stækkaðar og þvottahús í sameign minnkað.  Ný skráningartafla fylgir erindinu.  Gjald kr. 5.700
31121 (01.82.420.8),BN031121,Ásendi 10,nýjar og áður gerðar breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi íbúðarhúss, fyrir áður gerðu gróðurhúsi við austurhlið bílskúrs og áður gerðum skjólvegg vestan við bílskúrinn á lóðinni nr. 10 við Ásenda.  Gerð er grein fyrir áður gerðri íbúð í kjallara og breytingum á innra og ytra fyrirkomulagi íbúðarhúss.  Samþykki nágranna Ásenda 8 dags. 28. febrúar 2005 og samþykki skráðra eigenda Ásenda 10 dags. 28. febrúar 2005 fylgja erindinu.  Stærð xx  Gjald kr. 5.700 + xx"
31104 (01.18.441.0),BN031104,Bergstaðastræti 33B,ofanábygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa vegna hækkunar á þaki.,"Sótt er um leyfi tll þess að hækka þak, byggja kvisti og svalir og taka í notkun rishæð hússins á lóðinni nr. 33B við Bergstaðastræti.  Jafnframt er gerð grein fyrir áður gerðri viðbyggingu að suðausturhlið hússins.  Stærð: Stækkun rishæð 39,3 ferm. og 120,6 rúmm.  Áður gerð stækkun á suðausturhlið xx  Gjald kr. 5.700 + xx"
31038 (04.06.410.1),BN031038,Bíldshöfði 12,br á innra frkl á 3. hæð,Frestað. Skila skal greinargerð löggilts hönnuðar um skolpdælukerfi.,Sótt er um leyfi til að breyta innra fyrirkomulagi í austurhluta þriðju hæðar framhúss (mhl 01) á lóðinni nr. 12 við Bíldshöfða.  Lagt fram tölvubréf húsfélagsins Bíldshöfða 12 dags. 7. júlí 2004  Gjald kr. 5.700
31027 (04.06.510.1),BN031027,Bíldshöfði 20,br. innra frkl og sólstofa á 4. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innra fyrirkomulagi í húsinu nr. 20 við Bíldshöfða og stækka sólstofu við norðausturhorn á fjórðu hæð. Breytingar varða innréttingar í ""Jónshúsi"" (suðvesturhorn byggingar) og aukið geymslurými á öllum hæðum. Jafnframt er sótt um leiðréttingu á skráningu.  Stækkun: 62,8 ferm. og 71,5 rúmm.  Gjald kr. 5.700 + 4.075"
31133 (01.22.000.2),BN031133,Borgartún 6,viðbyggingar og br. skipulag og notkun,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja við, breyta útliti og breyta innra fyrirkomulagi á öllum hæðum hússins nr. 6 við Borgartún.   Erindinu fylgir greinargerð hönnuðar dags. 1. mars 2005 brunahönnunarskýrsla dags. 1. mars 2005.  Stækkun: xx  Gjald kr. 5.700 + xx"
31096 (01.13.461.0),BN031096,"96"">Bræðraborgarstígur 32A",niðurrif á húsi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að fjarlægja af grunni húsið á lóðinni nr. 32A við Bræðraborgarstíg.  Kennitölur: Landnr. 100410, fastanr. 200-1273   Stærð: 96,0 ferm. og 298,0 rúmm.  Gjald kr. 5.700"
