nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
32948 (01.81.320.7),BN032948,Akurgerði 31,stækkun,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi fyrir áður byggðri viðbyggingu við suðurhlið 1. hæðar íbúðarhúss á lóð nr. 31 við Akurgerði.  Samþykki eiganda Akurgerðis 33  dags. 14. nóvember 2005 fylgir erindinu.  Stærð: Viðbygging xxx ferm., xxx rúmm.  Gjald kr. 5.700 + xxx"
32867 (01.28.030.2),BN032867,Álftamýri 43-57,nr 47 byggt yfir svalir og bílgeymslu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja viðbyggingu úr timbri yfir svalir og bílgeymslu hússins nr. 47 á lóðinni nr 43-57 við Álftamýri.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. nóvember 2005 fylgir erindinu.  Stærð: Stækkun viðbygging 2.h. xx  Gjald kr. 5.700 + xx
32577 (47.34.101),BN032577,Árvað 3,reyndarteikn. og stækkun,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki fyrir breyttri staðsetningu einnar færanlegrar kennslustofu og breyttum tengigangi ásamt leyfi til þess að setja upp fjórar viðbótar kennslustofur samtengdum suðaustan við þær sem fyrir eru á lóð nr. 3 við Árvað.  Bréf hönnuðar dags. 7. nóvember 2005 fylgir erindinu.  Stærð: Stækkun færanlegra kennslustofa og tengigangs samtals 360 ferm., 1148,1 rúmm.  Gjald kr. 5.700 + 65.442"
32596 (01.18.620.9),BN032596,Baldursgata 24A,Sólstofa,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja viðbyggingu með þaksvölum að suðurhlið 1. hæðar  einbýlishússins á lóðinni nr. 24A  við Baldursgötu.  Jafnframt er erindi 28729 dregið til baka.  Samþykki eigenda húsa nr. 24 og 26 við Baldursgötu (vantar einn) dags. 27. október 2005 fylgir erindinu.  Stærð: Viðbygging 13,9 ferm. og 41,2 rúmm.  Gjald kr. 5.700 + 2.348"
32953 (02.84.660.2),BN032953,Baughús 21-23,snyrtistofa-aðstaða,Frestað. Vísað til athugasemda á umsóknarblaði. Ítrekuð er bókun þess efnis að umsækjandi getur látið vinna tillögu að breytingu á deiliskipulagi á eigin kostnað og er það forsenda fyrir afgreiðslu á byggingarleyfi.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi á jarðhæð og starfrækja snyrtistofu í húsinu nr. 21 á lóðinni nr. 21-23 við Baughús.  Samþykki meðlóðarhafa í húsi nr. 23 (á teikn.) fylgir erindinu.   Bréf umsækjanda fylgir erindinu.  Gjald kr. 5.700
32954 (04.03.570.1),BN032954,Breiðhöfði 10,viðb. (matshl. 02),Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa vegna stækkunar á húsi.,"Sótt er um leyfi til þess að byggja tvílyfta steinsteypta viðbyggingu við starfsmanna- og skrifstofuhús (matshluta 02) Einingarverksmiðjunnar á lóð nr. 10 við Breiðhöfða.  Stærð: Viðbygging samtals 207,6 ferm., 745,8 rúmm.  Gjald kr. 5.700 + 42.511"
31410 (02.84.560.1),BN031410,Brekkuhús 1,opna milli 0103 - 0104,Frestað. Vísað til fyrri athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir núverandi innra skipulagi ásamt leyfi til þess að opna milli grillstaðarins í einingu 0103 og flatbökustaðarins í einingu 0104 á 1. hæð atvinnuhússins á lóð nr. 1 við Brekkuhús.  Gjald kr. 5.700
31552 (01.13.440.9),BN031552,Brekkustígur 17,svalir o.fl.,Frestað. Lagfæra skráningartöflu. Athygli umsækjanda er vakin á því að þetta er í fimmta sinn sem þetta smámál er til umfjöllunar hjá byggingarfulltrúa.,Sótt er um leyfi til þess að byggja svalir og tröppur á austurhlið fyrstu og annarrar hæðar hússins á lóðinni nr. 17 við Brekkustíg.  Samþykki meðeigenda (ódags.) fylgir erindinu.  Gjald kr. 5.700 + 5.700
32942 (01.45.411.4),BN032942,Dugguvogur 7,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi fyrstu hæðar við móttöku, ræstingu og baðherbergi fatlaðra í gistiheimilinu á lóðinni nr.7 við Dugguvog.   Gjald kr. 5.700"
32943 (01.67.210.5),BN032943,Einarsnes 58,br. útliti bílskúrs,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að breyta útliti glugga og koma fyrir dyrum á austurhlið bílskúrsins á lóðinni nr. 58 við Einarsnes.  Gjald kr. 5.700
