nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
31575 (01.81.320.5),BN031575,Akurgerði 27,byggt ofaná bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja steinsteypta viðbyggingu ofan á bílgeymslu á vesturhlið hússins nr. 27 við Akurgerði.  Samþykki eigenda Akurgerðis 29 og samþykki nokkurra nágranna dags. 5. maí 2005 fylgir erindinu.  Stærð: Viðbygging xx  Gjald kr. 5.700 + xx
31751 (01.55.322.2),BN031751,Arnargata 8,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til þess að byggja geymslurými á lóð með tveimur bílastæðum á þaki.  Jafnframt er sótt um leyfi til þess að endurbyggja anddyri á vesturhlið hússins á lóðinni nr. 8 við Arnargötu.  Stærð: xx  Gjald kr. 5.700 + xx
31598 (01.14.030.8),BN031598,Austurstræti 17,klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að klæða gafla og framhlið atvinnuhússins með ljósum flísum nema dökkum flísum við aðalinngang að efri hæðum á suðurhlið hússins á lóð nr. 17 við Austurstræti.  Ástandskönnun útveggja dags. 17. maí 2005, samþykki f.h. lóðarhafa aðlægra lóða (á teikningu) fylgja erindinu.  Gjald kr. 5.700"
31640,BN031640,Austurstræti 8-10,br. á geymslu í kj.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að hólfa af geymslurými í notaeiningu 0001 í húsinu nr. 8-10 við Austurstræti.  Gjald kr. 5.700
31726 (01.43.430.1),BN031726,Álfheimar 74,úrtök í steypta veggi  o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og gera úrtök í steypta veggi í kjallara hússins á lóðinni nr. 74 við Álfheima.  Umsögn eldvarnahönnuðar dags. 25. maí 2005 fylgir erindinu.  Gjald kr. 5.700
31739 (01.43.430.1),BN031739,Álfheimar 74,br. geymsl. í kj. og fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta geymslum 0003 og 0004 og breyta fyrirkomlagi rýmis 0109 (augnlæknastofa) í húsinu á lóðinni nr. 74 við Álfheima.  Gjald kr. 5.700
31752 (01.13.340.2),BN031752,Ánanaust 15,breyta atv.húsn. í íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að breyta atvinnuhúsnæði í íbúðir, byggja viðbyggingu og byggja hæð ofan á húsið á lóðinni nr. 15 við Ánanaust.  Gjald kr 5.700"
31626 (01.71.011.1),BN031626,Barmahlíð 54,áður gerð íb. rishæð.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð á rishæð fjölbýlishússins á lóð nr. 54 við Barmahlíð.  Virðingargjörð dags. 16. janúar 1950 og samþykki meðeigenda (á teikningu) fylgja erindinu.  Gjald kr. 5.700
30936 (01.70.201.0),BN030936,Barmahlíð 9,hækka þak,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að hækka mænishæð þaks, byggja kvisti og svalir og taka í notkun rishæð (3. hæð) hússins á lóðinni nr. 9 við Barmahlíð.  Jafnframt er sótt um að breyta svölum á fyrstu og annarri hæð og byggja kjallarainngang á norðurhlið hússins.  Samþykki meðeigenda dags. 31. janúar 2005 fylgir erindinu.  Málið var í kynningu frá 23. febrúar til 22. mars 2005. Lagður fram athugasemdarlisti 11 húseigenda og leigutaka að Miklubraut 50 og 52, dags. 17.03.05 og bréf eigenda að Miklubraut 50, dags. 22.03.05. Einnig lögð fram umsögn skipulagsfulltrúa, dags. 1.04.05.  Stærð: Stækkun rishæð 67,6 ferm. og 104,1 rúmm.  Gjald kr. 5.700 + 5.934"
31417 (01.19.700.4),BN031417,Bergstaðastræti 66,ofanábygging - viðb.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að hækka þak á vesturhluta 1. hæðar, byggja kvist á norðaustur- og suðvesturþekju, byggja viðbyggingu við kjallara á vestarihluta  baklóðar og pall  að kjallara og 1. hæð suðvesturhliðar einbýlishússins á lóð nr. 66 við Bergstaðastræti.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. apríl 2005 fylgir erindinu ásamt umsögn Minjasafns Reykjavíkur dags. 29. apríl 2005, samþykki eigenda Bergstaðastrætis 64 dags. 24. apríl og innfært 27. apríl 2005 og umsögn Húsafriðunarnefndar dags. 28. apríl 2005.  Stærð: Samtals stækkun 70,1 ferm., 264,6 rúmm.  Gjald kr. 5.700 + 15.082"
31638 (04.06.400.1),BN031638,Bíldshöfði 8,"stigahús, skyggni, skilti o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja stigahús við norðurhlið og skyggni við austurhlið matshluta 02 á lóðinni nr. 8 við Bíldshöfða. Jafnframt verði ósamþykkt skýli við austurhlið rifið og innra fyrirkomulagi og útliti beggja mathluta á lóðinni breytt. Ennfremur er sótt um leyfi fyrir stakstæðu skilti við horn lóðar, skilti á þaki matshluta 01 og þrjú smærri veggskilti.  Stækkun: Stigahús 15,6 ferm. og 64,3 rúmm.  Gjald kr. 5.700 + 3.665"
31200 (01.85.400.2),BN031200,Bjarmaland  1-7,"(7) skjólv.,heitur pottur o.fl.",Frestað. Vantar samþykki eigenda húsa nr. 5 og 9 við Bjarmaland.,"Sótt er um leyfi til þess að breyta þakkanti, klæða hluta útveggja með grágrýti og breyta gluggum frá nýsamþykktum uppdráttum ásamt leyfi til þess að setja upp heitan pott og timburskjólgirðingu á austurhluta sérnotahlutar einbýlishúss nr. 7 á lóð nr. 1-7 við Bjarmaland.  Samþykki sumra meðlóðarhafa (á teikningu), samþykki f.h. eig. Bjarmalands 5, bréfi eiganda Bjarmalands 9 dags. 14. mars 2005, útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 1. apríl 2005 fylgja erindinu.  Gjald kr. 5.700"
31291 (01.21.779.9),BN031291,Borgartún 19,viðbygging +breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til þess að byggja viðbyggingu á fjórum hæðum og með innbyggðri bílageymslu í kjallara að suðurhlið hússins nr. 19 á lóðinni nr. 17-19 við Borgartún.  Viðbyggingin er steinsteypt, einangruð og klædd utan með steinflísum og múrkerfi.   Brunahönnun dags. 2. maí 2005 fylgir erindinu.  Stærð: Stækkun (ath. erindi 31290 varðandi niðurrif) 6642,8 ferm. og 26812,8 rúmm.  Gjald kr. 5.700 + 1.528.330"
31749 (01.81.410.9),BN031749,Breiðagerði 9,risþak á bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent skipulagsfulltrúa til umsagnar.,Sótt er um leyfi til þess að setja risþak á bílskúr í stað lágreists skúrþaks á lóð nr. 9 við Breiðagerði.  Stærð: Stækkun xx rúmmetrar  Gjald kr. 5.700 + xx
31552 (01.13.440.9),BN031552,Brekkustígur 17,svalir o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja svalir á austurhlið fyrstu og annarrar hæðar hússins á lóðinni nr. 17 við Brekkustíg.  Samþykki meðeigenda ódags. (vantar einn) fylgir erindinu.  Gjald kr. 5.700
31642 (01.85.010.1),BN031642,Efstaland 26,breyting 3.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi og skráningu þriðju hæðar hússins nr. 26 við Efstaland.  Gjald kr. 5.700
31432 (08.1-.--8.5),BN031432,Elliðavatnsblettur 14,endurn. samþ. 14965 og 14950,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um endurnýjun á samþykkt nr. 14695 þar sem sótt var um ""leyfi til þess að reisa sumarhús úr timbri á lóðinni nr. 14 við Elliðavatnsblett. Jafnframt er sótt um niðurrif á eldra húsi, mh. 01 stærð 42 ferm., 127 rúmm."" Ennfremur sótt um breytingar í samræmi við samþykkt nr. 14950.  Erindinu fylgdi umsögn umhverfismálaráðs dags. 16. apríl 1997 og Borgarskipulags og bréf umsækjanda dags. 12. maí 2005.  Stærð nýbyggingar: 48,5 ferm., 168 rúmm.  Gjald kr. 5.700 + 7.239"
31714 (32.47.520.3),BN031714,Esjugrund 68,"endurnýjað byggingarleyfi, bílskúr",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um endurnýjun á byggingarleyfi nr. 20638 frá 21. mars 2000 þar sem sótt var um ""leyfi til þess að byggja steinsteyptan bílskúr á vesturlóðamörkum og stækka við það íbúð endaraðhúss nr. 68 sem nemur áður samþykktri innbyggðri bílgeymslu á lóðinni nr. 64-68 við Esjugrund.""  Stærð: Hús nr. 68 íbúð verður 112,8 ferm., nýr bílskúr 28,8 ferm. og 83,6 rúmm.  Gjald kr. 5.700 + 4.765"
