nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
32177 (01.70.110.9),BN032177,Barmahlíð 7,bílskúr + geymsla,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 1, 2 og 3 dags. 12. júlí 2005.","Sótt er um leyfi til þess að byggja tvöfaldan steinsteyptan bílskúr ásamt geymslu á lóðinni nr. 7 við Barmahlíð.  Samþykki meðeiganda dags. 15. júlí 2005 fylgir erindinu.  Samþykki eigenda Miklubrautar 48 dags. 27. ágúst og 8. september 2005 og bréf lóðarhafa aðlægrar lóðar dags. 16. ágúst 2005 fylgja erindinu.  Stærð: Matshl. 02, bílskúr 42,5 ferm., geymsla 13,9 ferm.   Samtals 56,4 ferm. og 160,8 rúmm.  Gjald kr. 5.700 + 9.166"
31873,BN031873,Bjallavað 7-11,"nr. 7 nýbygging, 6 íb.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja hús nr. 7 (matshl. 01) sem er þriggja hæða steinsteypt fjölbýlishús með sex íbúðum á lóðinni nr. 7-11 við Bjallavað.  Stærð: 1. hæð íbúðir, geymslur o.fl. 239,6 ferm., 2. hæð íbúðir 232,2 ferm., 3. hæð íbúðir 232,2 ferm.   Samtals 704,0 ferm. og 2090,3 rúmm.  Gjald kr. 5.700 + 119.147"
32242 (01.13.653.5),BN032242,Brattagata 3B,atvinnuh á 1.h í íbúð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um leyfi til þess að innrétta sjálfstæða íbúð á 1. hæð, breyta innra skipulagi atvinnuhúsnæðis í kjallara, loka fyrir stiga milli kjallara og bílgeymslu, fjarlægja stiga milli kjallara og 1. hæðar og stækka baðherbergi innan íbúðar 2. hæðar fjöleignarhússins á lóð nr. 3B og 5 við Bröttugötu.  Gjald kr. 5.700 + 5.700"
32559 (01.35.100.1),BN032559,Brúnavegur Hrafnista,4. h íbúðarh. m. 24 öryggisíb.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til  þess að byggja fjögurra hæða steinsteypt íbúðarhús ásamt kjallara með samtals tuttugu og fjórum öryggisíbúðum áfast við hjúkrunarheimilisálmu allt einangrað að utan og klætt með ljósum steinflísum og múrkerfi á lóð Hrafnistu við Brúnaveg.  Stærð: Viðbygging (matshluti 45) kjallari 505,6 ferm., 1. hæð 495,3 ferm., 2. hæð 495,3 ferm., 3. hæð 481,4 ferm., 4. hæð 461,4 ferm., samtals 2419 ferm., 8116,7 rúmm.  Gjald kr. 5.700 + 462.652"
32499 (01.82.600.7),BN032499,Byggðarendi 13,br. á inni og stækkun húss,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja tveggja hæða steinsteypta viðbyggingu við norðausturhorn, færa bílsgeymslu vestar í kjallara, breyta gluggum á norðurhlið kjallara, taka í notkun áður sökkulrými í kjallara og breyta innra skipulagi beggja hæða einbýlishússins á lóð nr. 13 við Byggðarenda.  Umsögn burðarvirkishönnuðar dags. 30. ágúst 2005 fylgir erindinu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 16. september 2005 fylgir erindinu.  Stærð: Áður gerð stækkun kjallara xxx ferm., xxx rúmm., viðbygging xxx  Gjald kr. 5.700 + xxx"
32544 (04.76.540.1),BN032544,C-Tröð 1,endurn. samþ. frá 06.04.04,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi fyrir endurnýjun á samþykkt frá 6. apríl 2004 þar sem sótt var um leyfi til að byggja tveggja m breiða viðbyggingu framan við hesthúsið nr. 1 við C-tröð. Jafnframt verði innra fyrirkomulagi breytt.  Umboð til handa umsækjanda dags. 8. sept. 2005 fylgir.  Stækkun: 54,9 ferm. og 134,2 rúmm.  Gjald kr. 5.700 + 7.649"
32127,BN032127,Fiskislóð 1,nýtt versl- og þjón.húsnæði,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja verslunar- og þjónustuhúsnæði á lóðinni nr. 1 við Fiskislóð. Húsið verði byggt úr stáli og klætt að utan með báraðri álklæðningu svartri að lit.   Erindinu fylgir bréf Faxaflóahafna dags. 13. júlí 2005 og skýrsla um brunahönnun dags. 13. júlí 2005.  Stærð: xx  Gjald kr. 5.700 + xx
32389 (01.08.760.3),BN032389,Fiskislóð 45,fjölgun eigna og br. úti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi á báðum hæðum, setja nýja stiga milli hæða, breyta útliti langhliða og fjölga eignum úr einni í tólf þjónustueiningar ásamt lagereiningu í atvinnuhúsinu á lóð nr. 45 við Fiskislóð.  Brunhönnun VSI endurskoðuð 7. september 2005 fylgir erindinu.  Gjald kr. 5.700"
32547 (01.24.360.7),BN032547,Flókagata 5,br. í gistiheimili og kvistur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi í húsinu nr. 5 við Flókagötu. Jafnframt er sótt um leyfi til að breyta notkun hússins úr íbúðarhúsnæði í atvinnuhúsnæði (gistiheimili) og til að stækka kvist á suðurþaki hússins. Ennfremur er erindi nr. 31267 dregið til baka.   Erindinu fylgir íbúðarskoðun byggingarfulltrúa dags. 24. feb. 2005 vegna fyrra erindis.  Stækkun: xx  Gjald kr. 5.700 + xx
32551 (01.63.660.4),BN032551,Fossagata 7,anddyri og bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja anddyrisbyggingu við norðurvegg hússins nr. 7 við Fossagötu. Jafnframt er sótt um leyfi til að byggja bílskúr úr steinsteypu við norðurmörk lóðarinnar.  Stæðir: xx  Gkald kr. 5.700 + xx
