nr,url,heimilisfang,tegund,nidurstada,spurning
21535 (01.13.650.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021535,Aðalstræti 12 ,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar Borgarskipulags.,Sótt er um leyfi til þess að innrétta veitingastað í kjallara og á fyrstu hæð hússins á lóðinni nr. 12 við Aðalstræti. Bréf hönnuðar dags. 19. júlí 2000 fylgir erindinu. Samþykki aðalhönnuða hússins dags. 24. júlí 2000 fylgir erindinu. Gjald kr. 4.100
21536 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021536,Aðalstræti 6 ,Skilti,Synjað. Samræmist ekki reglum um skilti í Reykjavík hvað stærð varðar.,"Sótt er um leyfi til þess að koma fyrir auglýsingaskilti Tryggingamiðstöðvarinnar efst á austurhlið hússins nr. 6 við Aðalstræti. Skiltið er 13,38 m að lengd og 1,43 m á hæð, eða 19,13 fermetrar að stærð.  Gjald kr. 4.100"
21523,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021523,Álftamýri 1-3 ,Sjúkraþj á 2. h,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi á annarri hæð í austurhluta matshluta 01 (Álftamýri 1) á lóðinni nr. 1-5 við Álftamýri og koma þar fyrir sjúkraþjálfunarþjónustu. Jafnframt er erindi nr. 20201 dregið til baka. Gjald kr. 4.100
21483 (01.29.320.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021483,Ármúli 34 ,Hárgreiðslustofa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta hárgreiðslustofu á fyrstu hæð hússins á lóðinni nr. 34 við Ármúla. Gjald kr. 4.100
21331 (02.40.710.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021331,Bakkastaðir 109 ,Einbýlishús m/aukaíbúð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að byggja tvílyft steinsteypt einbýlishús með aukaíbúð og innbyggðri bílgeymslu á lóð nr. 109 við Bakkastaði. Stærð: Íbúð 1. hæð 148,8 ferm., 2. hæð 94,9 ferm., bílgeymsla 50,3 ferm., samtals 294 ferm., 896,6 rúmm. Gjald kr. 4.100 + 36.767"
21272 (01.18.621.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021272,Baldursgata 26 ,Stenex-klæðning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að einangra með steinull og klæða húsið nr. 26 við Baldursgötu (matshluta 01) að utan með Stenex plötum. Erindinu fylgir skoðunargjörð Vífils Oddssonar dags. 13. júní 2000, þinglesið samþykki húseigenda að Baldursgötu 24A og 28 hvorutveggja dags. 18. maí 2000. Gjald kr. 4.100"
21333 (01.17.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021333,Bankastræti 2 ,Brunavarnir,Frestað. Vísað til athugasemda á umsóknarblaði. Vakin er athygli á því að þetta er í þriðja sinn sem erindið kemur til afgreiðslu án þess að tillit sé tekið til athugasemda.,Sótt er um leyfi fyrir bættum brunavörnum og breyttu innra skipulagi aðallega á 2. hæð hússins við Amtmannsstíg 1 á lóð nr. 2 við Bankastræti. Gjald kr. 4.100
21526,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021526,Barðastaðir 9 ,"(9) fjölgun um 2 íb, verða 22",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er umleyfi til að breyta fyrirkomulagi á sjöttu hæð og rishæð húss nr. 9 á lóðinni nr. 7-11 við Barðastaði þannig að á hæðinni verði fjórar íbúðir í stað tveggja og að tvær þeirra nái upp í rishæð. Gjald kr. 4.100
21406 (01.71.011.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021406,Barmahlíð 56 ,Þaksvalir,Frestað. Málinu vísað til skipulags- og umferðarnefndar til ákvörðunar um grenndarkynningu.,Sótt er um samþykki fyrir þaksvölum á 3. hæð hússins á lóðinni nr. 56 við Barmahlíð. Einnig er sótt um samþykki fyrir nýrri skráningu hússins. Samþykki nokkurra meðeigenda dags. 15. júní 2000 fylgir erindinu. Gjald kr. 4.100
21284 (01.70.110.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021284,Barmahlíð 7 ,Afmörkun eigna v/eignaskipta,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Samþykktin tekur meðal annars til eignaafmörkunar á ósamþykkjanlegri íbúð í risi.,"Sótt er um leyfi til að breyta skráningu og afmörkun eigna í húsinu nr. 7 við Barmahlíð. Breytingin felur m.a. í sér afmörkun áður gerðrar en ósamþykktrar íbúðar í risi hússins. Erindinu fylgja þinglýstir útreikningar á hlutfallsskiptingu eignarhluta dags. 21. febrúar 1985, veðbókarvottorð fyrir aðra hæð og rishæð útprentað og staðfest 5. júlí 2000, allt í ljósriti. Gjald kr. 4.100"
