nr,url,heimilisfang,tegund,nidurstada,spurning
21095 (01.52.210.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021095,Aflagrandi 20-26,br. laufskálum í 22 og 26,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að breyta laufskálum á þaki bílgeymslna húsanna nr. 22 og 26 við Aflagranda á lóðinni nr. 20-26 við Aflagranda. Í stað glerþaks komi einangrað þak yfir mestan hluta skálanna. Umsögn Borgarskipulags dags. 3. júní 2000 fylgir erindinu. Gjald kr. 4.100
20895 (01.52.240.6 04),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN020895,Aflagrandi 27-33,Girðing,Synjað. Með vísan til umsagnar gatnamálastjóra.,Sótt er um samþykki fyrir áður gerðri 175 cm hárri skjólgirðingu úr timbri á austurenda hússins nr. 33 (matshl. 04) á lóðinni nr 27-33 við Aflagranda. Gjald kr. 4.100 Samþykki meðlóðarhafa fylgir erindinu. Umsögn gatnamálastjóra dags. 8. maí 2000 fylgir erindinu.
21275 (01.38.110.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021275,Austurbrún 6 ,Br á aðkomu bílast. öryygissvölum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta anddyri og aðkomu hússins nr. 6 við Austurbrún. Þ.á.m. verði komið fyrir skábraut og fyrirkomulagi bílastæða breytt. Jafnframt verði settir láréttir rimlar fyrir svalir við öryggisstigahús. Erindinu fylgir símbréf Línuhönnunar til hönnuða dags. 9. júní 2000 í ljósriti, bréf hönnuðar dags. 6. júlí 2000. Stækkun: xx Gjald kr. 4.100 + xx"
21396 (01.43.110.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021396,Álfheimar 32-36,Reyndarteikn v eignaskipta,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi fyrir áður gerðum minniháttar breytingum á innra fyrirkomulagi í kjöllurum húsanna nr. 32 (matshluti 01), 34 (matshluti 02) og 36 (matshluti 03) á lóðinni nr. 32-36 við Álfheima. Gjald kr. 4.100"
21333 (01.17.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021333,Bankastræti 2 ,Brunavarnir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir bættum brunavörnum og breyttu innra skipulagi aðallega á 2. hæð hússins við Amtmannsstíg 1 á lóð nr. 2 við Bankastræti. Gjald kr. 4.100
21406 (01.71.011.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021406,Barmahlíð 56 ,Þaksvalir,Frestað. Málinu vísað til umsagnar Borgarskipulags.,Sótt er um samþykki fyrir þaksvölum á 4. hæð hússins á lóðinni nr. 56 við Barmahlíð. Gjald kr. 4.100
21284 (01.70.110.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021284,Barmahlíð 7 ,Afmörkun eigna v/eignaskipta,Frestað. Gera skal nákvæma grein fyrir því hvenær risíbúð verður séreign.,"Sótt er um leyfi til að breyta skráningu og afmörkun eigna í húsinu nr. 7 við Barmahlíð. Breytingin felur m.a. í sér afmörkun áður gerðrar en ósamþykktrar íbúðar í risi hússins. Erindinu fylgja þinglýstir útreikningar á hlutfallsskiptingu eignarhluta dags. 21. febrúar 1985, veðbókarvottorð fyrir aðra hæð og rishæð útprentað og staðfest 5. júlí 2000, allt í ljósriti. Gjald kr. 4.100"
21369 (04.02.410.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021369,Básbryggja 23-49,"Raðhús 27 & 29, breytingar",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi raðhúsanna nr. 27 og 29 á lóðinni nr. 23-49 við Básbryggju.  Gjald kr. 4.100
21412 (02.58.620.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021412,Berjarimi 39-41,Byggt ofaná svalir,Frestað. Málinu vísað til skipulags- og umferðarnefndar til ákvörðunar um grenndarkynningu. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja ofaná norður- og suðursvalir húsanna nr. 39 og 41 á lóðinni nr. 39-41 við Berjarima.  Stækkun: 12,5 ferm., 37,9 rúmm. Gjald kr. 4.100 + 1.553"
21117 (04.30.300.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021117,Bitruháls 1,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja steinsteypta viðbyggingu við kælihús og breyta bílastæðum á lóð nr. 1 við Bitruháls. Stærð: Viðbygging 900 ferm., 5782,5 rúmm. Útskrift úr gerðabók skipulags- og umferðarnefndar frá 29. maí 2000 fylgir erindinu. Gjald kr. 4.100 + 237.083"
21437 (04.05.930.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021437,Bíldshöfði 6 ,Atvinnuhúsnæði,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að loka opnu bílskýli (rými 0102) á lóðinni nr. 6 við Bíldshöfða. Bréf hönnuðar dags. 4. júlí 2000 fylgir erindinu. Stærð: Stækkun, bílskýli 323 ferm., 1114,4 rúmm. Gjald kr. 4.100 + 45.690"
21446 (01.18.441.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021446,Bjargarstígur 14 ,Stækkun,Frestað. Málinu vísað til umsagnar Borgarskipulags. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka og breyta húsinu á lóðinni nr. 14 við Bjargarstíg. Breytingarnar eru þær helstar að húsið verður hækkað um eina hæð og ris, einnig verður byggð viðbygging við húsið að lóðarmörkum Bjargarstígs 14 og16. Húsið verður eftir breytingar kjallari, tvær hæðir og ris. Kjallari viðbyggingar er steyptur eða hlaðinn, að öðru leyti er húsið byggt úr bárujárnsklæddu timbri. Samþykki eiganda Bjargarstígs 16, dags. 4. júní 2000 fylgir erindinu. Stærð: Stækkun 94,0 ferm., 258,1 rúmm. Gjald kr. 4.100 + 10.582"
