nr,url,heimilisfang,tegund,nidurstada,spurning
21535 (01.13.650.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021535,Aðalstræti 12 ,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta veitingastað í kjallara og á fyrstu hæð hússins á lóðinni nr. 12 við Aðalstræti. Bréf hönnuðar dags. 19. júlí 2000 fylgir erindinu. Samþykki aðalhönnuða hússins dags. 24. júlí 2000 fylgir erindinu. Gjald kr. 4.100
21572 (46.32.001 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021572,Arnarbakki 2 ,"Inntök Orkuveitu,leiðrétting á áður sþ. teikn.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir leiðréttum teikningum af húsinu á lóðinni nr. 2 við Arnarbakka (matshl. 01) vegna gerðar eignaskiptayfirlýsingar.
21577 (01.14.040.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021577,Austurstræti 8-10,"Br. inni, líkamsrækt.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta líkamsræktarstöð í kjallar og á hluta 1. hæðar hússins á lóðinni nr. 8-10 við Austurstræti. Gjald kr. 4.100
21396 (01.43.110.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021396,Álfheimar 32-36,Reyndarteikn v eignaskipta,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðum minniháttar breytingum á innra fyrirkomulagi í kjöllurum húsanna nr. 32 (matshluti 01), 34 (matshluti 02) og 36 (matshluti 03) á lóðinni nr. 32-36 við Álfheima. Gjald kr. 4.100"
21639 (04.64.260.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021639,Álftahólar 2-8,Útvkl. og svalal.(nr. 8),Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að loka svölum og klæða hús nr. 8 með sléttum álplötum á lóð nr. 2-8 við Álftarhóla. Ástandskönnun útveggja dags. 31. mars 2000, umsókn um frestun á skilum á skráningartöflu og samþykki meðeigenda dags. 20. júlí 2000  fylgja erindinu. Stærð: Stækkun vegna svalalokunar 2. hæð 20,7 ferm., 3. hæð 41,8 ferm., 4. hæð 41,8 ferm., samtals 104,2 ferm., 281,4 rúmm. Gjald kr. 4.100 + 11.537"
21523,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021523,Álftamýri 1-3 ,Sjúkraþj á 2. h,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi á annarri hæð í austurhluta matshluta 01 (Álftamýri 1) á lóðinni nr. 1-5 við Álftamýri og koma þar fyrir sjúkraþjálfunarþjónustu. Jafnframt er erindi nr. 20201 dregið til baka. Gjald kr. 4.100
21483 (01.29.320.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021483,Ármúli 34 ,Hárgreiðslustofa,Frestað. Vísað til fyrri athugasemda.,Sótt er um leyfi til þess að innrétta hárgreiðslustofu á fyrstu hæð hússins á lóðinni nr. 34 við Ármúla. Samþykki nokkurra meðeigenda dags. 28. júlí og 17. ágúst 2000 og bréf stjórnar SÍBS dags. 2. ágúst 2000 fylgir erindinu.  Gjald kr. 4.100
21272 (01.18.621.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021272,Baldursgata 26 ,Stenex-klæðning,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að einangra með steinull og klæða húsið nr. 26 við Baldursgötu (matshluta 01) að utan með Stenex plötum. Erindinu fylgir skoðunargjörð Vífils Oddssonar dags. 13. júní 2000, þinglesið samþykki húseigenda að Baldursgötu 24A og 28 hvorutveggja dags. 18. maí 2000. Gjald kr. 4.100"
21549,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021549,Barðastaðir 79 ,Sólstofa,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja sólstofu við vesturhlið hússins á lóðinni nr. 79 við Barðastaði. Stærð: Sólstofa (rými 0105) 6,8 ferm. og xx rúmm. Gjald kr. 4.100 + xx"
21557 (01.13.630.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021557,Bárugata 13 ,Raunteikn. -Núv. fyrirkomulag,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð og núverandi innra fyrirkomulagi í húsinu á lóðinni nr. 13 við Bárugötu. Virðingargjörð dags. 21. febrúar 1942 og afrit úr manntali árið 1952 fylgja erindinu. Gjald kr. 4.100
