nr,url,heimilisfang,tegund,nidurstada,spurning
47533 (04.63.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047533,Arnarbakki 2-6,4-6 - Innréttingabreytingar,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN047270, þannig að komið er fyrir frysti á lager, salerni fyrir hreyfihamlaða er fært, strimlahurðum er komið fyrir við gang og við ræstingu og brunaslöngu við útgang verslunar í húsinu á lóð nr. 4-6 við Arnarbakka. Gjald kr. 9.500"
47509 (01.43.020.8 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047509,Álfheimar 2,Reyndarteikning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áðurgerðum breytingum í mhl. 1, í rými 0201, veitingaverslun, þar er komið fyrir útloftunarröri með þakblásara og stokkablásara frá ræstiskáp  í húsinu á lóð nr. 2 - 6 við Álfheima. Gjald kr. 9.500]"
47319 (01.26.420.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047319,Ármúli 23,Breyting inni,Frestað. Lagfærar skráningu.,"Sótt er um leyfi til að innrétta rými fyrir íþróttastarfsemi, koma fyrir búningsklefa, móttöku og gestasvæði og inngangshurð í stað útkeyrsluhurðar á austurhlið og gerð er grein fyrir áður gerðum millipalli í mhl. 03 í rými 001 í húsinu á lóð nr. 23 við Ármúla. Fyrirspurn BN045757  dags. 19. mars 2013 fylgir erindi. Bréf frá meðeiganda dags. 6. mars sem lýsir áhyggjum af breyttu útliti húss og greinagerð um brunavarnir dags. 04. mars 2014. Tölvupóstur frá stjórnarmanni húsfélags dags. 28.3. 2014 og Samþykki meðeigenda ódags. fylgir erindi. Stækkun, millipallur:  112,9 ferm. Gjald kr. 9.500"
47297 (02.40.430.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047297,Barðastaðir 63,Breyting úti,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að sameina tvær bílskúrshurðir í eina og hækka um  15 cm. og koma fyrir heitum potti á norðurhlið hússins á lóð nr. 63 við Barðastaði. Samþykki Gunnars Guðmundssonar, Barðastöðum 65, fyrir staðsetningu á heitum potti dags. 3. mars 2014 og umsögn burðarvirkshönnuðar dags. 17 mars 2014 fylgir erindinu. Gjald kr. 9.500"
47381 (01.15.441.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047381,Barónsstígur 5,Gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja svalir á suðausturhlið og innrétta gistiheimili í rými 0201 á annarri hæð hússins á lóðinni nr. 5 við Barónsstíg. Fyrirspurnarerindi sama efnis sem fékk jákvæða afgreiðslu byggingarfulltrúa þann 25. febrúar 2014 fylgir erindinu. Samþykki meðeigenda fyrir rekstri gistiheimilis (ódags.) fylgir erindinu. Gjald kr. 9.500
47229 (01.15.441.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047229,Barónsstígur 5,Breyta 0302 í íbúð,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að byggja svalir úr stofu og  innrétta íbúð í rými 0302 í íbúðar- og atvinnuhúsi á lóð nr. 5 við Barónsstíg. Erindi fylgir fyrirspurn sem fékk jákvæðar undirtektir dags. 25. september 2012 og fundargerð húsfélags dags. 8. apríl 2014. Gjald kr. 9.500
47519 (01.13.630.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047519,Bárugata 11,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á áður gerðum breytingum á erindi BN044083, að hækka lyftukvist um 25 cm, sýna eldvarnarmerkingar á lyftu, fellistiga, útloftun þakrýmis og fella út endurbyggingu reykháfs á húsi nr. 11 við Bárugötu. Gjald kr. 9.500"
47427 (01.22.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047427,Borgartún 18,"Breyting við aðalinngang, útigeymsla o.fl.",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN046872 þannig að 1. hæð er endurinnréttuð að fullu, í kjallara er öryggisgeymsla stækkuð, biðsvæði breytt, byggt er utan um hraðbanka að norðanverðu, komið er fyrir kaldri útigeymslu/ sorp á suðvestur horni úr léttum byggingarefnum á húsinu á lóð nr. 18 við Borgartún. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 11. apríl 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 11. apríl 2014. Stækkun: 20,9 ferm., 83,6 rúmm. Gjald kr. 9.500"
47531 (01.21.910.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047531,Borgartún 33,Brunastigi - breyting 3.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á þegar framkvæmdum breytingum (reyndarteikningum) sem felast í að breyta brunastiga á norð-vestur horni í hringstiga og breyta tannlæknastofu á 3. hæð í skrifstofurými í húsi á lóð nr. 33 við Borgartún. Gjald kr. 9.500
47432 (02.57.580.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047432,Bæjarflöt 10,Reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um áður gerða breytingar sem fela í sér millipall fyrir kaffistofu starfsmanna og búningsaðstöðu og gert er grein fyrir rými 0001 sem er inntaksrými í atvinnuhúsnæðinu á lóð nr. 10 við Bæjarflöt.  Stækkun:  Stækkun: millipalls er 81,6 ferm.  Gjald kr. 9.500"
