nr,url,heimilisfang,tegund,nidurstada,spurning
48647 (01.14.040.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048647,Austurstræti 10A,4.hæð - Íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta skrifstofum á 4. hæð í íbúð og gera innbyggðar svalir á íbúðar- og atvinnuhús á lóð nr. 10A við Austurstræti. Gjald kr. 9.500
48613 (01.14.040.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048613,Austurstræti 8-10,Breyting inni - Br. BN048441,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til að stækka veitingastað í rými 0102, sem verður í flokki III og minnka veitingastað í rými 0103, sem verður í fl. I, samsvarandi á 1. hæð í húsi á lóð nr. 8-10 við Austurstræti. Breyting á ný samþykktu erindi BN048441 sem samþykkt var 11 nóv. 2014. Gjald kr. 9.500"
48664 (04.60.350.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048664,Álfab. 12-16/Þönglab.,Stöðuleyfi fyrir skólastofu / flugeldasala,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010.,"Sótt er um stöðuleyfi fyrir færanlega skólastofu til flugeldasölu frá 24.12. 2014 - 2.1. 2015 á lóð Álfabakka 12-16 Þönglabakka í Mjódd, en fer þá á lóð nr. 22-30 við Stórhöfða. Meðfylgjandi er bréf dags. 20.11. 2014 frá Svæðisfélaginu Mjódd, þar sem flugeldasalan er samþykkt á lóð félagsins í Mjódd og bréf frá Skiptum hf. dags. 19.11. 2014 þar sem stöðuleyfi er veitt á lóð nr. 22-30 við Stórhöfða. Gjald kr. 9.500"
48557 (01.26.300.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048557,Ármúli 9,Breytingar - BN047780,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til breyta áður samþykktu erindi BN047780, útliti svala og glugga er breytt, einnig þakkanti og innra skipulagi á öllum hæðum og byggður stoðveggur út frá húsi á lóð nr. 9 við Ármúla. Hætt er við erindi BN048073 sem er í fresti. Stækkun: 16,0 ferm., 41,6 rúmm.  Gjald kr. 9.500 + 9.500"
48267 (01.19.300.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048267,>Barónsstígur 45A,Viðbygging,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að byggja útisundlaug,  8,5*25 metra, með nýju anddyri, búningsaðstöðu og tæknirými, með heitum pottum, vaðlaug og rennibraut við núverandi Sundhöll Reykjavíkur á lóð nr. 45a við Barónsstíg. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. desember 2014 fylgir erindinu, einnig brunahönnun frá Verkís dags. í september 2014. Stækkun:  1.388,2 ferm., 5.583,4 rúmm. Gjald kr. 9.500"
48644 (04.06.500.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048644,Bíldshöfði 18,Neyðarútgangur og brunastigi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir neyðarútgangi á 3 hæð með palli og hringstiga út úr húsi á lóð nr. 18 við Bíldshöfða. Gjald kr. 9.500
48627 (01.85.410.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048627,Bjarmaland  9-15,15 - Yfirbygging á porti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja yfir inngarð og breyta innra skipulagi í einbýlishúsi nr. 15 á lóð nr. 9-15 við Bjarmaland. Erindi fylgir samþykki meðlóðarhafa áritað á uppdrátt. Stækkun:  11,5 ferm., 313,7 rúmm? Gjald kr. 9.500"
48567 (01.71.310.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048567,Blönduhlíð 28-30,30 - Hjóla- og bílageymslu,Frestað. Vísað til athugasemda á umsóknarblaði. Vísað til umsagnar skipulagsfulltrúa dags. 12. desember 2014.,"Sótt er um leyfi til að byggja staðsteypta hjóla- og bílageymslu fyrir parhús nr. 30 á lóð nr.  28 - 30 við Blönduhlíð. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. desember 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 12. desember 2014. Bréf frá umsækjanda dags. 23. nóvember 2014 og samþykki frá Hamrahlíð 13, Blönduhlíð 26 og 28 fylgir. Stærð hjóla- og bílageymslu: 47,5 ferm.,  142,5 rúmm. Gjald kr. 9.500"
48494 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048494,Borgartún  35,Breyta eignahluta - 5.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að fjölga eignarhlutum á 5. hæð úr einum í tvo eignarhluta og að geymsla í kjallara rými 0009 tilheyrir eignahulta 0505 í húsinu nr. 35 á lóð nr. 35 til 37 við Borgatúni. Gjald kr. 9.500
48576 (01.80.440.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048576,Brekkugerði 8,Stækka eldhús,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja steinsteypta viðbyggingu til norðurs þannig að eldhúsið stækkar í húsi á lóð nr. 8 við Brekkugerði. Útskrift úr gerðabók embættisafgreiðslufundar skipulagafulltrúa frá 12. desember 2014 fylgir erindinu. Erindi var grenndarkynnt frá 12. desember til og með 9. janúar 2014, en þar sem samþykki hagsmundaraðila barst 6. desember 2014 er erindi nú lagt fram að nýju. Samþykki frá lóðarhöfum Brekkugerðis nr. 6, nr. 10,  nr. 12 og 16 dags. 25. nóvember fylgjr erindi. Stækkun:  12,9 ferm., 40,9 rúmm.  Gjald kr. 9.500"
