nr,url,heimilisfang,tegund,nidurstada,spurning
47661 (01.52.240.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047661,Aflagrandi  17,Milliloft og þakgluggar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir þremur nýjum þakgluggum, þar af eitt hliðarhengt björgunarop og gerð er grein fyrir millilofti í húsinu nr. 17 á lóð nr. 15-19 við Aflagranda. Samþykki meðeigenda dags. 5. maí 2014 fylgir. Stækkun millilofts: 22,8 ferm.  Gjald kr. 9.500"
47262 (00.00.000.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047262,Almannadalur 1-7,5 - Svalir á gafl,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að koma fyrir svölum á suðurgafli hesthúss nr. 5 á lóð nr. 1 -7 við Almannadal.  Samþykki meðeigenda dags. 3. apríl 2014 fylgir. Gjald kr. 9.500 + 9.500
47235 (32.16.110.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047235,Arnarholt,Heilsuhótel,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta gististað í flokki IV, teg. a, hótel, fyrir 20 gesti,  þar sem áður var sjúkrahús í Arnarholti á Kjalarnesi. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. mars 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 7. mars 2014. Gjald kr. 9.500"
47640 (04.68.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047640,Asparfell 2-12,Gluggar - breyta opnanlegum fögum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta opnanlegum gluggum og fögum á austur - og suðurhlið hússins nr. 2, 4, og 6 á lóð nr. 2-12 við Æsufell. Bréf frá hönnuði dags. 6. maí 2014 og bréf frá aðalfundi húsfélagsins dags.28 apríl 2014 fylgir. Gjald kr. 9.500"
47626 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047626,Austurbakki 2,Fjölnota rými kjallara áK2,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta fjölnotarými í kjallara K2 og K1, WE/W10-W12, mhl. 01, fyrir 120 gesti í Hörpu tónlistarhúsi á lóð nr. 2 við Austurbakka. Meðfylgjandi er bréf arkitekts dags. 29. apríl 2014. Gjald kr. 9.500"
47319 (01.26.420.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047319,Ármúli 23,Breyting inni,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til að innrétta rými fyrir íþróttastarfsemi, koma fyrir búningsklefa, móttöku og gestasvæði og inngangshurð í stað útkeyrsluhurðar á austurhlið og gerð er grein fyrir áður gerðum millipalli í mhl. 03 í rými 0001 í húsinu á lóð nr. 23 við Ármúla. Fyrirspurn BN045757  dags. 19. mars 2013 fylgir erindi. Greinagerð um brunavarnir dags. 04. mars 2014, tölvupóstur frá stjórnarmanni húsfélags dags. 28. mars. 2014 og samþykki meðeigenda ódagsett fylgja erindi. Stækkun, millipallur:  105,6 ferm. Gjald kr. 9.500 + 9.500"
47611 (04.06.410.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047611,Bíldshöfði 12,"Breyting - sorpskýli, álklæðning sbr. BN046708",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta áður samþykktu erindi, BN046708, þannig að sorpskýli er fært að lóðamörkum, álklæðning á norðurhlið er minnkuð ásamt breytingu á fyrirkomulagi í eldhúsi í húsinu á lóð nr. 12 við Bíldshöfða. Samþykki meðeigenda og eiganda aðliggjandi lóðar Bíldshöfða  nr. 10 fylgir erindi. Gjald kr. 9.500"
47632 (01.70.421.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047632,Blönduhlíð 7,Reyndarteikning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á breyttum heitum herbergja í þakhæð sem er hluti íbúðar 0201  í fjölbýlishúsi á lóð nr. 7 við Blönduhlíð. Gjald kr. 9.500
47637 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047637,Borgartún  35-37,"35 - Fjölga séreignum, breytt skráningartafla",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN046815 þannig að  fjölgað er séreignum í mhl ??, geymsla 0001 er stækkuð og innra skipulagi er breytt á 2. og 5. hæð í húsinu á lóð nr. 35-37 við Borgartún. Gjald kr. 9.500"
47635 (01.21.810.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047635,Borgartún 25,Veitingastaður 1. hæð úr fl. I í fl. II,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að breyta flokkun veitingastaðar á 1. hæð úr flokki I í flokk II í húsi á lóð nr. 25 við Borgartún. Sjá erindi BN045815 Gjald kr. 9.500
