nr,url,heimilisfang,tegund,nidurstada,spurning
45521 (04.66.710.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045521,Austurberg 3,Eimbað með hvíldaraðstöðu,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja eimbað, hvíldaraðstöðu og útigeymslu við íþróttamiðstöð á lóð nr. 3 við Austurberg. Stærðir: 70 ferm., 208,5 rúmm. Gjald kr. 9.000 + 18.765"
45365 (01.24.200.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045365,Ásholt 2-42,Svalalokun,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja svalalokanir, ál- og glerkerfi með braut ofan og neðan í fjölbýlishúsinu nr. 2 á lóð nr. 2-42 við Ásholt. Jákvæð fyrirspurn BN044660 , fundagerð frá húsfélagsfundi dags. 24 apríl 2013 og tölvupóstur frá formanni Húsfélgs Ásholt fylgir. Stærðir B- rýma í 200,8 ferm. og rúmm. 502 brúttó - svalalokanir. Gjald 8.500 + 45.180"
45547 (01.18.621.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045547,Baldursgata 30,Matshl.02 íbúð -2. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta íbúð í húsnæði sem skráð er vörugeymsla á annarri hæð í matshluta 02 á lóðinni nr. 30 við Baldursgötu. Gjald kr. 9.000
45520 (01.17.020.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045520,Bankastræti 6,Stigi - tvær íbúðir 3. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir stiga milli 1. og 2. hæðar og til að innrétta tvær íbúðir á 3. hæð íbúðar- og atvinnuhúss á lóð nr. 6 við Bankastræti. Gjald kr. 9.000
39315 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039315,Bíldshöfði 9,Gaskútageymsla,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja geymslu til að geyma gaskúta, utan á atvinnuhúsið á lóð nr. 9 við Bíldshöfða. Bréf frá hönnuði dags. 22. nóv. 2012 og Bréf frá N1 dags. 27.jan. 2012  samþykki meðeigenda ódags. fylgja.  Stækkun: 17,9 ferm og 46,8 rúm. Gjöld kr. 7.300 + 8.500 + 3.978"
45534 (04.64.230.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045534,Blikahólar  2-12,Breyting inni - 301,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að taka hluta burðarveggjar, setja stálbita í staðinn og stækka þar með gat milli stofu og eldhúss í íbúð 301 í fjölbýlishúsi á lóð nr. 12 við Blikahóla. Meðfylgjandi er bréf frá burðarvirkishönnuði dagsett 31.1. 2013. Gjald kr. 9.000"
45491 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045491,Borgartún 8-16,H1 - Skrifstofur - rými 402 og 501,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta skrifstofurými fyrir 178 starfsstöðum í bæði lokuðum og opnum skrifstofurýmum og framreiðslueldhús fyrir stafsmenn í rými 0402 og 0501 í Höfðatún 2 Höfðatorg H1 á lóð nr. 8-16 við Borgartún. Gjald kr. 9.000
45133 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045133,Borgartún 8-16,Fjölga eignum í Höfðatorgi,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa vegna eldvarna. Skilyrt er að eignaskiptayfirlýsingu verði þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um að fjölga eignum á Höfðatorgi samkvæmt meðfylgjandi töflu á lóð nr. 8-16 við Borgartún. Eignirnar verða: Eign 01 0101 - B1 - Borgartún 12-14 Eign 03 0101 - H1 - Turninn/Höfðatún 2 Eign 04 0101 - Fyrirhuguð hótelbygging, reitur S2 í deiliskipulagi. Eign 05 0101 - mhl.05 (Höfðatún 12), mhl. 06 (Höfðatún 12A) og mhl. 07 (Skúlagata 63). Eign 02 0101 - bílakjallari og lóð verða sameign þessara fjögurra eigna. Erindi fylgir bréf arkitekts dags. 7. nóvember, minnisblað vegna brunahönnunar dags. 4. desember 2012. Gjald kr. 8.500"
45554 (01.55.301.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045554,Fálkagata 30,Vinnustofa,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að innrétta vinnustofu listamanna í bílgeymslu og nefna 30B á baklóð húss nr. 30 við Fálkagötu. Erindi fylgir samþykki meðeigenda á lóð áritað á uppdrátt og bréf umsækjanda ásamt þinglýstum kaupsamningi dags. 12. ágúst 1993. Gjald kr. 9.000
45536 (01.13.341.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045536,Framnesvegur 44,Endurnýjun - BN038787,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að endurnýja erindið BN038787 samþykkt 25. nóv. 2008, þar sem sótt var um að breyta verslun og vörugeymslum á 1. hæð og í kjallara í íbúð sbr. fyrirspurn BN033690 dags. 4.4.2006 í húsi á lóð nr. 44 við Framnesveg. Gjald kr. 9.000"
