nr,url,heimilisfang,tegund,nidurstada,spurning
43043 (01.13.650.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043043,Aðalstræti 12,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta loftræsilögnum í kjallara og á 1. hæð og endurnýja loftstokka utanhúss og breyta ræstigeymslu í kjallara í veitingahúsi á lóð nr. 12 við Aðalstræti. Gjald kr. 8.000
43044 (04.94.330.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043044,Akrasel 18,utanhússklæðning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að klæða að utan með tvenns konar álklæðningu og einangra með 50 mm steinull sem fest er á ál-undirkerfi einbýlishúsið á lóð nr. 18 við Akrasel. Umsögn burðarvirkshönnuðar fylgir dags. 17. maí 2011. Gjald kr. 8.000
43041 (04.73.280.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043041,Bjallavað 7-11,nr. 11 reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum sbr. BN032693 dags. 19. okt. 2005 þar sem lagfært er útlit, eldvarnamerkingar og sorpskýli í fjölbýlishúsinu nr. 11 á lóð nr. 7-11. Gjald kr. 8.000"
43039 (04.73.280.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043039,Bjallavað 7-11,nr. 9  reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum sbr. BN032621 dags. 11. okt. 2005 þar sem lagfært er útlit, eldvarnamerkingar og sorpskýli í fjölbýlishúsinu nr. 9 á lóð nr. 7-11. Gjald kr. 8.000"
43038 (04.73.280.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043038,Bjallavað 7-11,nr. 7 reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum sbr. BN031873 dags. 11. okt. 2005 þar sem lagfært er útlit, eldvarnamerkingar og sorpskýli í fjölbýlishúsinu nr. 7 á lóð nr. 7-11. Gjald kr. 8.000"
42913 (01.18.621.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042913,Bragagata 33A,fjölga íbúðum,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að breyta innréttingum og búa til sér íbúð í þakhæð fjölbýlishússins á lóð nr 33A við Bragagötu. Jákvæð fyrirspurn  BN042802 dags. 5. apríl 2011 fylgir erindi, einnig samþykki meðeiganda dags. 14. apríl. Gjald kr. 8.000"
42993 (01.34.331.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042993,Bugðulækur 17,endurnýja handrið,Frestað. Með vísan til umsagnar skipulagsstjóra er mögulegt að samþykkja svalir á bílskúrsþaki í samræmi við meðsenda skissu. Sjá að öðru leyti umsögn skipulagsstjóra.,"Sótt er um leyfi til að endurnýja óleyfishandrið, sbr. erindi BN041643 sem synjað var, á þaki bílskúrs á lóð nr. 17 við Bugðulæk. Meðfylgjandi er bréf eigenda ódagsett og samþykki meðeigenda dags. 8. maí 2011 Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 20. maí 2011 fylgir erindinu ásamt fyrri umsögn skipulagsstjóra dags. 25. febrúar 2011 Gjald kr. 8.000"
43024 (01.45.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043024,Dugguvogur 2,rífa  iðnaðarhúsnæði,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að rífa og fjarlægja tveggja hæða iðnaðarhús, sem byggt var 1959, landnr. 105605, mhl. 1 á lóð nr. 2 við Dugguvog. Stærðir niðurrifs 180 ferm., 463 rúmm. Gjald kr. 8.000"
43014 (01.46.340.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043014,Fákafen 9,breytingar innanhúss,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingahús í flokki II fyrir 100 gesti í  rými 0102 í húsi á lóð nr. 9 við Fákafen. Erindi fylgir umboð eiganda dags. 11. maí 2011. Gjald kr. 8.000
42975 (01.63.660.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042975,Fossagata 3,reyndarteikningar viðbygging BN038701,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Orkuveita Reykjavíkur getur fallist á að eitt horn nýbyggingar falli inn í kvöð um ræsi, sem er á lóðinni, enda tryggi húsbyggjandi að undirstöður hússins raski ekki legu ræsisins. Húseigandi skal gera Orkuveitu Reykjavíkur (fráveitu) grein fyrir hvernig hann hyggst standa að framkvæmdum. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um samþykki á reyndarteikningum þar sem gert er grein fyrir að húsið er 10 cm mjórra en sýnt er á teikningum á lóð nr. 3 við Fossagötu sbr. BN038701 dags. 11. maí 2010 . Minnkun: 2,8 ferm., 6,8 rúmm.  Gjald kr. 8.000"
