nr,url,heimilisfang,tegund,nidurstada,spurning
43044 (04.94.330.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043044,Akrasel 18,utanhússklæðning,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að klæða að utan með tvenns konar álklæðningu og einangra með 50 mm steinull sem fest er á ál-undirkerfi einbýlishúsið á lóð nr. 18 við Akrasel. Ljósmynd og prufa af bárujárni fylgir  Umsögn burðarvirkshönnuðar fylgir dags. 17. maí 2011. Gjald kr. 8.000
42834 (01.14.040.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042834,Austurstræti 12,breyting inni/úti,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Allur frágangur á svæði útiveitinga er á ábyrgð umsækjanda og ber honum að sjá til þess að allt rusl sé þrifið jafnóðum og fjarlægt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um breyttan gestafjölda innanhúss og um leyfi fyrir útiveitingum bæði við Austurstræti og Vallarstræti í veitingastað á 1. hæð í húsi á lóð nr. 12 við Austurstræti. Umsögn skrifstofu gatna- og eignaumsýslu fylgir erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 29. apríl 2011 og umsögn skipulagsstjóra dags. 27. apríl 2011, fylgja málinu. Gjald kr. 8.000"
43128 (01.43.200.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043128,Álfheimar 11 og 11A,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum vegna gerðar eignarskiptasamnings af fjölbýlishúsinu  á lóð nr. 11 við Álfheimum. Stækkun vindfang: XX ferm., XX rúmm.  Gjald kr. 8.000 + XX"
40827 (04.05.560.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040827,Bíldshöfði 5A,áður gerð kæligeymsla,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi fyrir áður viðbyggðri kæligeymslu við vesturvegg á atvinnuhúsinu á lóð nr. 5A við Bíldshöfða. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 8. janúar 2010 og umsögn skipulagsstjóra dags. 7. janúar 2010 fylgja erindinu. Bréf frá hönnuði dags. 19. apríl 2011 fylgir. Stækkun: 6,3 ferm og 14,1 rúmm. Gjald kr. 7.700 + 8.000 + 8.000 + 1.086"
43130 (01.85.440.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043130,Bjarmaland 10-16,nr. 14 breytingar úti,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til að byggja stoðvegg á á lóðamörkum til samræmis við nýsamþykktan stoðvegg að Bjarmalandi 20 og færa sorpgeymslu til innan lóðar sbr. erindi BN042496 við einbýlishús nr. 14 á lóð nr. 10-16 við Bjarmaland. Gjald kr. 8.000
43126 (02.84.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043126,Dalhús 2,endurbyggja eimbað,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að endurbyggja og stækka eimbað og geymslu við sundlaug íþróttamiðstöðvar Grafarvogs á lóð nr. 2 við Dalhús. Stærðir, núverandi bygging: 29,4 ferm., 80,6 rúmm. Stækkun: 23,2 ferm., 80,7 rúmm. Samtals: 52,6 ferm., 161,3 rúmm. Gjald kr. 8.000 + 6.456"
43150 (08.1-.--6.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043150,Elliðavatnsblettur 35,endurnýja erindi BN41636,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að  endurnýja erindið  BN041636 dags. 8. júní 2010 þar sem  endurnýjað  erindið BN039691 dags. 9. júní 2009 þar sem byggja á nýtt þak og klæða að utan með lóðréttri viðarklæðningu og koma fyrir rotþró við sumarhúsið á lóð nr. 35 við Elliðavatnsblett.  Einnig er gerð grein fyrir bátaskýli á sömu lóð. Gjald kr. 8.000
43014 (01.46.340.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043014,Fákafen 9,breytingar innanhúss,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingahús í flokki II fyrir 100 gesti í  rými 0102 í húsi á lóð nr. 9 við Fákafen. Erindi fylgir umboð eiganda dags. 11. maí 2011. Gjald kr. 8.000 + 8.000
43140 (01.11.500.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043140,Grandagarður 15-37,nr. 35 breytt starfsemi,Frestað. Vísað til athugasemda á umsóknarblaði. Athugasemdum leigjenda í Grandagarði 33 og 37 vísað til umsagnar heilbrigðiseftirlits.,"Sótt er um leyfi til að innrétta fiskvinnslu í verbúð nr. 35 á lóð nr. 15-37 við Grandagarð. Erindi fylgir umsögn Húsafriðunarnefndar dags. 13. maí 2011, bréf Faxaflóahafna dags. 12. maí 2011 og mótmæli leigjenda í Grandagarði 33 og 37 dags. 30. maí 2011. Gjald kr. 8.000"
43093 (01.13.651.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043093,Grjótagata 4,breyting á klæðningum,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta tegund hluta klæðningar í herbergjum sbr. erindið BN042574 dags. 8. feb. 2011 í húsinu á lóð nr. 4 við Grjótagötu. Gjald 8.000
43046 (05.11.410.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043046,Haukdælabraut 100,breytingar einbýlishús BN041454,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að stækka þakkant, fella niður útitröppur og breyta innra fyrirkomulagi í einbýlishúsi, sjá erindi BN041454, á lóð nr. 100 við Haukdælabraut. Gjald kr. 8.000"
43006 (05.11.350.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043006,Haukdælabraut 102,breytingar úti og inni,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka þakkant, fella niður útitröppur og breyta innra fyrirkomulagi í einbýlishúsi, sjá erindi BN041379, á lóð nr. 102 við Haukdælabraut. Gjald kr. 8.000"
42713 (04.67.440.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042713,Hólaberg 84,fjölbýlishús 49 íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja steinsteypt fjölbýlishús með 49 þjónustuíbúðum fyrir aldraða, þrjár til fjórar hæðir með bílgeymslu á jarðhæð fyrir 37 bíla á lóð nr. 84 við Hólaberg. Meðfylgjandi er bréf arkitekts dags. 7.4. 2011. Stærð  mhl. 02:  Bílgeymsla 1.174 ferm., 3.646,3 rúmm. Mhl. 01 íbúðir:  1. hæð 919,3 ferm., 2. hæð 1.676,7 ferm., 3. hæð 1.213,2 ferm., 4. hæð 421,6 ferm. B-rými 1.419,3 ferm. Mhl. 01 samtals:  4.229,8 ferm., 13.328,1 rúmm. Gjald kr. 8.000 + 8.000 + 1.066.248"
