nr,url,heimilisfang,tegund,nidurstada,spurning
51214 (01.17.010.1 05),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051214,Amtmannsstígur 1,Borð úti og 6 stólar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja pall framan við inngang og koma fyrir borðum til útiveitinga við veitingahúsið Torfuna á lóð nr. 1 við Amtmannsstíg. Gjald kr. 10.100
51186 (01.18.444.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051186,Baldursgata 7A,Skipta íbúð 0201 í tvær eignir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja svalir á norðurhlið, breyta innra skipulagi og innrétta tvær íbúðir á 2. hæð fjölbýlishúss á lóð nr. 7A við Baldursgötu. Erindi fylgir jákvæð fyrirspurn sama efnis , BN05062 dags. 22. mars 2016. Gjald kr. 10.100"
51131 (01.19.310.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051131,Barónsstígur 47,Gistiheimili - 2.hæð að hluta,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta hluta annarrar hæðar úr skrifstofurými í gististað í notkunarflokki 4, sömuleiðis setustofu á 1. hæð og bæta við flóttaleið og hringstiga á milli 1. og 2. hæðar þannig að úr verður gististaður í flokki V, teg. gistiheimili fyrir samtals 152 gesti í Heilsuverndarstöðinni á lóð nr. 47 við Barónsstíg. Jafnframt er erindi BN050930 dregið til baka. Meðfylgjandi er umsögn Minjastofnunar Íslands dags. 23.5. 2016 og umsögn burðarvirkishönnuðar dags. 12. maí 2016. Gjald kr. 10.100"
51235 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051235,Borgartún 8-16A,"Breyting á BN049912, nýbyggingu H2 og G2",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta erindi BN049912, klæðning og gluggasetning breytist ásamt því að burðarvirki og brunavarnir eru uppfærðar í verslunar- og skrifstofuhúsinu H2 á lóð nr. 8-16 við Borgartún.  Erindi fylgir uppfærð brunahönnunarskýrsla frá EFLU dags. í júní 2016. Gjald kr. 10.100"
51196 (01.24.120.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051196,Brautarholt 4-4A,Breyta iðnaðarhúsnæði í íbúðarhúsnæði,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja einnar hæðar viðbyggingu á baklóð, stækka glugga og koma fyrir svölum á báðar hliðar, koma fyrir lyftu og innrétta 13 íbúðir á 1. - 3. hæð atvinnuhúss nr. 4, mhl. 01 á lóð nr.4-4A við Brautarholt. Gjald kr. 10.100"
51055 (01.22.210.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051055,Bríetartún 6,Kvistur - 0401,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja kvist á þakíbúð 0401, sbr. samþykkt erindi 794/89 dags. 31.8. 1989 í fjölbýlishúsi á lóð nr. 6 Við Bríetartún. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 10. júní 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 10. júní 2016. Meðfylgjandi er samþykki meðeigenda. Stækkun 7 ferm., 22,3 rúmm. Gjald kr. 10.100"
51154 (04.03.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051154,Eirhöfði 2-4,Breyting á núverandi húsi - viðbygging stækkun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta núverandi límtréshúsi og byggja við það stálgrindarhús til að koma fyrir hjólbarðaverkstæði og koma fyrir millilofti í suðvesturhorni sem nota á undir skrifstofur hússins á lóð nr. 2 til 4 við Eirhöfða. Stækkun við byggingu mhl. 01:   1.160,0 ferm., 6.615,6 rúmm. B rými 8,5 ferm., XX rúmm. Olíu-  og sandskilja mhl.02 stærð 4,2 ferm., 12,5 rúmm.   Gjald kr. 10.100"
51245 (04.35.150.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051245,Fagribær 13,"Breyta vegg, burðarþoli",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að fjarlægja burðarvegg í einbýlishúsi á lóð nr. 13 við Fagrabæ.  Umsögn burðarvirkishönnuðar dags. 31. maí 2016 fylgir erindinu.  Gjald kr. 10.100
51242 (01.46.340.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051242,Fákafen 9,Reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Það athugist að um er að ræða samþykkt á áður gerðri framkvæmd  sem gerð var án byggingarleyfis. Óvissa kann því að vera um  uppbyggingu og útfærslu framkvæmdar. Hvorki er skráð  verktrygging á verkið né ábyrðaraðilar. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum breytingum í rými 0102, sjá erindi BN044033, v/lokaúttektar í húsinu á lóð nr. 9 við Fákafen. Gjald kr. 10.100"
51237 (04.37.221.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051237,Fjarðarás 10,Viðbygging,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja viðbyggingu vestan við einbýlishús á lóð nr. 10 við Fjarðarás. Stækkun:  39,7 ferm., 111,4 rúmm. Gjald kr. 10.100"
