nr,url,heimilisfang,tegund,nidurstada,spurning
51513 (01.26.400.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051513,Ármúli 17,Breyta skrifstofuhúsnæði í gististað fl. II B,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að breyta skrifstofuhúsnæði á 2. hæð  í gistiheimili í fl. II B í húsinu á lóð nr. 17 við Ármúla.  Grein brunahönnuðar dags. 9. ágúst 2016, samþykki meðeigenda húss á teikningum A4 ódags. fylgir.  Gjald kr. 10.100"
51507 (01.16.201.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051507,Ásvallagata 18,Garðhýsi,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja nýtt garðhýsi (geymslu), breyta útitröppum samhliða endurnýjun, lækka yfirborð lóðar til samræmis við aðliggjandi lóðir og reisa steypta veggi, bæði á lóðamörkum og innan lóðar, á lóð nr. 18 við Ásvallagötu. Samþykki lóðarhafa á aðliggjandi lóðum fylgir erindi. Gjald. kr. 10.100"
51169 (01.18.021.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051169,Bergstaðastræti 12A og 12B,Viðbygging við nr.12A og 12B,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við norður- og austurhlið húss nr. 12B mhl. 03, byggja lyftustokk utan á vesturhlið húss nr. 12A  mhl. 01 og endurnýja steinbæinn Brennu nr. 12, mhl. 02 og innrétta sem íbúð skv. samþykktu deiliskipulagi dags. 30. mars 2015 fyrir hús á lóð nr 12 við Bergstaðastræti. Meðfylgjandi er staðfesting burðarvirkjahönnuðar dags. 17. maí 2016, mat á sambrunahættu dags. 25. maí 2016, umsögn Minjastofnunar Íslands dags. 10. desember 2015 og svar sömu stofnunar ódagsett. Staðfesting á stærðarbreytingum dags. 10.6. 2016. Einnig ný umsögn Minjastofnunar dags. 15. júní 2016. Bréf hönnuðar dags. 10.6. 2016. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 1. júlí 2016 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 1. júlí 2016.  Stærðir samtals : Stækkun 40,2 ferm., /minnkun 121,7 rúmm. Gjald kr. 10.100"
51055 (01.22.210.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051055,Bríetartún 6,Kvistur - 0401,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja kvist á þakíbúð 0401 í fjölbýlishúsi á lóð nr. 6 Við Bríetartún. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 10. júní 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 10. júní 2016. Meðfylgjandi er samþykki meðeigenda. Stækkun 7 ferm., 22,3 rúmm. Gjald kr. 10.100"
51448 (01.82.630.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051448,Byggðarendi 16,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áðurgerðum breytingum sem felast í innréttingu íbúðar í kjallara og nýtingu á áður óútgröfnu rými í kjallara í einbýlishúsi á lóð nr. 16 við Byggðarenda. Stækkun: A-rými x ferm., x rúmm.  Gjald kr. 10.100"
51499 (02.46.720.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051499,Fossaleynir 8,Breyting á áður samþ. BN051102,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi  til að breyta áður samþykktu erindi BN051102 þannig að breyting er á staðsetningu á olíu- og sandskilju á lóð nr. 8 við Fossaleynir.  Gjald kr. 10.100
51256 (02.69.380.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051256,Freyjubrunnur 33,Fjölbýlishús,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja steinsteypt 7 íbúða fjölbýlishús með bílgeymslu fyrir 5 bíla á lóð nr. 33 við Freyjubrunn. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. ágúst 2016 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 13. júlí 2016.  Nýjir uppdrættir dags. 26.07 2016 og 03.08 2016 með hliðsjón af umsögn skipulagsfulltrúa. Stærðir: A-rými:  767,6 ferm., 2.511,5 rúmm.  B-rými: 182,3 ferm., 356,7 rúmm. C-rými 111,8 ferm. Gjald kr. 10.100."
51401 (01.18.420.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051401,Freyjugata 9,Svalaskýli - efstu hæð,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja svalaskýli á tvennar svalir á efstu hæð fjölbýlishússins á lóðinni nr. 9 við Freyjugötu. Meðfylgjandi er samþykki meðeigenda, ódagsett. Stækkun B-rými x ferm., x rúmm. Gjald kr. 10.100"
51475 (01.18.341.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051475,Fríkirkjuvegur 11,Breyting á aðgengi,"Frestað. Vísað til athugasemda á umsóknarblaði.

Nikulás Úlfar Másson vék af fundi við afgreiðslu málsins. Óskar Torfi Þorvaldsson tók sæti undir þessum lið.",Sótt er um leyfi til að breyta áður samþykktu erindi BN049604 sem felst í breytingu á aðgengi að kjallara við sunnanvert húsið á lóð nr. 11 við Fríkirkjuveg. Sjá ennfremur erindi BN050726. Bréf hönnuða um ábyrgðasvið dags. 05.08.2016 fylgir erindi. Gjald kr. 10.100
51423 (05.11.370.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051423,Gissurargata 5,Einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja staðsteypt tveggja hæða einbýlishús með innbyggðri bílageymslu á lóð nr. 5 við Gissurargötu.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. ágúst 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 12. ágúst 2016. Stærðir húss eru XX ferm. og XX rúmm.  Gjald kr. 10.100
