nr,url,heimilisfang,tegund,nidurstada,spurning
51257 (04.41.4-6.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051257,3.Gata v/Rauðavatn 4,Niðurrif,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að rífa sumarbústað á lóð nr. 4 við Götu við Rauðavatn. Gjald kr. 10.100
51259 (04.41.4-7.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051259,Aðalbraut 3,Niðurrif,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að rífa sumarbústað á lóð nr. 3 við Aðalbraut við Rauðavatn. Gjald kr. 10.100
51288,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051288,Árskógar 1-3,Fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tvö steinsteypt 26 íbúða fjölbýlishús, fjórar hæðir og léttbyggða, inndregna 5. hæð og bílgeymslu fyrir 40 bíla á lóð nr. 1-3 við Árskóga. Stærð A-rými:  xx ferm., xx rúmm. B-rými:  xx ferm., mxx rúmm. C-rými:  xx ferm. Gjald kr. 10.100"
51342,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051342,Árskógar 1-3,Takmarkað byggingarleyfi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um takmarkað byggingarleyfi vegna jarðvinnu fyrir 26 íbúða fjölbýlishús ásamt bílgeymslu á lóðinni nr. 1-3 við Árskóga sbr. erindi BN051288.
51186 (01.18.444.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051186,Baldursgata 7A,Skipta íbúð 0201 í tvær eignir,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu.  Vísað til uppdrátta nr. 101 dags. 30. maí 2016.,"Sótt er um leyfi til að byggja svalir á norðurhlið, breyta innra skipulagi og innrétta tvær íbúðir á 2. hæð fjölbýlishúss á lóð nr. 7A við Baldursgötu. Erindi fylgir jákvæð fyrirspurn sama efnis , BN05062 dags. 22. mars 2016 og samþykki meðeigenda dags. 27. febrúar 2016. Gjald kr. 10.100"
51241 (01.18.441.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051241,Bergstaðastræti 29,Raunteikningar,Synjað. Samræmist ekki byggingarreglugerð nr.160 / 2010.,"Sótt er um leyfi fyrir áðurgerðri íbúð í kjallara, þrátt fyrir ónóga lofthæð, ásamt áðurgerðum geymsluskúr á lóð, og til vara að kjallari verði séreign, í húsi nr. 29 við Bergstaðastræti. Meðfylgjandi eru gögn um tilvist íbúðar frá Rafmagnsveitu Reykjavíkur frá 1953 og 1972. Gjald kr. 10.100"
51287 (01.18.440.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051287,Bergstaðastræti 37,Reyndarteikningar - úttekt á eldvörnum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þegar gerðra breytinga á brunahönnun á Hótel Holti á lóð nr. 37 við Bergstaðastræti. Meðfylgjandi er Brunahönnunarskýrsla, unnin af Gunnari H. Kristjánssyni, dagsett 14.06.2016. Gjald kr. 10.100"
51258 (05.11.--9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051258,Biskupsgata 40,Niðurrif,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að rífa veiðihús, geymslu, aðgerðarhús, veitingatjald, geymslugáma og bryggju á lóð nr. 40 við Biskupsgötu. Stærðir niðurrifs, fastanr. 223-3398 Mhl. 02, merkt 0101, veiðihús 77,8 ferm.  Mhl. 03 merkt geymsla, 9 ferm. Mhl. 04 merkt aðgerðahús 9,2 ferm. Mhl. 05 merkt veitingatjald 84,3 ferm. Mhl. 06 merkt 0101 geymslugámur 14,4 ferm. Gjald kr. 10.100"
51020 (01.88.931.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051020,Bleikargróf 6,Fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tveggja hæða fjölbýlishús með fjórum íbúðum, steinsteypt, einangrað að utan og klætt múr, flísum og timbri á lóð nr. 6 við Bleikargróf. Stærð A-rými:  463,8 ferm., 1.431 rúmm. B-rými:  46,2 ferm., 129,5 rúmm. Gjald kr. 10.100"
50750 (01.21.620.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050750,Borgartún 3,Breyting inni - 1.hæð vesturhluti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum breytingum á innra skipulagi, að innrétta veitingastað í flokki II, tegund C, fyrir 24 gesti á 1. hæð, vesturenda, sbr. nýsamþykkt erindi BN050702, í húsi á lóð nr. 3 við Borgartún. Meðfylgjandi er bréf BE Eigna fags. 14.6. 2016. Gjald kr. 10.100"
50996 (01.35.050.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050996,Brúnavegur 3-5,Reyndarteikningar - breytingar BN049724,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN049724 þannig að vegna vinnslu eignaskiptayfirlýsingar kom í ljós villa í teikningum varðandi bílskúr, voru veggir sem skiptu upp tvöföldum bílskúr ranglega staðsettir  á lóð nr. 3-5 við Brúnaveg.  Erindi fylgir samþykki eigenda bílskúrs 02-0101 ódagsett. Gjald kr. 10.100"
