nr,url,heimilisfang,tegund,nidurstada,spurning
51803 (01.14.110.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051803,Alþingisreitur,Kirkjustræti 8b - hækka stigahús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að hækka stigahús milli Kirkjustrætis 8B og 10 sbr. deiliskipulagsbreytingu dags. 19.8. 2016 og sem þjóna mun sem inngangur á 3. hæð og sem flóttaleið í húsi á lóð nr. 8B við Kirkjustræti. Meðfylgjandi er umsögn Minjastofnunar Íslands dags. 21.9. 2016. Stærðir, breytingar, xx ferm. og xx rúmm. brúttó. Gjald kr. 10.100"
51998 (01.14.040.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051998,Austurstræti 14,Breytingar 1.hæð og kjallara - Kaffi París,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi kaffihúss sem felst í að nýta hurð á austurhlið sem aðalinngang, gera nýtt eldhús á 1. hæð og breyta innréttingum í sal, ásamt breytingum á gestasnyrtingum, eldhúsi og starfsmannaaðstöðu í kjallara í húsi á lóð nr. 14 við Austurstræti. Gjald kr. 10.100"
51995 (01.14.041.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051995,Austurv Thorvaldsenss,Skilti á gafl Aðalstræti 11,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að setja upp 10,5/8 metra auglýsingaskilti á norðurgafl húss á lóð nr. 11 við Aðalstræti. Gjald kr. 10.100"
51976 (01.67.311.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051976,Bauganes 39,Stækka anddyri - 00-01 og 00-02,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja við anddyri beggja íbúða á neðri hæð í fjölbýlishúsi á lóð nr. 39 við Bauganes. Stækkun A-rými 11,4 ferm., 30,8 rúmm. Samþykki meðeigenda dags. 17.11.2016 fylgir erindi. Gjald kr. 10.100"
51317 (00.01.930.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051317,Brautarholt 5 173345,Kjúklinga- og eggjabú,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að breyta svínabúi í kjúklinga- og eggjabú í húsi á lóð nr. 5 við Brautarholt Kjalarnesi. Stækkun 35,7 ferm., 135,7 rúmm. Samþykki eiganda dags. 20.07.2016 fylgir erindi. Gjald kr. 10.100."
51990 (01.36.730.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051990,Engjateigur 17-19,17 - Innréttingar og fjölgun vaska,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að innrétta fótaaðgerðastofu í rými 0105, þar sem helstu breytingar eru fjölgun vaska í húsinu á lóð nr. 17 við Engjateig.  Gjald kr. 10.100"
51923 (01.08.650.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051923,Fiskislóð 37B,Skrifstofu- verslunar- og lagerhúsnæði,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja staðsteypt 4. hæða skrifstofu- verslunar og lagerhúsnæði á lóð nr. 37B við Fiskislóð. Skýrsla brunahönnuðar dags. 1 nóv. 2016 og varmatapsútreiningar dags. 21 nóv. 2016 fylgir erindinu.  Stærð hús:  A rými  1. hæð 847,0 ferm., 3.248,0 rúmm. 2. hæð 576,9 ferm., 1.863,5 rúmm. 3. hæð 576,9 ferm., 1922,8 rúmm. 4. hæð 367,8 ferm., 1.315,1 ferm.  Samtals. 2.368,6 ferm.  Rúmm með botn samtals 8.523,4 rúmm.  B rými 347,4 ferm og XX rúmm.  Samtals A og B: 2.716 ferm og XX rúmm.  Gjald kr. 10.100"
51996 (01.13.410.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051996,Framnesvegur 11,11A - Fjarlægja burðarvegg - hurð út í garð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjarlægja burðarvegg  á milli eldhúss og stofu á fyrstu hæð, síkka glugga á bakhlið og koma fyrir hurð með þrepum út í garð á húsinu á lóð nr. 11A við Framnesvegi.  Fyrirspurn BN051900 fylgir erindinu.  Gjald kr. 10.100"
51960 (01.82.440.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051960,Garðsendi 9,Svalir - 1.hæð,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að byggja svalir á 1. hæð með tröppur niður í garð við fjöleignarhús á lóð nr. 9 við Garðsenda. Samþykki meðeigenda ódags. fylgir erindi. Gjald kr. 10.100
51993 (04.30.240.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051993,Grjótháls 1-3,Opið skýli,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja opið skýli fyrir úrgang til endurvinnslu við stoðvegg á austur lóðamörkum við hús á lóð nr. 1-3 við Grjótháls. Stækkun: B-rými 45,4 ferm., 156,6 rúmm. Gjald kr. 10.100"
