nr,url,heimilisfang,tegund,nidurstada,spurning
51803 (01.14.110.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051803,Alþingisreitur,Kirkjustræti 8b - hækka stigahús,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að hækka stigahús milli Kirkjustrætis 8B og 10 sbr. deiliskipulagsbreytingu dags. 19.8. 2016 og sem þjóna mun sem inngangur á 3. hæð og sem flóttaleið í húsi á lóð nr. 8B við Kirkjustræti. Meðfylgjandi er umsögn Minjastofnunar Íslands dags. 21.9. 2016. Stærðir, breytingar, 11,8 ferm. og 106,5 rúmm. brúttó. Gjald kr. 10.100"
51998 (01.14.040.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051998,Austurstræti 14,Breytingar 1.hæð og kjallara - Kaffi París,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta innra skipulagi kaffihúss sem felst í að nýta hurð á austurhlið sem aðalinngang, gera nýtt eldhús á 1. hæð og breyta innréttingum í sal, ásamt breytingum á gestasnyrtingum, eldhúsi og starfsmannaaðstöðu í kjallara í húsi á lóð nr. 14 við Austurstræti. Gjald kr. 10.100"
51995 (01.14.041.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051995,Austurvöllur/ Thorvaldsenss,Skilti á gafl Aðalstræti 11,Synjað. Með vísan til umsagnar skipulagsfulltrúa dags. 9. desember 2016.,"Sótt er um leyfi til að setja upp 10,5/8 metra auglýsingaskilti á norðurgafl húss á lóð nr. 11 við Aðalstræti. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. desember 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 9. desember 2016. Gjald kr. 10.100"
51531 (01.16.220.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051531,Ásvallagata 27,Endurnýja þak og byggja tvo kvisti,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja tvo kvisti samhliða endurnýjun á þaki, ásamt veggsvölum á bakhlið á 1. og 2. hæð og rishæð í fjölbýlishúsi á lóð nr. 27 við Ásvallagötu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 26. ágúst 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 26. ágúst 2016. Stækkun A-rými 0 ferm., x rúmm. Gjald kr. 10.100"
51954 (01.17.120.2 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051954,Bankastræti 14,"Byggja yfir svalir - 4,hæð",Frestað. Erindið er til umfjöllunar hjá skipulagsfulltrúa.,"Sótt er um leyfi til að byggja yfir svalir á 4. hæð til suðurs í fjöleignarhúsi á lóð nr. 14 við Bankastræti. Stækkun A-rými x ferm., x rúmm. Lögð er fram umsögn skipulagsfulltrúa dags. 18.11.2011 við fsp BN0110410. Samþykki meðeigenda dags. 01.10.2016 fylgir erindi. Bréf arkitekts dags. 14.11.2016 fylgir erindi. Gjald kr. 10.100"
52047 (01.17.421.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052047,Barónsstígur 18,Breytt innra fyrirkomulag,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum sem felast í því að stigi milli kjallara og 1. hæðar hefur verið fjarlægður og íbúð breytt í tvær gistiíbúðir í notkunarflokki 4 í húsi á lóð nr. 18 við Barónsstíg. Gjald kr. 10.100
51984 (01.82.401.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051984,Básendi 12,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á þegar gerðum breytingum, sem felast í að þaki var breytt í upphafi sem og gluggum, á sjöunda áratugnum var innréttuð íbúð í kjallara og múrkerfi og einangrun seinna bætt á fjölbýlishúsið á lóð nr. 12 við Básenda. Meðfylgjandi er bréf arkitekts dags.. 15.11. 2016. Gjald kr. 10.100"
52079 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052079,Bíldshöfði 9,"Heilsugæsla, líkamsræktarstöð o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra fyrirkomulagi á 1. og 2. hæð og innrétta heilsugæslu ásamt heilsutengdri verslun og þjónustu auk líkamsræktar, í húsi á lóð nr. 9 við Bíldshöfða. Stærðir A-rými x ferm., 0 rúmm. Samþykki eiganda dags. 27.09.2016 fylgir erindi ásamt bréfi arkitekts dags. 06.12.2016. Lögð er fram umsögn skipulagsfulltrúa dags. 14.10.2016 við fyrirspurn BN051741. Gjald kr. 10.100"
51990 (01.36.730.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051990,Engjateigur 17-19,17 - Innréttingar og fjölgun vaska,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta fótaaðgerðastofu í rými 0105, þar sem helstu breytingar eru fjölgun vaska í húsinu á lóð nr. 17 við Engjateig.  Gjald kr. 10.100"
50829 (01.37.220.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050829,Engjavegur 7,Stöðuleyfi fyrir þrjú hús og tjald,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um stöðuleyfi fyrir hús fyrir snyrtingar, miða- og veitingahús, fréttamannaskýli ásamt tjaldi fyrir íþróttaiðkendur við Valbjarnarvöll fyrir knattspyrnutímabilið 2017 við gervigrasvöllinn í Laugardal á lóð nr. 7 við Engjaveg. Erindi fylgir bréf íþróttastjóra Þróttar ódags. Gjald kr. 10.100"
51969 (01.08.950.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051969,Fiskislóð 1,"Millipallur, breyt skyggni sí svalir, flóttastiga, stiga innan og lyftu",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að stækka millipall, koma fyrir lyftu og rúllustiga sem tengir 1. hæð við millipall, færa aðalinngang, bæta við hurð úr nýju verslunarrými, gluggum á 2. hæð austurhlið, breyta skyggni í svalir og koma fyrir flóttastiga frá þeim og flóttastiga frá norðvesturhlið og koma fyrir veitingastað í flokki II, tegund kaffihús fyrir 70 gesti í húsi  á lóð nr. 1 við Fiskislóð . Umsögn burðarvirkishönnuðar fylgir erindinu dags. 29. nóv. 2016 Greinargerð hönnuðar dags. 15. nóvember 2016 fylgir með erindi. Stækkun millipalls: 844,7 ferm. Gjald kr. 10.100"
52098 (01.17.210.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052098,Frakkastígur 8,takmarkað byggingarleyfi,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.","Sótt er um takmarkað byggingarleyfi vegna uppsteypu á veggjum og plötu yfir kjallara í 4. áf. á lóðinni nr. 8 við Frakkastíg, Frakkastígsreit."
51475 (01.18.341.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051475,Fríkirkjuvegur 11,Breyting á aðgengi,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.

Nikulás Úlfar Másson vék af fundi við afgreiðslu málsins","Sótt er um leyfi til að breyta áður samþykktu erindi BN049604 sem felst í breytingu á aðgengi að kjallara við sunnanvert húsið á lóð nr. 11 við Fríkirkjuveg. Erindi var grenndarkynnt frá 18. október til og með 15. nóvember 2016. Eftirtaldir aðilar sendu athugasemdir: Sigrún Valdimarsdóttir, Valdimar Helgason og H. Walter Schmitz dags. 12. nóvember 2016. Einnig er lögð fram umsögn skipulagsfulltrúa, dags. 24. nóvember 2016. Sjá ennfremur erindi BN050726. Bréf hönnuða um ábyrgðasvið dags. 05.08.2016 fylgir erindi. Gjald kr. 10.100"
52081 (01.17.422.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052081,Grettisgata 53B,Svalir - 1. hæð,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að setja svalir á íbúð 0101 og 0102 í mhl. 01 sem er fimm íbúða hús á lóð nr. 53B við Grettisgötu . Gjald kr. 10.100
51993 (04.30.240.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051993,Grjótháls 1-3,Opið skýli,Frestað. Vísað til athugasemda á umsóknarblaði og umsagnar skipulagsfulltrúa dags. 8. desember 2016.,"Sótt er um leyfi til að byggja opið skýli fyrir úrgang til endurvinnslu við stoðvegg á austur lóðamörkum við hús á lóð nr. 1-3 við Grjótháls. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. desember 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 8. desember 2016. Stækkun: B-rými 45,4 ferm., 156,6 rúmm. Gjald kr. 10.100"
51821 (01.17.410.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051821,Hverfisgata 100B,Svalir,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að byggja tvennar stálsvalir með eldþolnum botni á íbúðir á 2. og 3. hæð í fjölbýlishúsi  lóð nr. 100B við Hverfisgötu. Gjald kr. 10.100
52059 (01.17.100.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052059,Hverfisgata 20,Breyting inni sbr. BN050832,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að breyta erindi BN050832 þar sem hætt er við eldhús og í staðinn gerð bjórgeymsla á 1. hæð í húsinu á lóð nr. 20 við Hverfisgötu.  Bréf frá hönnuði dags. 5. des. 2016 fylgir erindi. Gjald kr. 10.100
