nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
52733 (01.11.980.1),BN052733,Austurbakki 2,Stækkun bílakjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja þann hluta bílakjallara sem liggur undir Reykjastræti og tengir kjallarann undir Geirsgötu og kjallara Hörpunnar og fjölgar bílastæðum um 236 á lóð nr. 2 við Austurbakka.  Stækkun mhl. 15:  3.829,4 ferm., 15.364,9 rúmm."
52739 (01.16.220.8),BN052739,Ásvallagata 21,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um breytingar á erindi BN039413 vegna lokaúttektar sem felast í því að hætt er við þakglugga yfir stiga, stigi er brattari vegna burðarbita og salerni og sturtu er komið fyrir undir súð auk þess sem gert er ráð fyrir heitum potti á svölum í húsi á lóð nr. 21 við Ásvallagötu.  Samþykki meðeigenda áritað á teikningu fylgir erindi.  Gjald kr. 11.000"
52687 (01.18.441.0),BN052687,Bergstaðastræti 33B,Viðbygging og breyting í gististað,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að breyta notkunarflokki húss í flokk 4 og fyrir áður gerðum breytingum m.a. viðbyggingu og innra skipulagi rishæðar í húsinu á lóð nr. 33 B við Bergstaðastræti.   Gjald kr. 11.000
52501 (01.18.530.6),BN052501,Bergstaðastræti 52,Uppfæra brunahönnun,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta brunavörnum í kjallara húss á lóð nr. 52 við Bergstaðastræti.  Gjald kr. 11.000
52726 (01.19.700.5),BN052726,Bergstaðastræti 68,Klæðning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að klæða suðausturhlið með loftaðri álklæðningu í húsi á lóð nr. 68 við Bergstaðastræti.  Gjald kr. 11.000
52599 (01.21.910.2 01),BN052599,Borgartún 37,Reyndarteikn. v/lokaúttektar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN050272 v/lokaúttektar, þannig að lagfærðar eru merkingar í kjallara skrifstofuhúss á lóð nr. 37 á lóð nr. 35-37 við Borgartún.  Gjald kr. 11.000"
52552 (01.22.010.5),BN052552,Borgartún 8-16A,H1 - Katrínartún 2 - Reyndarteikningar - 4.-19.hæð,"Samþykkt. Samræmist ákvæðum laga nr. 160/2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins. Þinglýsa skal yfirlýsingu, áritaðri um samþykki forvarnarsviðs SHS varðandi eignarhald og rekstur öryggiskerfa, sbr. bréf forvarnarsviðs SHS dags. 11. júní 2007.","Sótt er um samþykki fyrir breytingum á erindi BN035574, hæðir 14-18, um er að ræða minni háttar breytingar á brunamerkingum vegna lokaúttektar í húsi á lóð nr. 2 við Katrínartún.  Brunahönnunarskýrsla dags. 14. mars 2017 og bréf hönnuðar dags. 4. og 18. apríl 2017 fylgja erindi.  Gjald kr. 11.000"
52493 (01.18.662.9),BN052493,Bragagata 38A,Útiveitingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um breytingu á erindi BN048356 sem felst í því að koma fyrir útiveitingasvæði fyrir 20 manns við hús á lóð nr. 38A við Bragagötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 24. mars fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 24. mars 2017.   Gjald kr. 11.000"
52766 (01.70.222.2),BN052766,Drápuhlíð 19,Breyting á sameign,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi í kjallara og breytingum á eignamörkum vegna gerðar eignaskiptayfirlýsingar í húsi á lóð nr. 19 við Drápuhlíð.  Gjald kr. 11.000
52641 (01.54.511.3),BN052641,Dunhagi 18-20,Ofanábygging - viðbygging- fjölgun íbúða,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjölga hæðum úr 3. í 4. hæðir, byggja viðbyggingu við fyrstu hæð og kjallara, minnka íbúðir og  fjölga  úr ? í ?, koma fyrir hjólastólalyftu utan á húsið og rífa niður bílskúra sem eru á lóðinni nr. 18 - 20 við Dunhaga.  Niðurrif bílskúra XX ferm., XX rúmm.   Stækkun viðbyggingu og 4 hæð : XX ferm., XX rúmm.   Gjald kr. 11.000"
