nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
52169 (01.11.980.1),BN052169,Austurbakki 2,"Hótel, Breyting á BN050485",Frestað. Með vísan í umsögn skipulagsfulltrúa dags. 23. febrúar 2017.,"Sótt er um leyfi til að breyta erindi BN050485, um er að ræða stækkun tæknirýma í neðri kjallara, minni háttar breytingar á útliti og innra skipulagi allra hæða og stækkun 7. hæðar hótels á lóð nr. 2 við Austurbakka.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 24. febrúar 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 23. febrúar 2017.  Erindi fylgja greinargerðir um algilda hönnun dags. 22. desember 2016, um eldvarnir dags. 22 desember 2016, um hljóðvist dags. 14. desember 2016 og  um hávaðadreifingu frá hafnarstarfsemi í Reykjavík dags. í september 2015.  Stækkun, mhl. 06:  xx ferm., xx rúmm.  Mhl. 11:  xx ferm., xx rúmm.  Mhl. 10:  xx ferm., xx rúmm.  Gjald kr. 10.100"
52443 (01.43.430.1),BN052443,Álfheimar 74,Reyndarteikningar af gistiheimili,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um breytingar á áður samþykktu erindi BN047124 sem felast í því að felldar eru út 2 hurðir og brunaskilgreiningu breytt á hurð að aðalstigahúsi í húsi á lóð nr. 74 við Álfheima.  Gjald kr. 11.000
52432 (01.13.930.6),BN052432,Ásvallagata 63,Breyta í tvær íbúðir - 0101 og 0201,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að aðskilja á ný áður sameinaðar íbúðir 0101 og 0201 og skipta þeim í tvö fastanúmer í húsi á lóð nr. 63 við Ásvallagötu.  Samþykki meðeigenda dags. 14.02.2017 fylgir erindi.  Gjald kr. 11.000
52396 (01.17.010.1),BN052396,Bankastræti 2,Breyting á BN052045,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um breytingu á erindi BN052045 sem felst í því að opnað er úr veitingastað yfir í rými við Skólastræti sem áður var skrifstofurými, ræsting eldhúss, bar, snyrtingar og búningsherbergi færð, ræsting fyrir sali efri hæða gerð undir stiga á neðri hæð og flóttaleiðum breytt, auk þess sem óskað er eftir undanþágu frá ákvæði 6.8.4 í byggingarreglugerð um fjölda salerna, í húsi á lóð nr. 2 við Bankastræti.  Bréf arkitekts dags. 14.02.2017 fylgir erindi ásamt greinargerð brunahönnuðar dags. 14.02.2017.  Gjald kr. 11.000"
52126 (01.14.311.1),BN052126,Bjarkargata 12,Endurbætur eldvarna v/heimagistingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum breytingum, m.a. innrétta íbúðarrými sem áður var geymsla og eldhús, innrétta þvottahús í kjallara og breyta innra skipulagi 1. og 2. hæðar vegna eldvarna í einbýlishúsi á lóð nr. 12 við Bjarkargötu.   Gjald kr. 10.100 + 11.000"
52361 (01.22.100.1),BN052361,Borgartún 18,Flóttastigi o.fl,Frestað. Er til umfjöllunar hjá skipulagsfulltrúa.,Sótt er um leyfi til að byggja flóttastiga á suðurhlið og til að breyta innra skipulagi og fjölga starfsstöðvum á 2. og 3. hæð verslunar- og skrifstofuhúss á lóð nr. 18 við Borgartún.  Gjald kr. 11.000
52428 (01.23.000.2),BN052428,Borgartún 26,Veitingastaður 1.hæð - 0103,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingastað í flokki II fyrir 55 gesti í rými 0103 í húsi á lóð nr. 26 við Borgartún.  Gjald kr. 11.000
52372 (01.34.9-9.9),BN052372,Borgartún 41,Niðurrif,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til niðurrifs á  matshlutum 01, 04, 05, 08 og 10 á lóð nr. 41 við Borgartún.  Niðurrif:  Fastanr. 201-7209 mhl. 01 mrkt. 0101 442,0 ferm., 2.466,0 rúmm.  Fastanr. 201-7209 mhl. 04 mrkt. 0101 317,0 ferm., 1.595,0 rúmm.  Fastanr. 201-7209 mhl. 05 mrkt. 0101 317,0 ferm., 1.595,0 rúmm.  Fastanr. 201-7209 mhl. 10 mrkt. 0101 2.478,0 ferm., 10.231,0 rúmm.  Gjald kr. 11.000"
52229 (01.22.010.7),BN052229,Borgartún 8-16A,"BK5 - Stækkun -3 - bílaþvottastöð, BN047805",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að stækka bílakjallara og innrétta bílaþvottastöð, sjá erindi BN047805, en við það fækkar bílastæðum um fjögur í bílageymslu á lóð nr. 8-16A við Borgartún.  Erindi fylgja upplýsingar um  efni sem notuð verða og yfirlýsing Höfðahótels ehf. og Höfðatorgs ehf dags. 16. febrúar 2017.  Stækkun:  200 ferm., 708 rúmm.  Gjald kr. 11.000"
52228 (01.85.010.1),BN052228,Efstaland 26,3.hæð - -Gistiheimili fl.2,Frestað. Vísað til athugasemda eldvarnareftirlits á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir öðrum flóttastiga frá svölum og innrétta gististað í flokki II, teg. gistiheimili fyrir 40 gesti í 20 herbergjum á 3. hæð verslunar- og skrifstofuhúss á lóð nr. 26 við Efstaland.  Lögð er fram umsögn skipulagsfulltrúa dags. 6. maí 2015.  Gjald kr. 11.000"
