nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
45193 (01.63.050.2),BN045193,Aragata 15,Stækka sorpgeymslu og br. þaki bílskúrs,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til að breyta áður samþykktu erindi BN043742 þannig að sorpgeymsla sem er staðsett inni í bílskúr er stækkuð við það færist hurðarop á framhlið bílskúrs og þak á bílskúr verður gert einhalla að húsi á lóð nr. 15 við Aragötu.  Gjald kr. 8.500
45030 (01.14.021.0),BN045030,Austurstræti 9,Breytingar 2. hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að breyta innra skipulagi í veitingasal og innrétta bar og kaffihús án matsölu í flokki III fyrir 120 gesti á 2. hæð í húsi á lóð nr. 9 við Austurstræti.  Gjald kr. 8.500 + 8.500
45138 (01.18.632.1),BN045138,Baldursgata 32,Fjölbýlishús - sjö íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja úr steinsteypu, einangrað að innan og með bárujárnsklæddu timburþaki fjögurra hæða og sjö íbúða fjölbýlishús á lóð nr. 32 við Baldursgötu.  Sótt er um undanþágu frá nýrri byggingarreglugerð sbr. gr. 17.1.2 ákvæði til bráðabirgða.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 9. nóvember 2012 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 9. nóvember 2012.  Stærðir:  1. hæð 145 ferm., 2. hæð 140,8 ferm., 3. hæð 111,4 ferm., 4. hæð 55,3 ferm.  Samtals 452,6 ferm., 1.351,3 rúmm.  Gjald kr. 8.500 + 114.861"
45139 (01.18.632.2),BN045139,Baldursgata 34,Fjölbýlishús - þrjár íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja úr steinsteypu, einangrað að innan og með bárujárnsklæddu timburþaki þriggja hæða og þriggja íbúða fjölbýlishús með undirgangi á lóð nr. 34 við Baldursgötu.  Sótt er um undanþágu frá nýrri byggingarreglugerð sbr. gr. 17.1.2 ákvæði til bráðabirgða.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 9. nóvember 2012 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 9. nóvember 2012.  Stærðir:  1. hæð 54,3 ferm., 2. hæð 63,4 ferm., 3. hæð 37,6 ferm.  Samtals 155,3 ferm., 504,3 rúmm.  B-rými 13,4 ferm.  Gjald kr. 8.500 + 42.865"
45198 (01.17.421.3),BN045198,Barónsstígur 16,Garðskáli - áður gert,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um samþykkt á reyndarteikningu þar sem gerð er grein fyrir áður gerðu gróðurhúsi á lóð nr. 16 við Barónsstíg.  Stærð: 18,7 ferm., og 50,9 rúmm.  Gjald kr. 8.500 + 4.326"
45145 (01.67.300.7),BN045145,Bauganes 25A,Breytingar úti og inni,Frestað. Vísað til athugasemda á umsóknarblaði og umsagnar skipulagsstjóra dags. 9. nóvember 2012.,"Sótt er um leyfi til að stækka íbúð 1. hæðar inn í bílskúr, byggja svalir og stækka íbúð  2. hæðar útyfir þak, endurnýja ytra byrði og styrkja burðarviði húss á lóð nr. 25A við Bauganes.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 9. nóvember 2012 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 9. nóvember 2012.  Jákvæð fyrirspurn BN044715 fyrir stækkun efri hæðar.  Stækkun: XX ferm. XX rúmm.  Gjald kr. 8.500 + XXX"
44180 (01.70.421.6),BN044180,Blönduhlíð 9,Bílskúr,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja steinsteyptan bílskúr í norðvesturhorni lóðar fjölbýlishúss á lóð nr. 9 við Blönduhlíð.  Erindið var grenndarkynnt frá 1. júní til og með 29. júní 2012 og samþykkt af skipulagsráði sem vísaði því til fullnaðarafgreiðslu byggingarfulltrúa.  Erindi fylgja fsp. BN044040, BN043234, BN040455 og BN039742 og samþykki meðeigenda áritað á uppdrátt sem dagsettur er 13. október 2011, breytt 10. maí 2012.  Stærð:  35,8 ferm., 112,3 rúmm.  Gjald kr. 8.500 + 9.546"
45135 (01.22.010.7),BN045135,Borgartún 8-16,"Bílakjallari, reyndarteikning",Frestað. Vísað til athugasemda á umsóknarblaði. Að athugasemdum uppfylltum verður málinu vísað til skipulagsstjóra.,Sótt er um samþykkt á reyndarteikningu af bílakjallara B1 og B2 og sótt um að bílastæðakrafa verði lækkuð úr 1/35 í 1/50 í B1 á lóð nr. 8-16 við Borgartún.  Gjald kr. 8.500
45133 (01.22.010.7),BN045133,Borgartún 8-16,Fjölga eignum í Höfðatorgi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um að fjölga eignum á Höfðatorgi samkvæmt meðfylgjandi töflu.  Eignirnar verða:  Eign 01 0101 - B1 - Borgartún 12-14  Eign 03 0101 - H1 - Turninn/Höfðatún 2  Eign 04 0101 - Fyrirhuguð hótelbygging  Eign 05 0101 - mhl.05 (Höfðatún 12), mhl. 06 (Höfðatún 12A) og mhl. 07 (Skúlagata 63).  (Meðfylgjandi er bréf arkitekts dags. 7.11. 2012 og minnisblað vegna brunahönnunar dags. 8.11. 2012).  Á lóðinni Borgartún 8-16."
45163 (01.18.310.7),BN045163,Bókhlöðustígur 2,"Stækkun kjallara, svalir",Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að stækka kjallara til austurs og innrétta í honum eldhús og veitingasal fyrir 40 gesti og veitingaflokk II en á hæðinni og undir risi er íbúð í húsinu sem byggt var 1882 á lóðinni nr. 2 við Bókhlöðustíg.  Meðfylgjandi er umsögn Minjasafns Reykjavíkur dags. 26.10. 2012 og Húsafriðunarnefndar dags. 29.10. 2012.  Stærðir: 365,4 ferm., 1.055,2 rúmm.  Stækkun: 62,8 ferm., 306,2 rúmm.  Gjald kr. 8.500 + 26.027"
