nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
44777 (01.13.650.2),BN044777,Aðalstræti 6,Endurnýjun á BN042097,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að endurnýja erindið BN042097 þar sem sótt var um að breyta innra fyrirkomulagi, þar sem sameign er minnkuð, rými 0701 er stækkað og sameinað í eina eign með 0702 á 7. hæð húss nr. 6 við Aðalstræti.  Gjald kr. 8.500"
44743 (01.18.121.1),BN044743,Baldursgata 39,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við og ofan á og innrétta gististað í flokki I, sjö íbúðareiningar í húsi á lóð nr. 39 við Baldursgötu.  Stækkun:  149,1 ferm., 428,4 rúmm.  Gjald kr. 8.500 + 36.414"
44775 (01.19.022.1),BN044775,Bergþórugata 15,Breyting inni,Frestað Vísað til athugasemdar eldvarnareftirlits.,"Sótt er um leyfi til breytinga innanhúss á eldhúsum og böðum og til endurnýjunar á þaki sbr. nýsamþykkt erindi BN044587 og til undanþágu frá byggingarreglugerð 112/2012, 6.-16. hluta fyrir fjölbýlishús á tveimur hæðum með kjallara og rishæð á lóð nr. 15 við Bergþórugötu.  Gjald kr. 8.500"
44780 (01.27.400.1),BN044780,Bólstaðarhlíð 20,færanleg kennslustofa,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010.,"Sótt er um leyfi til að flytja færanlega kennslustofu H-12B frá Norðlingaskóla og koma henni fyrir við Skóla Ísaks Jónssonar á lóðinni nr. 20 við Bólstaðarhlíð.   Stærð: Færanleg kennslustofa H-12B 57,7 ferm., 193,3 rúmm.  Gjald kr. 8.500 + 16.430"
44343 (04.03.430.2),BN044343,Breiðhöfði 11A,"Hækka gólf, breikka hurð o.fl.",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að hækka gólf úr steinsteypu, í hluta rýmis 0102 um 80 cm., breikka hurð  á austurhlið rýmisins og gera hurð á milli þvottaklefa og rýmis í húsinu á lóð nr. 11A við Breiðhöfða.   Umsögn burðarvirkishönnuðar dags. 25. maí 2012 fylgir.  Gjald kr. 8.500"
44709 (01.66.--9.9),BN044709,Flugvöllur 106748,Endurnýjun á niðurrifsheimild,"Frestað Erindinu vísað til umsagnar húsafriðunarnefndar, sbr. d. lið greinar nr. 2.4.1 í byggingarreglugerð 112/2012.","Sótt er um leyfi til að endurnýja erindi BN040452 þar sem leyft var að rífa gamlan bragga, landnúmer 106748 sem notaður hefur verið sem vélageymsla á  Reykjavíkurflugvelli.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 13. júlí 2012 ásamt umsögn skipulagsstjóra frá 12. júlí 2012 fylgja erindinu.  Niðurrif:  Mhl, 17 merktur 0101 vélageymsla, 374 ferm. 1543 rúmm.  Gjald kr. 8.500"
44767 (02.69.380.1),BN044767,Friggjarbrunnur 1,leiðrétt skráningartafla,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010.,Sótt er um leyfi til að breyta skráningartöflu sbr. erindið BN037800 þar sem einungis er verið að leiðrétta eignarhald svala á 1. hæð í húsinu á lóð nr. 1 við Friggjarbrunn.  Gjald kr. 8.500
44794 (02.69.351.1),BN044794,Friggjarbrunnur 23-25,nr. 25 - Aðskilið byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Vegna byggingarstjóraskipta er sótt um aðskilið  byggingarleyfi fyrir húsið nr. 25 á parhúsalóð nr. 23-25 við Friggjarbrunn.  Sbr. erindi BN036244, ""Nýtt parhús á tveimur hæðum"".  Gjald kr. 8.500"
44773 (02.85.700.5 02),BN044773,Frostafold 38,Svalalokun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að koma fyrir svalalokun úr hertu gleri á svölum íbúðar 0301 í húsi nr. 38 á lóðinni nr. 36-38 við Frostafold.  Samþykki nokkurra meðeigenda dags. 07.06.2012 fylgir erindinu.  Ný skráningartafla fylgir erindinu.  Stærð: glerskáli, rými 0303 7,2 ferm. og 19,4 rúmm.  Gjald kr. 8.500 + 1.649"
44702 (04.67.430.2),BN044702,Gerðuberg 3-5,Tengigangur,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja steinsteyptan tengigang milli menningarmiðstöðvarinnar Gerðubergi 3-5 og íbúðarhúss aldraðra Hólabergi 84 á lóð nr 3-5 við Gerðuberg.  Stækkun, 54,8 ferm., ferm., 169,8 rúmm.  Gjald kr. 8.500 + 14.433"
