nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
45193 (01.63.050.2),BN045193,Aragata 15,Stækka sorpgeymslu og br. þaki bílskúrs,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta áður samþykktu erindi, BN043742, þannig að sorpgeymsla sem er staðsett inni í bílskúr er stækkuð. Við það færist hurðarop á framhlið bílskúrs og þak á bílskúr verður gert einhalla að húsi á lóð nr. 15 við Aragötu.  [Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 16. nóvember 2012 fylgir erindinu.  Gjald kr. 8.500"
44048,BN044048,Arngrímsgata 5,Hús íslenskra fræða,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja ""Hús íslenskra fræða"", sporöskjulaga, þrjár hæðir og kjallari auk bílakjallara fyrir 60 bíla, staðsteypt og með veðurhjúp úr cortenstáli á lóð nr. 5 við Arngrímsgötu.  Stærð:  Kjallari 1.324,7 ferm., 1. hæð 1.967,4 ferm., 2. hæð 1.659,5 ferm., 3. hæð 1.538,1 ferm.  Samtals:  6.489,7 ferm., 28.065,3 rúmm.  Bílgeymsla (B-rými) 2.250 ferm.  Gjald kr. 8.500 + 2.385.551"
45198 (01.17.421.3),BN045198,Barónsstígur 16,Garðskáli - áður gert,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykkt á reyndarteikningu þar sem gerð er grein fyrir áður gerðu gróðurhúsi á lóð nr. 16 við Barónsstíg.  Stærð: 18,7 ferm., og 50,9 rúmm.  Gjald kr. 8.500 + 4.326"
39315 (04.06.200.1),BN039315,Bíldshöfði 9,Gaskútageymsla,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja geymslu til að geyma gaskúta, utan á atvinnuhúsið á lóð nr. 9 við Bíldshöfða.  Stækkun: XXX ferm og XXX rúm.  Gjöld kr. 7.300 + XXX"
45161 (01.81.831.4),BN045161,Bústaðavegur 79,Breyting inni,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að breyta innra fyrirkomulagi á 2. hæð í nýsamþykktu erindi, sjá BN044601 í fjölbýlishúsi á lóð nr. 79 við Bústaðaveg.  Gjald kr. 8.500"
45239 (01.37.730.1),BN045239,Engjavegur 6,Lagfæringar á reyndarteikningum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum nýs stigahúss sbr. BN043957 sem felast í tilfærslu á sorpgeymslu, EICS-30 hurð bætt við í kjallara, salerni 2. hæðar færð í sameign og uppfærslu á skráningartöflu í húsi á lóð nr. 6 við Engjaveg.  Gjald kr. 8.500"
45192 (01.08.950.2),BN045192,Fiskislóð 3,Anddyri o.fl.,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka anddyri verslunar til norðaustur sem nemur skyggni með léttri lokun sem er fyrir, flóttahurð á norðvestur er færð til, innri breytingar,  vatnsúðakerfi aðlagað breyttu fyrirkomulagi og afgirtu útisvæði er komið fyrir við móttökuhurð hússins á lóð nr. 3 við Fiskislóð.  Bréf frá hönnuði dags. 6. nóv. 2012. Umboð eiganda dags. 6. nóv. 2012. Skýrsla brunahönnuðar dags. 22. okt. 2012.  Stækkun: 16,9 ferm., 52,8 rúmm.  Gjald kr. 8.500 + 4.488"
45214 (01.62.--9.0),BN045214,Flugvöllur 106643,Stöðuleyfi - gámur,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um stöðuleyfi fyrir skrifstofugám ca. 17.5 ferm. við flugskýli nr. 6  á Reykjavíkurflugvelli.  Stærð: XX ferm., XX rúmm.  Gjald kr 8.500 + XX"
45230 (01.11.730.9),BN045230,Geirsgata 9,Breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innréttingu í veitingasal á 1. hæð í húsi á lóð nr. 9 við Geirsgötu.  Gjald kr. 8.500
45236 (04.11.250.5),BN045236,Grænlandsleið 25,Sólskáli,Frestað. Vantar samþykki meðeigenda.,"Sótt er um leyfi til þess að byggja sólskála að suðurhlið annarrar hæðar tvíbýlishússins á lóðinni nr. 25 við Grænlandsleið.  Ný skráningartafla fylgir erindinu.   Stærð: Viðbygging, sólskáli 8.0 ferm. og 21,2 rúmm.  Gjald kr. 8.500 + 1.802"
