nr,url,heimilisfang,tegund,nidurstada,spurning
44585 (04.67.740.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044585,Austurberg  8-10,Klæða gafla,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að einangra og klæða með álplötum austur- og vesturgafl fjölbýlishússins á lóðinni nr. 8-10 við Austurberg. Bréf formanns húsfélags hússins dags. 01.06.2012 fylgir erindinu. Umsögn burðarvirkishönnuðar dags. 05.06.2012 fylgir erindinu. Gjald kr. 8.500
44598 (01.14.040.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044598,Austurstræti 12A,Útiveitingar,Synjað. Þegar er í gildi leyfi fyrir útiveitingum á lóðinni sbr. samanber samþykkt byggingarfulltrúa dags. 12. maí 2009.,Sótt er um leyfi fyrir útiveitingum fyrir 32 gesti á gangstétt Vallarstrætismegin við veitingahús á lóð nr. 12A við Austurstræti. Gjald kr. 8.500
43801 (01.14.021.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043801,Austurstræti 9,Breyting á gasgeymslu og fl.,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er umleyfi til lagfæringar á gasforðageymslu, tilfæringu á sorpi, kæliskápum og matvælavaski veitingastaðar á lóð nr. 9 við Austurstræti. Meðfylgjandi er samþykki húseigenda dags.28.11. 2011. Gjald kr. 8.000+ 8500"
44241 (01.18.632.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044241,Baldursgata 32,Fjölbýlishús,Frestað. Deiliskipulagsferli ólokið.,"Sótt er um leyfi til að byggja steinsteypt fjölbýlishús, þrjár hæðir og ris á kjallara með átta íbúðum á lóð nr. 32 við Baldursgötu. Stærð:  Kjallari 124 ferm., 1. 2. og 3. hæð 144,6 ferm., rishæð 96,7 ferm. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 8. júní 2012 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 19. mars 2012. Samtals:   569,9 ferm., 1.642,7 rúmm. Gjald kr. 8.500 + 139.630"
44239 (01.18.632.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044239,Baldursgata 34,Fjölbýlishús,Frestað. Deiliskipulagsferli ólokið.,"Sótt er um leyfi til að byggja steinsteypt fjölbýlishús, tvær hæðir og ris á kjallara með þremur íbúðum á lóð nr. 34 við Baldursgötu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 8. júní 2012 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 19. mars 2012. Stærð:  Kjallari 40,2 ferm., 1. hæð 47,2 ferm., 2.hæð 63,6 ferm., og rishæð 55,8 ferm.  B-rými 23,9 ferm. Samtals:   206,8 ferm., 592 rúmm. Gjald kr. 8.500 + 50.320"
44276 (01.17.020.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044276,Bankastræti 6,Íbúð 3. og 4. hæð - verönd 3. hæð,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að útbúa verönd á þaki 3. hæðar og samþykki fyrir núverandi fyrirkomulagi í íbúðar- og atvinnuhúsi á lóð nr. 6 við Bankastræti. Erindi fylgja yfirlýsing og samþykki meðeigenda dags. 15. og 29. febrúar 2012 og 16. maí 2012, virðingargjörð dags. 1. júní 1941, þinglýst umboð v/ 3. hæðar dags. 27. nóvember 2009 og jákv. fsp. um þaksvalir dags. 12. maí 2005. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 16.04.2012 fylgir erindinu. Gjald kr. 8.500"
44587 (01.19.022.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044587,Bergþórugata 15,"Kvistir, 3 íbúðir í stað 2",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja kvisti á þak og að íbúðarrými rishæðar verði eign íbúðar á annarri hæð. Ennfremur er sótt um að íbúð á fyrstu og annarri hæð verði aðskilin í tvær sjálfstæðar íbúðir (sbr. fyrirspurnarerindi BN044219 og BN044268). Því verða aftur þrjár íbúðir í stað tveggja í húsinu á lóðinni nr.15 við Bergþórugötu. Ný skráningartafla fylgir erindinu. Stærð: Húsið er nú skráð 228,3 ferm. og 673,0 rúmm. en verður eftir breytingu skráð 251.9 ferm. og 709,5 rúmm.  Stækkun: 23,6 ferm. og 36,5 rúmm. Gjald kr. 8.500 + 3.103"
44594 (01.70.421.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044594,Blönduhlíð 7,"Þakgluggar
",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að skipta út þremum þakgluggum fyrir stærri  og bæta við tveimur nýjum þakgluggum á norður og austurhlið fjölbýlishúsins á lóð nr. 7 við Blönduhlíð. Samþykki eigenda daga 11. júní 2012 fylgir erindinu. Gjald kr. 8.500
44572 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044572,Brúnavegur 13,Jökulgrunn 20 - byggja sólskála,Synjað. Samræmist ekki deiliskipulagi.,"Sótt er um leyfi til að byggja sólskála úr stöðluðum einingum með rennihurð og rennigluggum með öryggisgleri í þaki við raðhúsið Jökulgrunn 20 á lóð nr. 13 við Brúnaveg. Samþykki meðeigenda á fylgir ódags. Stækkun: 16,4 ferm., 38,9 rúmm. Gjald kr. 8.500 + 3.306"
44495 (01.70.222.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044495,Drápuhlíð 19,Svalir,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja svalir á íbúð í risi, 0301, ofan á þakplötu utan við stofuglugga auk breytinga á honum með uppsetningu á svalahurð á nr. 19 í fjölbýlishúsi á lóð nr. 19-21 við Drápuhlíð. Meðfylgjandi er samþykki eigenda dags. 2. maí 2012. Gjald kr. 8.500 + 8.500"
