nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
12792 (01.01.710.103),BN012792,Barmahlíð 38,Áður gerð íbúð,Samþykkt.,Sótt er um leyfi til að fá samþykkta íbúð í kjallara hússins á  lóðinni nr. 38 við Barmahlíð.  Gjald kr. 2.250.oo.
12732 (01.01.672.016),BN012732,Bauganes 1a,Niðurfell.byggingarleyf.bílsk.,Samþykkt.,Óskað er eftir niðurfellingu byggingarleyfis fyrir bílskúr og  vinnustofu á lóðinni nr. 1A við Bauganes.  Núverandi stærð hússins er 626 rúmmetrar.
12812 (01.01.218.001),BN012812,Borgartún 21,Reyndartekning,Samþykkt.,Sótt er um leyfi fyrir breytingum á innréttingum m.t.t. eldvarna  í húsinu á lóðinni nr. 21 við Borgartún.  Gjald kr. 2.250.oo.
12686 (01.02.355.501),BN012686,Breiðavík 2-4,Bæta við gluggum á göflum,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að breyta áður samþykktum teikningum  (gluggar á göflum, íbúðir ofl. á jarðhæð breytt úr 3. herbergja  í 4. herbergja og stigahúsi breytt) af húsinu á lóðinni nr. 2-4  við Breiðuvík.  Gjald kr. 2.250.oo."
12788 (01.01.366.402),BN012788,Engjateigur 1,"innra fyrirkomul., gluggar ofl",Samþykkt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðisnefndar.,"Sótt er um leyfi til að breyta innra fyrirkomulagi (innrétta  tónlistarskóla) og breyta gluggum, opnanleg fög og þakgluggum í  húsinu á lóðinni nr. 1 við Engjateig.  Gjald kr. 2.250.oo."
12734 (01.01.245.313),BN012734,Flókagata 45,Reiðhjólageymsla.,Samþykkt. Athygli umsækjanda er vakin á því að hurðir úr kjallaraíbúð í sameign uppfylla ekki ákvæði núgildandi brunamálareglugerðar.,Sótt er um leyfi fyrir breyttum innréttingum í húsinu á lóðinni  nr. 45 við Flókagötu.  Gjald kr. 2.250.oo.
12764 (01.04.674.301),BN012764,Gerðuberg 1,reisa timburskjólvegg,Samþykkt.,Sótt er um leyfi til að reisa skjólvegg úr timbri á lóðinni  nr. 1 við Gerðuberg.  Gjald kr. 2.250.oo.  Meðfylgjandi er samþykki meðeigenda dags. 30.07.1996.
12742 (01.01.295.407),BN012742,Grensásvegur 16a og síðumúli 37,kennslu og fundarstaða...,Samþykkt.,Sótt er um leyfi til að breyta innréttingu 3. hæðar og  niðurfellingu þakglugga í húsinu á lóðinni nr. 16A við  Grensásveg.  Gjald kr. 2.250.oo.
12795 (01.04.684.802),BN012795,Iðufell 14 verslun,Starfrækja lyfjaverslun,Samþykkt. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi til að innrétta lyfjaverslun í húsinu á lóðinni  nr. 14 við Iðufell.  Gjald kr. 2.250.oo.
12731 (01.01.350.103),BN012731,Kleppsvegur 56-60,setja svalahurð út úr stofu,Samþykkt.,Sótt er um leyfi til að gera hurð úr stofu út á svalir í íbúð á  3. h.t.h. í húsinu á lóðinni nr. 58 við Kleppsveg.  Gjald kr. 2.250.oo.
12759 (01.02.540.301),BN012759,Laufrimi 10-14,br.á skráningatöflu,"Frestað. Byggingarfulltrúi leggur til að húsnúmer verði: 10, 10A, 12, 12A, 14, 14A og 14B.",Sótt er um leyfi til að breyta skráningartöflu og húsnúmerum á  lóðinni nr. 10-14 við Laufrima.  Gjald kr. 2.250.oo.
12752 (01.01.151.502),BN012752,Lindargata 12,Breyting á atvinnuhúsnæði.,Frestað. Geymsla og baðherbergi í íbúð 0001 of lítil. Vantar skráningartöflu. Skoðist milli funda.,Sótt er um leyfi til að breyta atvinnuhúsnæði í tvær íbúðir á  lóðinni nr. 12 við Lindargötu.  Gjald kr. 2.250.oo.
12786 (01.01.720.201),BN012786,Miklabraut shell,breyting inni,Samþykkt. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innra skipulagi í húsinu á lóð  Skeljungs við Miklubraut.  Gjald kr. 2.250.oo.  Ennfremur lögð fram umsögn Vinnueftirlits ríkisins dags.  31.07.1996.
12791 (01.01.411.505),BN012791,Njörvasund 2,Viðbygging,Samþykkt.,"Sótt er um leyfi til að byggja yfir svalir úr timbri á lóðinni  nr. 2 við Njörvasund.  Stærð: 2. hæð 7,7 ferm., 19 rúmm.  Gjald kr. 2.250.oo + 428.oo.  Meðfylgjandi er samþykki eigenda Njörvasunds 1 og 4."
12787 (01.04.970.002),BN012787,"7"">Seljabraut 54",Grillveitingastaður.,"Frestað. Ítrekaðar fyrri bókanir hvað varðar: Samþykki meðeigenda, frágang á lóðarmörkum ásamt athugasemdum heilbrigðiseftirlits og eldvarnareftirlits.",Sótt er um leyfi til að innrétta grillveitingastað í  myndbandaleigu og setja útblástursrör vegna gufugleypis á  norðausturhlið og færa til hurð í gluggaopi í húsinu á lóðinni  nr. 54 við Seljabraut.  Gjald kr. 2.250.oo.
12698 (01.01.460.201),BN012698,Skeifan 7,setja upp skilti,Frestað.,Sótt er um leyfi til að setja upp skilti úr stáli á lóðinni nr.  7 við Skeifuna.  Gjald kr. 2.250.oo.
12753 (01.01.254.101),BN012753,Skipholt 50c,Innrétting á lyfjaverskun,Frestað. Leyft að byrja innanhúss. Vantar samþykki meðeigenda vegna breytinga utanhúss. Vantar F-30 dyr í stigahús.,Sótt er um leyfi til að innrétta lyfjaverslun og fyrir skiltum  við verslun á lóðinni nr. 50C við Skipholt.  Gjald kr. 2.250.oo.  Samþykki Vinnueftirlits ríkisins dags. 6. ágúst 1996 fylgir  erindinu.
12750 (01.01.181.004),BN012750,Skólavörðustígur 16,"breyting inni,",Samþykkt.,Sótt er um leyfi fyrir breyttum innréttingum í húsinu á lóðinni  nr. 16 við Skólavörðustíg.  Gjald kr. 2.250.oo.
12739 (01.01.421.001),BN012739,Skútuvogur 1,gluggi í stað vöruhurðar,Samþykkt.,Sótt er um leyfi til að breyta innkeyrsluhurð í glugga í húsinu  á lóðinni nr. 1 við Skútuvog.  Gjald kr. 2.250.oo.
12789 (01.01.84-.-93),BN012789,Sléttuvegur - fossvogsbl. 28,"br.á innr, í matsal",Samþykkt. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi til að breyta fyrirkomulagi á innréttingu í  matsal sjúkrahúss Reykjavíkur við Sléttuveg.  Gjald kr. 2.250.oo.
12733 (01.02.384.201),BN012733,Starengi 24-32,aðalt.í samræmi v/sérteikn.,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að breyta bílskúrum á lóðinni nr. 24-32  við Starengi í samræmi við sérteikningar.  Gjald kr. 2.250.oo.
12740 (01.01.292.006),BN012740,Síðumúli 3-5,minnka verkstæði/innr.skoðunar,Samþykkt. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innréttingu bifreiðaverkstæðis í  húsinu á lóðinni nr. 3-5 við Síðumúla.  Gjald kr. 2.250.oo.  Ennfremur lagt fram bréf bifreiðarskoðunar ódags. og  Vinnueftirlits ríkisins dags. 24.07.1996.
12790 (01.01.337.701),BN012790,Vatnagarðar 4,breytingar á innréttingu 1.hæð,Samþykkt.,Sótt er um leyfi til að breyta innréttingu 1. hæðar og gera  rýmingarleið á norðurhlið hússins á lóðinni nr. 4 við  Vatnagarða.  Gjald kr. 2.250.oo.  Meðfylgjandi er samþykki meðeigenda dags. 22.07.1996.
12751 (01.02.342.401),BN012751,Vættaborgir 130,útbyggingu br. í kjallara,Samþykkt.,"Sótt er um leyfi til að breyta áður samþykktum teikningum af  húsinu á lóðinni nr. 130 við Vættaborgir.  Stækkun: 1,3 ferm., 4 rúmm.  Gjald kr. 2.250.oo + 90.oo."
12754 (01.01.261.201),BN012754,Ármúli 3,brunahönnun,Frestað. Brunavarnaruppdrættir eru hluti aðaluppdrátta. Skila skal inn samræmdum aðaluppdráttum.,Sótt er um leyfi fyrir endurbótum vegna eldvarna og nýjum  neyðarútagngi í húsinu á lóðinni nr. 3 við Ármúla.  Gjald kr. 2.250.oo.
12737 (01.01.162.112),BN012737,Ásvallagata 10,br. inni v/eignaskipta,Samþykkt.,Sótt er um leyfi fyrir breytingu innanhúss vegna eignaskipta í  húsinu á lóðinni nr. 10 við Ásvallagötu.  Gjald kr. 2.250.oo.
