nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
48910 (01.13.650.6),BN048910,Aðalstræti 16,Tímabundið föndurrými  - vb.nr.088811,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að innrétta tímabundið föndurrými fyrir skólabörn inn af sýningarskála á meðan fjölnotarými er nýtt til handritasýningar í sýningarskála í kjallara húss á lóð nr. 16 við Aðalstræti.  Meðfylgjandi er minnisblað yfir eldvarnir dags. 30.1. 2015.  Gjald kr. 9.823
48436 (32.16.110.1),BN048436,Arnarholt 221217,Fjölga íbúðum - sorpgerði,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta 14 einstaklingsherbergjum í starfsmannahúsi í sjö íbúðir í mhl. 04, en fyrir eru fjórar íbúðir þannig að byggingin verður fjölbýlishús með 11 íbúðum, mhl. 04, einnig er sótt um að byggja sorpgerði og hjóla- og vagnageymslu, mhl. 10 og mhl. 11, við fjölbýlishúsið  á Arnarholti með landnúmer 221217.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 20. febrúar 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 20. febrúar 2015.  Gjald kr. 9.500"
48897 (01.11.980.1),BN048897,Austurbakki 2,Breyting á innra skipulagi og flóttaleið,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi veitingastaða  í anddyri 1. hæðar, breyta fyrirkomulagi flóttaleiða, staðsetningu brunaslöngu og brunahólfandi glerveggjum við stiga á sýningasvæði  á 3- 4- 5. hæð austurhlið byggingar og breyta bar og fatahengi í veitingastað 4. hæðar í Tónlistar- og ráðstefnuhúsinu Hörpu á lóð nr. 2 við Austurbakka.  Gjald kr. 9.823"
48874 (04.66.780.4),BN048874,Austurberg 1,Lengja áhorfendapalla - reisa fréttamannaaðstöðu o.fl.,"Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að lengja þegar byggða áhorfendapalla um eina einingu til norðurs, byggja fréttamannastúku og tvö varamannaskýli við keppnisvöll Leiknis á lóð nr. 1 við Austurberg.  Stærðir: Fréttamannastúka mhl. 04, 36,2 ferm., 91,4 rúmm.  Varamannaskýli 05, 15,8 ferm., mhl. 06, 15,8 ferm.  Gjald kr. 9.823"
48883 (01.14.021.2),BN048883,Austurstræti 5,Jarðhæð og kjallara breytt í verslun,Frestað. Vísað til athugasemda vinnueftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi, koma fyrir hringstiga milli 1. hæðar og kjallara, klæða gluggakerfi koparáfellum og innrétta verslun á 1. hæð og í kjallara verslunar- og skrifstofuhúss á lóð nr. 5 við Austurstræti.  Gjald kr. 9.500"
48853 (01.24.200.5),BN048853,Ásholt 2,Reyndarteikningar v/eignaskiptayfirlýsingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að fá húsvarðaraðstöðu samþykkta sem séreign 01-0103 í húsinu á lóð nr. 2 við Ásholt.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 20. febrúar 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 19. febrúar 2015.  Gjald kr. 9.823
48209 (01.19.031.4),BN048209,Barónsstígur 28,Fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja fjölbýlishús úr steyptum samlokueiningum, fjórar hæðir og kjallara með átta íbúðum á lóð nr. 28 við Barónsstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. október 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 3. október 2014 og umsögn Minjastofnunar Íslands dags, 4. febrúar 2015.  Jafnframt er erindi BN047706 dregið til baka.  Niðurrif/flutningur:   xx ferm., xx rúmm.  Stærð:  Kjallari 84,7 ferm., 1., 2. og 3. hæð 81 ferm., 4. hæð 78,3 ferm.  Samtals: 406 ferm., 1.287 rúmm.  Gjald kr. 9.500"
48777 (01.21.910.2),BN048777,Borgartún  35-37,35 - Breyta matsal í skrifstofu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að leggja matsal á 6. hæð niður og innrétta hæðina sem skrifstofuhæð fyrir 12 starfsmenn og nýta fundarsalinn á 1. hæð líka sem matsal í húsi nr. 35 á lóð nr. 35-37 við Borgartún.  Gjald kr. 9.823
48530 (04.79.180.3),BN048530,Búðavað 9-11,Breytingar inni og úti,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta herbergjaskipan í kjallara, koma fyrir arni í stofu, færa tröppur frá húsi og koma fyrir heitum potti við hús nr. 11 á lóð nr. 9-11 við Búðavað.  Meðfylgjandi er samþykki meðeigenda á lóð og nágranna , sem og sérteikning af reykröri.  Gjald kr. 9.500"
48868 (01.54.511.3),BN048868,Dunhagi 18-20,Endurnýjun - breyting á fjölbýlishúsi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breytinga innanhúss sem felast í því að fjölga íbúðum á  2. og 3. hæð úr fjórum í tíu á hvorri hæð, breyta innréttingum verslunarrýmis á 1. hæð, breyta kjallara með geymslum og þvottahúsum og færa sorpgeymslur og barnavagna- og hjólageymslur út í tvær einingar í bílskúr, sbr. erindi BN043923 samþykkt 14. febrúar 2012 og BN044484 samþ. 12. júní 2012, við fjölbýlishús á lóð nr. 18-20  við Dunhaga.  Meðfylgjandi er umsögn samgöngustjóra dags. 19.2. 2015.  Gjald kr. 9.823"
