nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
49664 (01.14.041.4),BN049664,Aðalstræti 9,Lengja opnunartíma,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi fyrir lengdum opnunartíma, virka daga til kl. 01 og til kl. 03 um helgar í veitingahúsi í flokki II á lóð nr. 9 við Aðalstræti.  Gjald kr. 9.823"
49665 (01.24.710.1),BN049665,Auðarstræti 15,Nýtt baðhergi - kjallari,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að gera nýtt baðherbergi í kjallara í húsi á lóð nr. 15 við Auðarstræti  Gjald kr. 9.823
48688 (01.11.980.1),BN048688,Austurbakki 2,Bílakjallari og fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja bílakjallara með 120 stæðum á reit 1 og 2 og 1. áfanga,  sem eru tvö samtengd sex hæða steinsteypt fjölbýlishús með 49 íbúðum á  reit 1 á lóð nr. 2 við Austurbakka.  Erindi fylgir brunahönnun og greinargerð um hljóðvist frá Verkís dags. í desember 2014, jan. 2015 og maí 2015, umsögn fagrýnihóps byggingarfulltrúa dags. 20. mars 2015, yfirlit yfir fornminjar á svæðinu frá Borgarsögusafni Reykjavíkur dags. 8. júní 2014 og umsögn um hugsanlega fornleifafundi frá Minjastofnun Íslands dags. 25. júní 2015 og 2. júlí 2014, samþykki meðlóðarhafa vegna uppdrátta dags. 2. júní 2015, samþykki meðlóðarhafa vegna vinnu við heildarbílakjallara dags. 22. júní 2015 bréf frá Reginn dags. 17.3. 2015.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 23. janúar 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 23. janúar 2015 og   Stærð:  Kjallari 357 ferm., bílakjallari (B-rými) 3.897,8 ferm., 1. hæð1.098,1 ferm., 2. hæð 995,2 ferm., 3. hæð 992,1 ferm., 4. og 5. hæð 1.011,8 ferm., 6. hæð 794,6 ferm.  Samtals A-rými:  6.260,6 ferm., 27.480,9 rúmm.  Samtals B-rými:  4.226,7 ferm., xx rúmm.  Gjald kr. 9.500"
49671 (01.14.050.3),BN049671,Austurstræti 20,Byggja yfir útskot,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að loka útskoti þannig að það verður A- rými á vesturhluta götuhliðar og innrétta þar íssölulúgu sem er sameiginleg með Hressingarskálanum á lóð nr. 20 við Austurstræti .  Jákvæð fyrirspurn BN049503 dags. 9. júní 2015 fylgir.  Stækkun:  1,8 ferm., 4,5 rúmm.   Gjald kr. 9.823"
49495 (01.14.041.8),BN049495,Austurv Thorvaldsenss,Thorvaldsenstræti 2 - Veitingastaður o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til breytinga á innra skipulagi í veitingasal á efri hæð og í tónlistar/dansstað sem báðir verða í flokki III fyrir samtals 400 gesti í húsi á lóð nr. 2 við Thorvaldsenstræti.  Meðfylgjandi er brunahönnun Eflu dags. 18. júní 2015.  Gjald kr. 9.823
49537 (01.26.200.2),BN049537,Ármúli 5,Hótel,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta húsnæði úr verslun og þjónustu í hótel í flokki II, tegund b, og breyta gluggum að hluta í norðurálmu húss, mhl. 1, á lóð nr. 5 við Ármúla.  Meðfylgjandi er fyrirspurn BN047973 sem fékk jákvæða umfjöllun 29. júlí 2015 og samþykki frá tveimur meðeigendum dags. 18. maí 2015.  Gjald kr. 9.823"
49196 (01.13.521.3),BN049196,Bárugata 34,Bæta við svölum - 2.hæð,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,"Sótt er um leyfi til að byggja svalir úr stáli timburklætt gólf, handrið verður stálgrind með lóðréttum pílárum á austurgafli 3. hæðar hússins á lóð nr. 34 við Bárugötu.  Grenndarkynning fór fram 1. til 29. júní 2015. Engar athugasemdir bárust.  Erindi fylgir útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa dags. 17. apríl 2015, umsögn skipulagsfulltrúa dags. 17. apríl 2015, útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. apríl 2015, samþykki meðeigenda  dags. 1. apríl 2015 og  jákvæð fyrirspurn BN047536.  Einnig útskrift úr gerðabók embætti skipulagsfulltrúa dags. 3. júlí 2015.   Gjald kr. 9.823"
49640 (01.22.010.7),BN049640,Borgartún 8-16A,BK - 6. áfangi bílakjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 6. og næstsíðasta áfanga bílakjallara á lóð nr. 8-16 við Borgartún.  Stærð þessa áfanga:  xx ferm., xx rúmm.  Samtals eftir þennan áfanga:  28.283 ferm., 108.534 rúmm.  Erindi fylgir skýrsla um brunahönnun frá Eflu dags. í júní 2015.  Gjald kr. 9.823"
49668 (01.80.440.4),BN049668,Brekkugerði 4,"Bílageymsla, stoðveggur, kjallararými",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa og lagfæra skráningartöflu.,"Sótt er um leyfi til að byggja nýjan steinsteyptan bílskúr að vestanverðu, koma fyrir geymslukjallara undir verönd 0102 og steypa lágan stoðvegg á lóðamörkum nr. 6 og 8 við Brekkugerði á  lóð nr. 4 við Brekkugerði.  Bílaskúr stærð: 33,4 ferm., 84,9 rúmm.   Geymslukjallari: 36,3 ferm., 98,0 rúmm.  Gjald kr. 9.823"
49391 (01.34.430.1),BN049391,Bugðulækur 6,Bílskúr,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdráttar 100-01-04 dags: 20. júní 2015.,"Sótt er um leyfi til að byggja bílskúr úr plastkubbum frá Varmamót með 150 mm steypukjarna, múrhúðað að utan og innan með loftuðu, sléttu, pappaklæddu timburþaki á lóð nr. 6 við Bugðulæk.  Meðfylgjandi er samþykki meðeigenda á lóð. dags. 10. júlí 2014 og samþykki eigenda á Bugðulæk 8, dags. 13. júlí 2014.  Stærð: 38,7 ferm., 134,9 rúmm.  Gjald kr. 9.823"
