nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
48883 (01.14.021.2),BN048883,Austurstræti 5,Jarðhæð og kjallara breytt í verslun,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta innra skipulagi, koma fyrir hringstiga milli 1. hæðar og kjallara, klæða gluggakerfi koparáfellum og innrétta verslun á 1. hæð og í kjallara verslunar- og skrifstofuhúss á lóð nr. 5 við Austurstræti.  Gjald kr. 9.500"
48927 (01.26.200.2),BN048927,Ármúli 5,Breyting á eignarhaldi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjölga eignum úr tveimur í þrjár í matshluta 01 á 2. hæð rýmisnúmer 0201, sbr. erindi BN041990, í húsi á lóð nr. 5 við Ármúla.  Gjald kr. 9.823"
48931 (01.18.121.1),BN048931,Baldursgata 39,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir breytingum sem orðið hafa á byggingartíma, sjá erindi BN044743, breytt innra skipulag, milliloft fellt út og svalir grynnkaðar í gistiheimili í flokki II teg. e á lóð nr. 39 við Baldursgötu.  Minnkun:  13,1 ferm.  Gjald kr. 9.823"
48209 (01.19.031.4),BN048209,Barónsstígur 28,Fjölbýlishús,.Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja fjölbýlishús úr steyptum samlokueiningum, fjórar hæðir og kjallara með átta íbúðum á lóð nr. 28 við Barónsstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. október 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 3. október 2014 og umsögn Minjastofnunar Íslands dags, 4. febrúar 2015.  Jafnframt er erindi BN047706 dregið til baka.  Stærð:  Kjallari 84,7 ferm., 1., 2. og 3. hæð 81 ferm., 4. hæð 78,3 ferm.  Samtals: 406 ferm., 1.287 rúmm.  Gjald kr. 9.500"
48932 (01.18.030.9),BN048932,Bergstaðastræti 13,0101 - breyta í atvinnuhúsnæði,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að breyta íbúðarhúsnæði rými 0101 sem áður var atvinnuhúsnæði í hárgreiðslustofu í húsinu á lóð nr. 13 við Bergstaðastræti.   Gjald kr. 9.823
48383 (01.18.530.1),BN048383,Bergstaðastræti 48,Dýpkun á plötu - kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að lækka gólf í kjallara íbúðarhúss á lóð nr. 48 við Bergstaðastræti.  Meðfylgjandi er matsgerð dags. 7. mars. 2014 og tölvupóstar eigenda.  Gjald kr. 9.500
48567 (01.71.310.9),BN048567,Blönduhlíð 28-30,Reyndarteikningar af 28-30,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum breytingum á húsi nr. 28-30 og breyta skráningartöflu, hætt er við að sækja um að byggja staðsteypta hjóla- og bílageymslu fyrir parhús nr. 30 á lóð nr.  28 - 30 við Blönduhlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. desember 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 12. desember 2014.  Bréf frá umsækjanda dags. 23. nóvember 2014 og samþykki frá eigendum Hamrahlíðar 13, Blönduhlíðar 26 og 28 fylgja erindi, einnig tölvupóstur frá eigendum íbúðar á nr. 30 dags. 26. febrúar. 2015.  Gjald kr. 9.500 + 9.823"
48777 (01.21.910.2),BN048777,Borgartún  35-37,35 - Breyta matsal í skrifstofu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að leggja matsal á 6. hæð niður og innrétta hæðina sem skrifstofuhæð fyrir 12 starfsmenn og nýta fundarsalinn á 1. hæð líka sem matsal í húsi nr. 35 á lóð nr. 35-37 við Borgartún.  Gjald kr. 9.823
48845 (01.18.663.3),BN048845,Bragagata 34,Raðhús - breyta í tvær íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að skipta í tvær íbúðir raðhúsi á lóð nr. 34A við Bragagötu,  Gjald kr. 9.823"
48826 (01.24.220.5),BN048826,Brautarholt 16,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum í rýmum 0201,0202 og 0203 í húsinu á lóð nr. 16 við Brautarholt.  Gjald kr. 9.823"
