nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
48080 (01.43.501.4),BN048080,Álfheimar 31,Stækkun vinnustofu - 0001,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi þannig að vinnustofa 0001 stækkar á kostnað sameignar í kjallara fjölbýlishúss á lóð nr. 31 .  Erindi fylgir samþykki sumra meðeigenda vegna breytts fyrirkomulags í kjallara áritað á uppdrátt.  Gjald kr. 9.500
48973 (01.26.300.2),BN048973,Ármúli 11,Skipta vörugeymslu í einingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að stúka niður vörugeymslu í kjallara 0001 í minni einingar og lager í húsinu á lóð nr. 11 við Ármúla.   Gjald kr. 9.823
48862 (01.17.000.7),BN048862,Bankastræti 7,Flóttaleið yfir á þak,Frestað. Milli funda.,Sótt er um leyfi fyrir flóttaleið yfir á þak Ingólfstrætis 2A frá farfuglaheimili í húsi á lóð nr. 7 við Bankastræti.  Gjald kr. 9.823
48813 (01.13.521.9),BN048813,Bárugata 30,Byggja eina hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja hæð ofaná og klæða með bárujárni einbýlishús á lóð nr. 30 við Bárugötu.  Erindi fylgir umsögn Minjastofnunar Íslands dags. 16. febrúar 2015 og fsp. BN048834 dags. 17. febrúar 2015..  Stækkun:  xx ferm., xx rúmm.  Gjald kr. 9.823"
48932 (01.18.030.9),BN048932,Bergstaðastræti 13,0101 - breyta í atvinnuhúsnæði,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta íbúðarhúsnæði rými 0101 sem áður var atvinnuhúsnæði í hárgreiðslustofu í húsinu á lóð nr. 13 við Bergstaðastræti.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu.  Gjald kr. 9.823
48779 (01.42.720.1),BN048779,Brúarvogur 1-3,Færa inngöngudyr - 0202,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að færa inngöngudyr skrifstofu og breyta notkun á bílaleigu 0202 í húsi á lóð nr. 1-3 við Brúarvog.  Gjald kr. 9.823
48963 (02.57.620.2),BN048963,Bæjarflöt 17,Bæjarflöt 17 / Gylfaflöt 11 - Flóttaleiðir,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta lítillega flóttaleiðum bætt við á 2. hæð milli rýma 0201,0202,0203 og lítilsháttar breyting á innra skipulagi í húsinu Bæjarflöt 17/Gylfaflöt 11  á lóð nr. 17 við Bæjarflött.  Gjald kr. 9.823"
48966 (01.67.200.1),BN048966,Einarsnes 36,Kaffihús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta verslun á 1. hæð í mhl. 01 í kaffihús í flokki II, gestir ?,  koma fyrir nýjum gluggum á vesturhlið og setja nýja skábraut á lóð nr. 36 við Einarsnes.  Samþykki meðlóðarhafa á teikningu. Samþykki meðlóðarhafa meðtölvupósti dags. 2. mars 2015 fylgir erindinu.  Fyrirspurn BN048760 dags. 10. febrúar 2015 fylgir.   Gjald kr. 9.823"
48749 (01.24.410.1),BN048749,Einholt 2,Breyta í gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði og leiðbeininga í umsögn skipulagsfulltrúa dags. 6. mars 2015.,Sótt er um leyfi til að innrétta gistiheimili í flokki II með níu gistirýmum sem verður rekið í tengslum við gistiheimili sem fyrir er á lóð (í mhl. 01) og til að byggja svalir á suðurgafl 3. hæðar og á austurhlið 2. og 3. hæð húss á lóð nr. 2 við Einholt.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 6. mars 2015.  Jafnframt er erindi BN048198 dregið til baka.  Gjald kr. 9.823
48836 (04.03.520.5),BN048836,Eldshöfði 9,Skipta upp kjallara og 1.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að fjölga eignum, byggja skábraut og koma fyrir nýjum innkeyrsluhurðum fyrir miðjurými í húsi á lóð nr. 9 við Eldshöfða.  Umsögn burðarvirkishönnuðar dags. 6 mars 2015 fylgir.  Gjald kr. 9.823"
48062 (01.46.610.1),BN048062,Faxafen 10,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir áður gerðum breytingum á 1. hæð í  húsinu á lóð nr. 10 við Faxafen.  Gjald kr. 9.500
48803 (01.46.340.2),BN048803,Fákafen 11,Fjölgun eigna og áður gert,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á áður gerðum breytingum og fjölgun eigna í húsi á lóð nr. 11 við Fákafen.  Meðfylgjandi er tölvupóstur dags. 12. október 2012, bréf hönnuðar dags. 27. janúar 2015, og annað dags. 13. febrúar 2015 og enn annað dags. 26.2. 2015.  Gjald kr. 9.823"
48804 (01.46.340.2),BN048804,Fákafen 11,Gististaður - 0201,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi fyrir gististað í flokki II, tegund c - gistiskáli - tímabundið á sumrin þar sem tónlistarskóli og salur er á veturna í rými 0201 sbr. fyrirspurn BN048227 sem fékk jákvæða umsögn 30. september 2014 í húsi á lóð nr. 11 við Fákafen.  Meðfylgjandi er bréf hönnuðar dags. 27. janúar 2015.  Gjald kr. 9.823"
48717 (04.23.610.2),BN048717,Fiskakvísl 10-16,Áður gerðir kjallarar,Frestað. Er til umfjöllunar.,"Sótt er um samþykki fyrir áður gerðum kjöllurum í raðhúsi á lóð nr. 10-16 við Fiskakvísl.  Stækkun:  Hús nr. 10, 104,4 ferm., nr. 12, 101,7 ferm., nr. 14, 101,7 ferm., nr. 16, 104,4 ferm.  Stækkun samtals:  412,2 ferm., 1.028,1 rúmm.  Gjald kr. 9.823"
48940 (01.11.523.0),BN048940,Fiskislóð 10,Breyting - 1. hæð - stigahús,Frestað. Vísað til athugasemda á umsóknarblaði og umsagnar skipulagsfulltrúa dags. 6. mars 2015.,"Sótt er um leyfi til að byggja nýtt stigahús með lyftu fyrir hreyfihamlaða og sameiginlega  innbyggða kalda sorpgeymslu  í staðin fyrir flóttastiga, stigahús verður  aðalinngangur fyrir 2. hæð, færa bílastæði fyrir hreyfihamlaða á baklóð fært að stigahúsinu og breyta smávægilega á 1.hæð í húsinu á lóð nr. 10 við Fiskislóð.   Bréf frá hönnuði þar sem hann gerir grein fyrir breytingum og sækir um fá leyfi frá byggingareglugerð 112/2012 6.4.12 gr. 7 dags. 19. febrúar 2015  Tölvupóstur frá hönnuði með samþykkt frá faxaflóahöfnum dags. 26. febrúar 2015 fylgir. Greinagerð brunahönnuðar dags. 5. feb. 2015 fylgir.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 6. mars 2015.  Stækkun húss:  76,8 ferm., 267,5 rúmm.  Gjald kr. 9.823"
48956 (02.46.730.3),BN048956,Fossaleynir 14,Reyklosunargluggi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta erindi ? þannig að reyklosunargluggi er færður í húsinu á lóð nr. 14 við Fossaleynir.  Gjald kr. 9.823
48985 (04.30.430.1 01),BN048985,Fossháls 27,Stöðuleyfi fyrir frystigáma,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um stöðuleyfi fyrir 5 stk. 20 feta frystigáma á lóð nr. 27 við Fossháls.  Gjald kr. 9.823
48943 (01.18.231.7),BN048943,Frakkastígur 26A,Veitingastaður,Frestað. Vísað til athugasemda á umsóknarblaði. Höfundur hafi samband við embætti byggingarfulltrúa.,"Sótt er um leyfi til að stækka kvisti, stækka bíslag til norðurs, stækka glugga, einangra og klæða að utan með borðaklæðningu, breyta innra skipulagi og innrétta veitingahús í flokki II fyrir 48 gesti í húsi á lóð nr. 26A við Frakkastíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 4. mars 2015, umsögn Minjastofnunar Íslands fylgir.  Stækkun:  3,5 ferm., 21,8 rúmm.  Gjald kr. 9.823"
48776 (01.17.210.9),BN048776,Frakkastígur 8,3. áfangi,Frestað. Vísað til athugasemda á umsóknarblaði og til kynningar í umhverfis- og skipulagsráði.,"Sótt er um leyfi til að byggja 3. áfanga Frakkastígsreits, að byggja nýbyggingu á Laugavegi 41B sem í verður sameiginlegt stiga- og lyftuhús, rífa stigahús á bakhlið Laugavegs 43, stækka til norðurs og hækka þak á norðurhlið, setja kvisti á Laugaveg 45, tengja efri hæðir Laugavegs 43 og 45 við nýbyggingu og innrétta skrifstofur á efri hæðum og verslanir á jarðhæðum á lóð nr. 8 við Frakkastíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 6. mars 2015 og umsögn Minjastofnunar Íslands dags. 5. mars 2015.  Samtals 3. áfangi:   1.429,1 ferm., 4.426,8 rúmm.  Gjald kr. 9.823"
48890 (05.05.370.3),BN048890,Friggjarbrunnur 14-16,Breyting inni,Synjað. Með vísa til umsagnar skipulagsfulltrúa dags. 6. mars 2015.,"Sótt er um leyfi til að breyta erindi BN045282, íbúðum er fjölgað um eina og einu bílastæði bætt við á lóð fjölbýlishúss á lóð nr. 14-16 við Friggjarbrunn.  Stækkun:  8,8 ferm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. mars 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 6. mars 2015.  Gjald kr. 9.823"
48475 (01.46.100.1),BN048475,Grensásvegur  3-7,5 - Breyting á brunahólfun BN045602,Frestað. Lagfæra skráningu.,Sótt er um leyfi til að breyta erindi BN045602 vegna athugasemda frá SHS þar sem kemur fram lagfæring á brunahólfun í rými 0101 í húsinu á lóð nr. 5 við Grensásveg.   Bréf frá hönnuði dags. 28. októ. 2014 fylgir.  Gjald kr. 9.500
48976 (01.24.770.4),BN048976,Guðrúnargata 8,"Pallur/svalir 1.hæð, svalir 2.hæð o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdráttar nr. A1 dags. 3. mars 2015.,"Sótt er um leyfi til að setja svalir á íbúð 0201 á austur gafli, stækka svalir  á íbúð 0101 á austurgafl og fyrir áður gerðri tvöfaldri hurð á suðurgafli  og loka hurð á vesturhlið bílskúrs mhl. 02 á lóð nr. 8 við Guðrúnargötu.  Samþykki  meðlóðarhafa dags. 3 mars. 2015 fylgir.  Gjald kr. 9.823"
