nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
23200 (01.52.210.8),BN023200,Aflagrandi 20-26,"Br. gróðurskála (22, 26)",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja yfir svalir við norðurhlið gróðurskála á 2. hæð húss nr. 22 og 26 á lóð nr. 20-26 við Aflagranda.  Stærð: Hús nr. 22 stækkun gróðurskála 2. hæð 6,2 ferm., 13,6 rúmm., hús nr. 26 stækkun gróðurskála 2. hæð 6,2 ferm., 13,6 rúmm.  Gjald kr. 4.100 + 1.115"
23199 (01.52.210.9),BN023199,Aflagrandi 28-34,"Br. gróðurskála (28, 30)",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja yfir svalir við norðurhlið gróðurskála á 2. hæðar húss nr. 28 og 30 á lóð nr. 28-34 við Aflagranda.  Samþykki meðlóðarhafa dags. 17. júní 2001 fylgir erindinu.  Stærð: Hús nr. 28 stækkun gróðurskála 2. hæð 6,2 ferm., 13,6 rúmm., hús nr. 30 stækkun gróðurskála 2. hæð 6,2 ferm., 13,6 rúmm.  Gjald kr. 4.100 + 1.115"
23323 (01.14.040.7),BN023323,Austurstræti 12,Brunavarnir og apotek.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta apótek í kjallara og á 1. hæð og samþykki fyrir núverandi skipulagi á öllum hæðum ásamt endurbótum á eldvörnum í húsinu á lóð nr. 12 við Austurstræti.  Jafnframt er erindi 22305 dregið til baka.  Gjald kr. 4.100
23233 (01.14.050.2),BN023233,Austurstræti 18,Breytingar,Frestað. Lagfæra skráningu.,Sótt er um leyfi til þess að loka opi í gólfi milli kjallara og fyrstu hæðar í húsinu á lóðinni nr. 18 við Austurstræti.  Gjald kr. 4.100
23342 (01.29.000.1),BN023342,Ármúli 4,Ný tengibygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar og skipulagsmeðferðar Borgarskipulags.,Sótt er um leyfi til að sameina lóðirnar Ármúla 4 og Ármúla 6.  Jafnframt er sótt um leyfi til að byggja tengibyggingu úr steinsteypu á hinni sameinuðu lóð.  Stærðir: xx  Gjald kr. 4.100 + xx
23221 (01.83.420.3),BN023221,Ásgarður  18-24,nr. 22-24 - íbúðir í stað verslunarrýmis,Frestað. Kynna skal málið fyrir tveim meðeigendum.,Sótt er um leyfi til að breyta verslunarhúsnæði á annarri hæð matshluta 03 á lóðinni nr. 18-22 við Ásgarð í þrjár sjálfstæðar íbúðir með geymslum á fyrstu hæð.  Bréf Steinþórs Steingrímssonar dags. 27. maí 2001 og fundargerðir húsfélagsins Ásgarði 22-24 dags. 9. maí 2001 og 21. maí 2001 fylgja erindinu.  Gjald kr. 4.100
23249 (02.40.420.2),BN023249,Barðastaðir 81,einbýlishús,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja einlyft, steinsteypt einbýlishús með innbyggðri tvöfaldri bílgeymslu á lóðinni nr. 81 við Barðastaði. Húsið er einangrað að utan og klætt múrkerfi.  Stærð: Íbúð 209,0 ferm., bílgeymsla 60,5 ferm. Samtals 269,5 ferm. og 838,7 rúmm.  Gjald kr. 4.100 + 34.387"
23064 (01.13.630.5),BN023064,Bárugata 7,svalir,Frestað. Lagfæra skráningu. Grenndarkynningu ólokið.,Sótt er um leyfi til þess að setja svalir við kvist á suðurhlið rishæðar hússins á lóðinni nr. 7 við Bárugötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 15. júní 2001 fylgir erindinu. Samþykki meðeigenda dags. 21. maí 2001 fylgir erindinu.  Gjald kr. 4.100
23318,BN023318,"8"">Básbryggja 2",Br. á samþ frá 09.01.01,Frestað. Lagfæra skráningu.,Sótt er um leyfi til að breyta húsinu sem samþykkt var 9. janúar 2001 á lóðinni nr. 2 við Básbryggju. Stærðum og fyrirkomulagi íbúða verði breytt sem og útliti og skráningu. Fjöldi íbúða verði óbreyttur.  Nýjar stærðir: xx  Stærðarbreytingar: xx  Gjald kr. 4.100 + xx
23326 (01.21.620.1),BN023326,Borgartún 1,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir núverandi innra skipulagi í kjallara og á 1. hæð matshluta 01 á lóð nr. 1 við Borgartún.  Gjald kr. 4.100
