nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
22674 (46.42.602 03),BN022674,Arahólar 6,Klæðning og svalaskýli,Frestað. Vísað til athugasemda á umsóknarblaði. Vakin er athygli á því að þetta er í þriðja sinn sem erindið kemur til afgreiðslu án þess að tillit sé tekið til athugasemda.,Sótt er um leyfi til að klæða húsið nr. 6 við Arahóla (matshl. 03) á lóðinni nr. 2-6 við Arahóla að utan með sléttum álplötum. Aðallitur verði ljósbrúnn (drapp) en skreytilitur rauður. Jafnframt er sótt um leyfi til að brjóta niður og endursteypa hluta svalagólfa og gera svalaskýli á allar svalir hússins.  Erindinu fylgir skýrsla um ástand steinsteypu í útveggjum dags. 20. feb. 2001 og greinargerð um úrbætur í brunavörnum dags. 6. mars 2001.    Stækkun: xx  Gjald kr. 4.100 + xx
22352 (02.40.710.1),BN022352,Bakkastaðir 105,Einbýlishús m. bílg.,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að byggja steinsteypt einbýlishús að hluta á tveim hæðum og með innbyggðri bílgeymslu allt einangrað að utan og klætt með steinplötum og bárujárni á lóð nr. 105 við Bakkastaði.  Stærð: Íbúð 1. hæð 42 ferm., 2. hæð 134,4 ferm., bílgeymsla 35,5 ferm., samtals 211,9 ferm., 711,4 rúmm.  Gjald kr. 4.100 + 29.167"
22368 (01.71.002.3),BN022368,Barmahlíð 51,V. eignaskipta,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir reyndarteikningum af húsinu á lóðinni nr. 51 við Barmahlíð. Anddyri íbúðar 0201 breytist lítillega.  Samþykki meðeigenda (á teikn.) fylgir erindinu.  Gjald kr. 4.100
22414 (01.19.022.2),BN022414,Bergþórugata 13,Stækkun - ofanábygging.,"Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til Borgarskipulags til ákvörðunar um grenndarkynningu. Grenndarkynntir verði uppdrættir A01 dags. 08.01.01, A02 og A03, dags. 09.01.01.","Sótt er um leyfi til þess að byggja hæð og ris úr steinsteypu ofan á húsið á lóðinni nr. 13 við Bergþórugötu, fjórar íbúðir verða þá í húsinu en í dag eru þær skráðar þrjár. Einnig er sótt um leyfi til þess að fjarlægja að hluta skúr á lóð hússins og koma þar fyrir tveimur bílastæðum.  Bréf Borgarskipulags dags. 20. júní 2000 fylgir erindinu. Samþykki meðeigenda og nágranna að Bergþórugötu 11A (á teikn.) fylgir erindinu. Útskrift úr skrám Fasteignamats ríkisins dags. 13. 04 1978 fylgir erindinu.  Stærð: Stækkun, 3. hæð íbúð 89,7 ferm., 4. hæð (ris) 77,4 ferm. Samtals 167,1 ferm. og 458,4 rúmm.  Gjald kr. 4.100 + 18.794"
22876 (01.55.040.1),BN022876,Birkimelur 1,Rennihurð og nýjar dyr.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja rennihurð við aðalinngang og koma fyrir útidyrum á vesturhlið bensínstöðvarinnar á lóðinni nr. 1 við Birkimel.  Gjald kr. 4.100
22626 (01.21.910.3),BN022626,Borgartún 39,breyta rými í verslun,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að fella niður sérrými fyrir bensínafgreiðslumenn í verslunarrými bensínstöðvar á lóð nr. 39 við Borgartún.  Gjald kr. 4.100
21697 (01.18.311.3),BN021697,Bókhlöðustígur 8,Reyndarteikn,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir innra og ytra fyrirkomulagi samkvæmt reyndarteikningum af húsinu nr. 8 við Bókhlöðustíg.  Erindinu fylgir ljósrit af fundargerð húsfundar dags. 28. júlí 2000, bréf Lögskila dags. 16. okt. 2000.  Jafnframt lagt fram bréf Lögskila dags. 13. nóvember 2000, álit kærunefndar fjöleignarhúsmála dags. 7. nóvember 2000, bréf umboðsmanns Björns R. Einarssonar dags. 15. nóvember 2000 og 1. febrúar 2001.  Gjald kr. 4.100"
22329 (01.25.010.1),BN022329,Brautarholt 22,"Br innra frkl, tengigangur, bílastæði",Frestað.,"Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi hússins nr. 22 við Brautarholt. Í erindinu felast m.a. breytingar á brunavörnum, breytingar á notkun fyrstu og annarrar hæðar að hluta og að staðsetningu lyftu er breytt. Jafnframt er sótt um leyfi til að byggja tengigang á einni hæð við suðurvegg austurálmu og fjarlægja tvö bílastæði af lóðinni.   Erindinu fylgir endurskoðuð  greinargerð um brunavarnir dags. 19. mars 2001, yfirlýsing Merkingar ehf. dags. 9. apríl 2001.  Greiða skal fyrir tvö bílastæði í flokki IV, samtals kr. 1.952.891.  Stærðarbreyting: xx  Gjald kr. 4.100"
22877 (01.74.540.1),BN022877,Efstaleiti 1,öryggisgirðing fyrir fjarskiptaskerma.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar Borgarskipulags vegna nýrrar staðsetningar á móttökudiskum.,Sótt er um leyfi til þess að breyta staðsetningu fjarskiptaskerma og girða svæði þeirra af með þriggja metra hárri öryggisgirðingu. Einnig er sótt um leyfi til þess að staðsetja 28 ný bílastæði á lóð Ríkisútvarpsins að Efstaleiti nr.1.  Gjald kr. 4.100
22278 (01.74.540.1),BN022278,Efstaleiti 1,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta hluta bílgeymslu í vesturenda fyrstu hæðar í leikmyndageymslu, að setja nýjan glugga á starfsmannarými við norðurhlið og að breyta lítillega innra fyrirkomulagi í Útvarpshúsinu nr. 1 við Efstaleiti.  Erindinu fylgir greinargerð hönnuðar dags. 28. nóv. 2000.  Gjald kr. 4.100"
22715 (01.35.722.1),BN022715,Efstasund 46,Nýr bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði en vegna þeirra telur Borgarskipulag erindið ekki hæft til grenndarkynningar.,Sótt er um leyfi til að byggja bílgeymslu á lóðinni nr. 46 við Efstasund í stað bílgeymslu sem samþykkt var til niðurrifs 9. ágúst 2000. Bílgeymslan verði byggð úr steinsteypu.  Athugasemd  Borgarskipulags dags. 9. apríl 2001 fylgir erindinu.  Stærð: xx  Eldri skúr var 28 ferm. og 67 rúmm.  Gjald kr. 4.100 + xx
22926 (01.19.340.4),BN022926,Egilsgata 3,Endurnýjun á byggingarleyfi frá 7.09.99 Klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um endurnýjun á byggingarleyfi frá 7. september 1999, þar sem sótt var ""um leyfi til þess að einangra og klæða hábygginguna með formbeygðum álplötum á lóðinni nr. 3 við Egilsgötu"".   Gjald kr. 4.100"
22912 (01.47.001.4),BN022912,Eikjuvogur 12,Viðbygging og sólskáli.,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent Borgarskipulagi til ákvörðunar um grenndarkynningu.,Sótt er um leyfi til þess að sameina matshluta og byggja einnar hæðar viðbyggingu og sólskála að vesturhorni hússins á lóðinni nr. 12 við Eikjuvog.  Gjald kr. 4.100
22651 (04.03.520.3),BN022651,Eldshöfði 5,Hækkun frá fyrri samþ.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að hækka húsið á lóðinni nr. 5 við Eldshöfða frá því sem samþykkt var 13. apríl 1999, til samræmis við aðliggjandi hús. Jafnframt er sótt um stækkun á milligólfum og um björgunarop á norðurvegg.  Erindinu fylgir mæling mælingardeildar borgarverkfræðings á hæðarafsetningu Eldshöfða nr. 3 dags. 19. mars 2001.  Nýjar stærðir: 1. hæð með milligólfi xx ferm., rúmmál., xx rúmm. xxx   Gjald kr. 4.100 + xxx"
