nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43930 (04.60.350.3),BN043930,Álfab. 12-16/Þönglab.,Þönglabakki 1-6 - rétta brú,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að rétta úr bogabrú á 3. hæð milli Þönglabakka 1 og 6 á lóð nr. Álfabakki 12-16/Þönglabakki 1-6.  Stækkun 4,48 rúmm.  Gjald kr. 8.000 + 358"
43861 (01.43.430.1),BN043861,Álfheimar 74,Innri breytingar 7. hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt eru leyfi til að breyta áður samþykktu erindi BN042810 þar sem settar eru nýjar hurðir í gang og rennihurðir í millirými í mhl. 02 á 7. hæð hússins á lóð nr. 74 við Álfheimar.  Bréf frá hönnuði dags. 15. nóv. 2011 og samþykki eiganda dags. 29. nóv. 2011 fylgir.  Gjald kr. 8.000
43938 (01.26.410.5),BN043938,Ármúli 21,reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um samþykkt á reyndarteikningu þar sem gerð er grein fyrir breytingum á ákvæðum um brunavarnir frá nýsamþykktu erindi, sjá BN043797, í kjallara og á 1. hæð atvinnuhúss á lóð nr. 21 við Ármúla.  Gjald kr. 8.000"
43948 (01.18.632.1),BN043948,Baldursgata 32,Niðurrif,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til niðurrifs, vegna fyrirhugaðrar uppbyggingar skv. skipulagi frá 2009, einbýlishússins á lóðinni nr. 32 við Baldursgötu.  Meðfylgjandi er bréf arkitekts dags. 8.12. 2011.  Gjald kr. 8.000"
43949 (01.18.632.2),BN043949,Baldursgata 34,Niðurrif,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til niðurrifs, vegna fyrirhugaðrar uppbyggingar skv. skipulagi frá 2009, einbýlishússins á lóðinni nr. 34 við Baldursgötu.  Meðfylgjandi er bréf arkitekts dags. 8.12. 2011.   Gjald kr. 8.000"
43903 (01.13.550.2),BN043903,Bárugata 21,reyndarteikning,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Enda séu veggir lóðanna 19 og 21 að götu jafnháir, og veggur á lóðarmörkum jafnhár þeim veggjum sem fyrir eru. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um samþykki á reyndarteikningu sem sýnir nýjan útgang úr stofu á austurhlið annarrar hæðar út á bílskúrsþak, byggingu palls með grindverki og skjólvegg á bílskúrsþakinu til samræmis við sams konar mannvirki á Bárugötu 19, sbr. umsögn skipulagsstjóra dags. 9. nóvember 2011,  við íbúðarhús á lóð nr. 21 við Bárugötu.  Gjald kr. 8.000"
43943 (01.18.021.2),BN043943,Bergstaðastræti 14,lagfæra glugga og svalahurð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að endurnýja glugga og svalahurð/glugga í upphaflegri mynd á þriðju hæð fjölbýlishússins á lóðinni nr. 14 við Bergstaðastræti.  Meðfylgjandi er bréf umsækjenda dags. 3.12. 2011 og samþykki meðeigenda dags. 15.11. 2011.  Gjald kr. 8.000
43901 (01.23.000.2),BN043901,Borgartún 26,"innrétta 2. hæð, austur",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að innrétta austurhluta 2. hæðar verslunar- og skrifstofuhússins á lóð nr. 26 við Borgartún.  Gjald kr. 8.000
43900 (01.21.910.1),BN043900,Borgartún 33,"Hækka hús, nýtt stigahús, varaaflstöð",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að hækka um eina hæð og byggja einnar hæðar viðbyggingu fyrir varaaflstöð og nýtt stigahús á norðurhlið skrifstofuhúss á lóð nr. 33 við Borgartún.  Jafnframt er erindi BN043086 dregið til baka.  Stækkun:  1.017,6 ferm., 2.418,8 rúmm.  Gjald kr. 8.000 + 273.504"
43902 (00.01.800.0),BN043902,Brautarholt 1 125660,byggja golfskála,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja golfskála fyrir veitingasölu í flokki II úr timbri á steyptum undirstöðum með flötu þaki á jörðinni Brautarholt 1 með landnúmeri 125660.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 9. desember 2011 fylgir erindinu , útskrift úr gerðabók skipulagsstjóra dags. 12.12. 2011 og bréf hönnuðar dags. 7.12. 2011  Stærðir brúttó: 118,3 ferm., 378,6 rúmm.  Gjald kr. 8.000 + 30.288"
43774 (01.46.610.1),BN043774,Faxafen 10,Tattústofa,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að opna húðflúrstofu í eignarhluta 0104 og hluta af eignarhluta 0103  í húsnæðinu á lóð nr. 10 við Faxafen.  Gjald kr. 8.000 + 8.000
43428 (01.29.600.2),BN043428,Fellsmúli 10A,klæðning,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að klæða að utan með sléttum álplötum, dreifistöð Orkuveitu Reykjavíkur á lóð nr. 10A við Fellsmúla  Meðfylgjandi er bréf Orkuveitunnar dags 6.7. 2011 og tölvupóstur sömu aðila dags. 18.8. 2011. Einnig samþykki húsfélaganna Fellsmúla 10 og 12.  Gjald kr. 8.000"
43893 (01.08.760.3),BN043893,Fiskislóð 45,br. glugga norðurhlið,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að síkka og breikka glugga á norðurhlið 2. hæðar í húsinu á lóð nr. 45 við Fiskislóð.   Gjald kr. 8.000
43612 (04.36.470.1),BN043612,Fylkisvegur 9,eimbað og pottur,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja nýtt eimbað við suðvesturhlið, koma fyrir nýrri setlaug á laugarbakka og til að stækka tæknirými í kjallara Árbæjarlaugar á lóð nr. 9 við Fylkisveg.  Stækkun:  Kjallari 42 ferm., 1. hæð 8,1 ferm.  Samtals:  50,1 ferm., 160,4 rúmm.  Gjald kr. 8.000 + 12.832"
43931 (05.05.640.4),BN043931,Gerðarbrunnur 20-22,breyta tröppum,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til breyta útitröppum sbr. erindið BN038485 á vesturhlið parhússins nr. 20 á lóð nr. 20-22 við Gerðarbrunn.   Gjald kr. 8.000
