nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43344 (01.14.030.8),BN043344,Austurstræti 17,hurð milli húsa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja hurð af 2. hæð Austurstrætis yfir í stigagang  Lækjartorg 1 í húsnæðinu á lóð nr. 17 við Austurstræti.  Gjald kr. 8.000
43066 (01.14.050.6),BN043066,Austurstræti 22,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á uppfærðum teikningum sjá erindi BN040705, BN040706 og BN040707 af húsi á lóð nr. 2 við Lækjargötu.  (Innréttingar í rýmum 0001, 0002, 0003 og 0101 koma fram í erindi BN042927.)  Jafnframt er erindi BN043000 dregið til baka.  Meðfylgjandi er bréf arkitekts dags. 19. maí 2011.  Stækkun ??.  Gjald kr. 8.000 + ??"
43353 (04.73.110.1),BN043353,Árvað 5,taka í notkun miðhluta skóla,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að taka miðhluta Norðlingaskóla sbr. erindi BN037329 í notkun það er áfangaskipta byggingarleyfi en hann stendur á lóð nr. 5 við Árvað.  Gjald kr. 8.000
42358 (01.18.520.2),BN042358,Bergstaðastræti 40,"endurnýja anddyri, kjallara og útitröppur",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997 vegna framkvæmda við anddyri. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að endurnýja anddyri við kjallarainngang og útitröppur á 1. hæð við norðurgafl og sameina matshluta 01 og 02 í einn og samþykki fyrir núverandi fyrirkomulagi með einni íbúð í viðbyggingu og þrem íbúðum í aðalhúsi, einni á hverri hæð,  í íbúðarhúsi á lóð nr. 40 við Bergstaðastræti.  Meðfylgjandi er samþykki eigenda, bréf arkitekts dags. 20.12. 2010, áætlun um endurbætur, eignaskiptasamningur dags. 5. jan. 1993, kaupsamningur og afsal dags. 5. jan. 1993, yfirlýsing um skipti á dánarbúi dags. 21. okt. 1974, virðingarmöt dags. 21.5. 1930, 1.4. 1951 og 30.4. 1980, íbúðarskoðun fyrir kjallaraíbúð dags. 9.9. 2000, bréf arkitekts dags. 18. júlí 2011  Gjald kr. 7.700 + 8.000"
43358 (01.71.301.7),BN043358,Blönduhlíð 25,endurnýjun á BN040691,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um endurnýjun á byggingarleyfi BN040691, sem samþykkt var 20.7. 2010 og fjallar um leyfi til að byggja steinsteypta bílgeymslu við fjölbýlishúsið á lóð nr. 25 við Blönduhlíð.  Gjald kr. 8.000"
43293 (01.22.010.7),BN043293,Borgartún 8-16,H1 3. og 4. hæð breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta skrifstofur á 3. og 4. hæð í rými 0301 og 0401 í Höfðatúni 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 8.000
43347 (01.24.120.3),BN043347,Brautarholt 4-4A,breytingar inni í mhl.02 og neyðarstigi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að stækka gistiheimili á 3. og 4. hæð og koma fyrir neyðarstiga á suðurhlið atvinnuhúss (mhl.02) á lóð nr. 4 við Brautarholt.  Erindi fylgir samþykki eins meðeiganda dags. 30. apríl 2010.  Jafnframt er erindi BN041599 dregið til baka.  Gjald kr. 8.000
43230 (01.16.233.8),BN043230,Brávallagata 26,áður gerð íbúð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til að útbúa íbúð í kjallara og  samþykkt á reyndarteikningu af fjölbýlishúsi á lóð nr. 26 við Brávallagötu.  Erindi fylgir samþykki meðlóðarhafa áritað á uppdrátt ódagsett.  Gjald kr. 8.000 + 8.000
40884 (01.35.100.1),BN040884,Brúnavegur 13,breyta D3 álmu,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að byggja við á 3. hæð setstofu með því að breikka gang út á svalir að hluta í suðurhlið á  D- álmu  í dvalaheimilinu Hrafnistu á lóð nr. 13 við Brúnaveg.  Stækkun: 10,5 ferm. 36 rúmm.   Gjald kr. 7.700 + 2.772"
43303 (02.45.610.1),BN043303,Fossaleynir 1,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að sameina matshluta 01 og 03, innrétta keiluhöll á 1. hæð kvikmyndahúss, endurútgefa heildarteikningar, leggja fram nýja skráningartöflu ásamt ýmsum smærri breytingum á Egilshöll á lóð nr. 1 við Fossaleyni.  Gjald kr. 8.000"
43324 (01.17.303.0),BN043324,Frakkastígur 7,breyta kaffihúsi úr fl. 2 í fl. 3,Synjað. Með vísan til umsagnar skipulagsstjóra frá 29. maí 2009.,Sótt er um leyfi til að breyta texta á áður samþykktu erindi BN041281 þar sem sótt er um að breyta veitingastað í mh. 03 sem er í fl. II í fl. III í húsnæðinu á lóð nr. 7 við Frakkastíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 22. júlí 2011 fylgir erindinu ásamt eldri umsögn skipulagsstjóra dags 29. maí 2009.  Gjald kr. 8.000
43340 (01.18.341.5),BN043340,Fríkirkjuvegur 7,reyndarteikningar (brunahönnun),Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum og brunahönnun ásamt því að setja opnanleg fög í glugga á safnbúð og kaffistofu í Listasafni Íslands á lóð nr. 7 við Fríkirkjuveg.  Gjald kr. 8.000
43296 (02.86.160.1),BN043296,Funafold 97,breyta innra og útlit fyrirkomulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra fyrirkomulagi , eldhús og borðstofa sameinuð, forstofa stækkuð og að breyta útliti þar sem komið er fyrir nýrri útihurð og breyta gluggum á einbýlishúsinu á lóð nr. 97 við Funafold.   Umsögn burðarvirkishönnuðar ódags. fylgir.  Gjald kr. 8.000"
43255 (01.16.121.2),BN043255,Garðastræti 45,breyting 1. hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að fjarlægja burðarvegg á milli stofu og gangs og til að sameina stofu við eldhús á 1. hæð í rými 0102 í fjölbýlishúsinu nr. 45 við Garðastræti.   Umsögn burðarvirkishönnuðar fylgir dags. 19. júlí 2011.  Gjald kr. 8.000
43346 (01.11.410.2),BN043346,Grandagarður 79-93,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum mhl. 01 til 08 þar sem kemur fram milliloft í mhl 07 og innri skipan í öðrum mhl. á lóð nr. 79-93 við Grandagarð. Stækkun millilofts: XX ferm.  Gjald kr. 8.000
43334 (01.18.210.1),BN043334,Grettisgata 2A,breyting inni,Frestað. Lagfæra skráningartöflu.,Sótt er um leyfi fyrir breytingum innanhúss sem felast í breyttum ræstikompum á 2. og 3. hæð og breyttu björgunaropi á 1. hæð sbr. nýsamþykkt erindi BN043156 fyrir 14 eininga gistihús á lóð nr. 2A við Grettisgötu.  Gjald kr. 8.000
43290 (01.18.361.0),BN043290,Hellusund 3,breyta í íbúðarhús,Frestað. Vísað til athugasemda eldvarnareftirlits á umsóknarblaði.,Sótt er um leyfi til að breyta atvinnuhúsnæði sem upphaflega var einbýlishús aftur í einbýlishús á lóð nr. 3 við Hellusund.  Gjald kr. 8.000
43329 (01.08.520.1),BN043329,Hólmaslóð olíustöð 3,stálgeymir,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til setja upp stálgeymi mhl. 15 byggðan í samræmi við staðal NS1544 fyrir olíu i flokki III. 1.  á lóð nr. 3 við Hólmaslóð olíustöð.  Stærð geymis: 412,6 ferm., 6.724,5  Gjald kr. 8.000 + 537.960"
43291 (04.11.370.3),BN043291,Jónsgeisli 41,reyndarteikning,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki á reyndarteikningum vegna lokaúttektar á einbýlishúsi á lóð nr. 41 við Jónsgeisla.   Umboð frá eiganda Jónsgeisla 39 vegna lóðmörk dags. 18. júlí 2011 fylgja.  Gjald kr. 8.000
43352 (01.17.211.6),BN043352,Laugavegur 37,fjölgun eignahluta,Synjað. Umsótt rými geta ekki staðið sem sjálfstæðir eignarhlutar.,Sótt er um leyfi til að fjölga eignarhlutum úr þremur í fjóra þar sem rými 0203 verður í eigu 0101 og 0401 verður í eigu 0301 í húsinu á lóð nr. 37 við Laugaveg.  Gjald kr. 8.000
43345 (01.14.030.9),BN043345,Lækjartorg 1,hurð milli húsa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja hurð í stigagangi á milli 1. og 2. hæðar Lækjatorgs 1 yfir á 2. hæð Austurstrætis 17 á lóð nr. 1 við Lækjartorgi.  Gjald kr. 8.000
