nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43043 (01.13.650.5),BN043043,Aðalstræti 12,breyting inni,Áskilin lokaúttekt byggingarfulltrúa.Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta loftræsilögnum í kjallara og á 1. hæð og endurnýja loftstokka utanhúss og breyta ræstigeymslu í kjallara í veitingahúsi á lóð nr. 12 við Aðalstræti.  Bréf um brunavarnir dags. 13. ágúst 2011 fylgir.  Gjald kr. 8.000
43191 (01.28.030.2),BN043191,Álftamýri 43-57,"nr. 43, byggja yfir svalir",Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til þess að byggja viðbyggingu úr timbri yfir svalir og bílgeymslu hússins nr. 47 á lóðinni nr 43-57 við Álftamýri.  Samþykki sumra meðeigenda fylgir dags. 10. maí 2011.  Stækkun: 36,1 ferm., XX rúmm.  Gjald kr. 8.000 + XX"
43078 (01.18.401.0),BN043078,Bergstaðastræti 16,breyta í einbýli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breyta í einbýlishús, sjá erindi BN041830, fjölbýlishúsinu á lóð nr. 16 við Bergstaðastræti.  Meðfylgjandi er samþykki nágranna á Spítalastíg 4, 6 og 6A og Bergstaðastræti 18 við frágangi á lóðamörkum.  Gjald kr. 8.000"
43169 (01.18.401.2),BN043169,Bergstaðastræti 22,þaksvalir,"Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað til uppdráttar 01og 02, dags. 7. júní 2011",Sótt er um leyfi til að byggja þaksvalir á gamla steinbæinn á lóð nr. 22 við Bergstaðastræti.  Meðfylgjandi er umsögn Húsafriðunarnefndar dags. 20.6. 2011  Gjald kr. 8.000
43196 (01.22.010.7),BN043196,Borgartún 8-16,H1 breyting inni,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að innrétta skrifstofur á 11. hæð í rými 1101 Höfðatúni 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 8.000
43163 (01.08.750.2),BN043163,Fiskislóð  28-30,30 - reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á áður gerðum breytingum, gönguhurð sett í bílskúrshurð og brunaviðvörunarkerfi sett upp í iðnaðarhúsi nr. 30 á lóð nr. 28-30 við Fiskislóð.  Gjald kr. 8.000"
43201 (02.69.560.1),BN043201,Freyjubrunnur 22-32,nr.28 aðskilið byggingarleyfi,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að aðskilja byggingarleyfi BN037034 dags. 13. nóv. 2007  fyrir mhl. 04 sem er raðhúsið nr. 28 á lóð nr. 22-32  við Freyjubrunn.  Gjald kr. 8.000
43173 (02.69.560.1),BN043173,Freyjubrunnur 22-32,nr. 24 aðskilið byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að aðskilja byggingarleyfi BN037034 dags. 13. nóv. 2007  fyrir mhl. 02 sem er raðhúsið nr. 24 á lóð nr. 22-32  við Freyjubrunn.  Gjald kr. 8.000
43200 (02.69.560.1),BN043200,Freyjubrunnur 22-32,nr. 26 aðskilið byggingarleyfi,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að aðskilja byggingarleyfi BN037034 dags. 13. nóv. 2007  fyrir mhl. 03 sem er raðhúsið nr. 26 á lóð nr. 22-32  við Freyjubrunn.  Gjald kr. 8.000
43202 (02.69.560.1),BN043202,Freyjubrunnur 22-32,nr. 30 aðskilið byggingarleyfi,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að aðskilja byggingarleyfi BN037034 dags. 13. nóv. 2007  fyrir mhl. 05 sem er raðhúsið nr. 30 á lóð nr. 22-32  við Freyjubrunn.  Gjald kr. 8.000
43203 (02.69.560.1),BN043203,Freyjubrunnur 22-32,nr. 32 aðskilið byggingarleyfi,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að aðskilja byggingarleyfi BN037034 dags. 13. nóv. 2007  fyrir mhl. 06 sem er raðhúsið nr. 32 á lóð nr. 22-32  við Freyjubrunn.  Gjald kr. 8.000
43064 (05.05.330.5),BN043064,Friggjarbrunnur 34-40,nr. 36 aðskilið byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir aðskildu byggingarleyfi á hús nr. 36 í raðhúsinu á lóð nr. 34 - 40 við Friggjarbrunn. Sbr. BN036159 samþykkt 10. júlí 2007.  Gjald kr. 8.000
43190 (01.11.730.7),BN043190,Geirsgata 7-7C,7b breyting inni,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að setja hurð á milli 1. hæðar og 2. hæðar í veitingastaðnum í flokki II í húsnæðinu nr. 7B á lóð nr. 7-7C við Geirsgötu.  Samþykki frá eiganda dags. 10. júní 2011, fylgir málinu.  Gjald kr. 8.000"
42924 (01.11.520.8),BN042924,Grandagarður 1,viðbygging 1. áfangi,Frestað. Vísað til athugasemda eldvarnareftirlits á umsóknarblaði.,"Sótt er um leyfi til að byggja tveggja hæða steinsteypta viðbyggingu til vesturs við atvinnuhúsið á lóð nr. 1 við Grandagarð.  Jafnframt er lagt til að erindi BN040679 verði fellt úr gildi.  Stækkun:  1. hæð 157,2 ferm., 2. hæð 128,1 ferm.  Samtals:  285,6 ferm., 1.343,1 rúmm.  Gjald kr. 8.000 + 107.448"
43157 (01.19.000.3),BN043157,Grettisgata 28B,klæða austurgafl,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að klæða yfir holstein á austurgafli með bárujárni á 50 mm lektur, fyllt milli þeirra með þétt ull, sbr. samþykkt erindi dags. 30.6. 1994 og fjarlægja skorstein á húsi á lóð nr. 28B við Grettisgötu.  Gjald kr. 8.000"
43105 (04.30.400.1),BN043105,Grjótháls 7-11,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að endurnýja kaldavatnslagnir skv. meðfylgjandi yfirlitsuppdrætti arkitekts og uppdráttum Þorsteins Magnússonar verkfræðings í verksmiðjuhúsi Ölgerðarinnar á lóð nr. 7-11 við Grjótháls.  Meðfylgjandi er bréf arkitekts ódags.  Gjald kr. 8.000
