nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54709 (01.62.970.2),BN054709,Arnarhlíð 8,Fjölbýlishús,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja þriggja til fimm hæða fjölbýlishús með 157 íbúðum og atvinnuhúsnæði á hluta jarðhæðar ásamt tveggja hæða bílgeymslu á lóð nr. 8 við Arnarhlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. júní 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 8. júní 2018.  Stærðir:  A-rými 31.088,1 ferm., 100.702,7 rúmm.  B-rými 1.403,4 ferm., 4.069,9 rúmm.  Bréf arkitekts dags. 05.06.2018 og ódags. fylgja erindi.  Gjald kr. 11.000"
54892 (01.11.980.1),BN054892,Austurbakki 2,Breyting á erindi BN048688,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN048688, m.a. fækka íbúðum í T1, T2 og T3 úr 36 í 30, breyta inngöngum í verslanir, gluggum, útfærslu á spori hafnargarðs, geymslum, stigahúsum á þökum bygginga, tæknirýmum og geymslum í kjallara og handriðum, bætt við lagnastokk í L1 og ýmsum brunakröfum breytt á reit 1, 2 og 11 á lóð nr. 2 við Austurbakka.  Erindi fylgir yfirlit og greinargerð um breytingar dags. 12. júní 2018.  Stærðir:    Gjald kr. 11.000"
54942 (01.84.710.1),BN054942,Áland 1,Viðbygging með þaksvölum til austurs,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess að byggja einnar hæðar viðbyggingu við einbýlishús  úr steinsteypu á lóðinni nr. 1 við Áland.  Stærðir: 59,3 ferm., 183,8 rúmm.  Gjald kr. 11.000"
54834 (01.29.320.3),BN054834,Ármúli 34,Breyta 2. og 3. hæð í gistiheimili  05131550,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja brunastiga á austurgafl og innrétta gististað í flokki II, teg. b fyrir 36 gesti á 2. og 3. hæð húss á lóð nr. 34 við Ármúla.  Erindi fylgir umsögn burðarvirkishönnuðar dags. 31. maí 2018, samþykki meðeiganda dags. 7. júní 2018 og brunahönnun dags. 5. júní 2018.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. júní 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 29. júní 2018.  Gjald kr. 11.000"
54831 (01.35.312.1),BN054831,Ásvegur 11,"Ofanábygging, svalir og flr.",Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 6. júlí 2018 og vísað til athugasemda.,"Sótt er um leyfi til að byggja hæð ofaná, innrétta íbúð í kjallara, byggja svalir og utanáliggjandi stigahús, skipta húsi í tvær eignir og innrétta geymslur í bílskúr húss á lóð nr. 11 við Ásveg.  Stækkun:  xx ferm.  Stærð eftir stækkun:  216,5 ferm., 448,7 rúmm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 6. júlí 2018.  Gjald kr. 11.000"
54800 (04.23.540.4),BN054800,Bleikjukvísl 11,Yfirbygging yfir verönd,Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 5. júlí 2018 og vísað til athugasemda.,"Sótt er um leyfi til að setja léttbyggða pergólu yfir verönd sem tilheyrir einbýlishúsi þannig að B rými myndast á lóð nr. 11 við Bleikjukvísl.  Stækkun B rýmis: XX ferm., XX rúmm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 5. júlí 2018.  Gjald kr. 11.000"
54947 (02.42.530.2 03),BN054947,Brúnastaðir 31,Leyfi til að breyta óútgröfnu rými í kjallara (vegna lokaúttektar),Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að taka í notkun óuppfyllt rými í mhl. 03 og fjarlægja glugga á baðherbergi í raðhúsi nr. 31 á lóð nr. 27-31 við Brúnastaðir.   Stækkun mhl. 03 er :  XX ferm., XX rúmm.   Gjald kr. 11.000"
54896 (04.30.960.1),BN054896,Bæjarháls 1,Klæða yleiningar á þaki með bárustáli.,Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi til að koma fyrir lektum ofan á þak mhl. 08 sem er byggt upp með yleiningum og klæða það með bárustáli og verða núverandi rennur og niðurföll óbreytt á húsinu á lóð nr. 1 við Bæjarháls.  Greinargerð burðarvirkjahönnuðar dags. 11. apríl 2018 og umsögn um ástand hús dags. 19. jan. 2018.  Gjald kr. 11.000
52838 (01.71.300.6),BN052838,Drápuhlíð 36,Bílskúr,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja staðsteyptan bílskúr við austurhlið lóðar að lóðarmörkum nr. 38  á lóð fjölbýlishúss nr. 36 við Drápuhlíð.  Bréf frá hönnuði dags. 9. maí 2017, Eignaskiptayfirlýsing dags. 20 nóv. 2011 og  bréf hönnuðar dags. 31. maí með samþykki sumra dags. 26. maí 2017 fylgir.  Útskrift úr gerðabók umhverfis- og skipulagsráðs frá 6. september 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 1. september 2017.  Einnig bréf frá Local lögmönnum dags. 14. desember 2017 og svarbréf skrifstofu sviðsstjóra dags. 26. apríl 2018.  Erindi var grenndarkynnt fyrir hagsmunaaðilum að Drápuhlíð 34,35,36,37,38 og Blönduhlið 25 og 27 frá 30. júní 2017 til og með 28. júlí 2017. Eftirtaldir aðilar sendu athugasemdir: Hildur Sólveig Pétursdóttir hrl. f.h. Ásgerðar Vigfúsdóttur, dags. 17. júlí 2017 og Steinar Jens Friðgeirsson, dags. 28. júlí 2017.  Stærð bílskúr:  26,3 ferm., 80,1 rúmm.  Gjald kr. 11.000"
54937 (34.53.540.1),BN054937,Esjumelur 5-5A,Fjölga rýmum,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að fjölga eignarhlutum úr fimm í sex í mhl. 02 og gerð er  grein fyrir áður gerðri viðbyggingu sem var samþykkt með erindi BN035496 en byggingaleyfið var aldrei gefið út. Viðbyggingin verður hluti af mhl. 02 á lóð nr. 5-5A við Esjumel.  Stækkun áður gerðar viðbyggingar er: XX ferm. XX rúmm.  Gjald kr. 11.000
54959 (01.29.710.1),BN054959,Fellsmúli 24,Breyting á brunaskýrslu Eflu í Byggingarlýsingu.,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta byggingalýsingu sem felst í því að tilvísun í dagsetningu brunaskýrslu brunahönnuðar er leiðrétt fyrir hús á lóð nr. 24 við Fellsmúla.  Umsögn brunahönnuðar dags. 11. júlí 2018 fylgir erindinu.  Bréf hönnuðar dags. 11.06.2018 fylgir erindi.  Gjald kr. 11.000
54868 (01.08.650.1),BN054868,Fiskislóð 37B,Fjölga bílastæðum,Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 6. júlí 2018.,"Sótt er um leyfi til að breyta erindi BN052515 þannig að bílastæðum er fjölgað, reiðhjólastæði flutt og rafhleðslustöðvum komið fyrir á lóð nr. 37B við Fiskislóð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 6. júlí 2018.  Gjald kr. 11.000"
54840 (01.08.760.2),BN054840,Fiskislóð 49-51,Breytingar á anddyri,Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 6. júlí 2018 og vísað til athugasemda.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN052100 þannig að anddyri er stækkað á húsinu nr. 51 á lóð nr. 49- 51 við Fiskislóð.  Stækkun á anddyri er: XX ferm. XX rúm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 6. júlí 2018.  Gjald kr. 11.000"
54938 (01.18.212.3),BN054938,Frakkastígur 14A,Leyfi til að reka gististað í flokki II,Frestað. Vísað til athugasemda og málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi fyrir gististað í flokki II tegund g fyrir 14 gesti ásamt leyfi til að setja flóttasvalir og björgunarop á norðurhlið húss á lóð nr. 14A við Frakkastíg.  Gjald kr. 11.000
54788 (02.69.570.2),BN054788,Freyjubrunnur 3-5,"Innrétta kjallara, taka í notkun lagnarými",Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að innrétta lagnakjallara sem íverurými, gera nýjar hurðir og glugga, svalir á fyrstu hæð og útitröppur beggja vegna og aðlaga lóð til samræmis við aðliggjandi lóðir við hús á lóð nr. 3-5 við Freyjubrunn.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 22. júní 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 21. júní 2018.  Stækkun vegna breytinga:  Hús nr. 3 mhl. 01:  99,4 ferm., 286,5 rúmm.  Hús nr. 5 mhl. 02:  79,5 ferm., 214,6 rúmm.   Samals stækkun: 178,9 ferm., 501,1 rúmm.  Gjald kr. 11.000"
54740 (04.36.470.1),BN054740,Fylkisvegur 9,"Kaldur pottur o.fl   
Verkbeiðni 148602",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja upp kaldan pott á útisvæði og sameina tvö rými við innilaug til að útbúa skiptiklefa með aðstöðu fyrir fólk með fötlun, á lóð nr. 9 við Fylkisveg.  Gjald kr. 11.000"
54883 (05.11.380.6),BN054883,Gissurargata 6,Einbýlishús,Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 6. júlí 2018 og vísað til athugasemda.,"Sótt er um leyfi til að byggja tveggja hæða einbýlishús, neðri hæð verður steinsteypt með varmamótum, efri hæð úr timbri og klætt að utan með láréttri sementsfiber klæðningu, á lóð nr. 6 við Gissurargötu.  Orkurammi á teikningu nr. 101.  Stærð hús er:  331,9 ferm., 1.160,9 rúmm.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 6. júlí 2018.  Gjald kr. 11.000"
54940 (01.17.432.2),BN054940,Grettisgata 71,Svalir á suðurhlið 3 hæðar,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að byggja svalir á suðurhlið og koma fyrir hurð út á þær frá íbúð 0301 í húsinu á lóð nr. 71 við Grettisgötu.   Gjald kr. 11.000
54961 (01.55.--9.7),BN054961,Hagatorg 1,Breytingar innanhúss,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta erindi BN052807 sem felst í minni háttar breytingum á innra skipulagi á 1. hæð, rými 0101, í húsi á lóð nr. 1 við Hagatorg.  Gjald kr. 11.000"
