nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54709 (01.62.970.2),BN054709,Arnarhlíð 8,Fjölbýlishús,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja þriggja til fimm hæða fjölbýlishús með 157 íbúðum og atvinnuhúsnæði á hluta jarðhæðar ásamt tveggja hæða bílgeymslu á lóð nr. 8 við Arnarhlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. júní 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 8. júní 2018.  Stærðir:  A-rými 31.090,0 ferm., 100.702,8 rúmm.  B-rými 1.403,4 ferm., 4.069,9 rúmm.  Bréf arkitekts dags. 05.06.2018 og ódags. fylgja erindi.  Gjald kr. 11.000"
54818 (01.38.110.2),BN054818,Austurbrún 6,Breyting á áður samþykktu erindi BN051412,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.",Sótt er um breytingu á erindi BN051412 sem felst í því að gluggasetningu er breytt og sorpgerði fært í húsi á lóð nr. 6 við Austurbrún.  Gjald kr. 11.000
54942 (01.84.710.1),BN054942,"42"">Áland 1",Viðbygging með þaksvölum til austurs,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja einnar hæðar viðbyggingu við einbýlishús úr steinsteypu á lóðinni nr. 1 við Áland.  Stærðir: 59,3 ferm., 183,8 rúmm.  Gjald kr. 11.000"
54925 (01.18.441.3),BN054925,Bergstaðastræti 29,Reyndarteikningar af núverandi húsi,Frestað. Vísað til athugasemda.,Sótt er um leyfi fyrir áður gerðum breytingum í húsi á lóð nr. 29 við Bergstaðastræti.  Gjald kr. 11.000
54974,BN054974,Blikastaðavegur 2-8,Breyting inni - Bil merkt I og J (mátlínur 11 - 15) (BN052943),Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta erindi BN052943 þannig að brunavarnir og dyr er færðar til í húsi á lóð nr. 2-8 við Blikastaðaveg.  Gjald kr. 11.000
54897 (01.22.010.7),BN054897,Borgartún 8-16A,"Innrétta lyfjaverslun, Katrínartún 4",Frestað. Vísað til athugasemda.,Sótt er um leyfi til að innrétta lyfjaverslun á jarðhæð og færa snyrtingar við stigakjarna ásamt því að uppfæra skráningartöflu sem fórst fyrir að gera við síðustu breytingar þegar 40 m2 færðust á milli rýma 0101 og 0105 í húsi nr. 4 við Katrínartún á lóð nr. 8-16 við Borgartún.  Gjald kr. 11.000
54849 (01.24.120.5),BN054849,Brautarholt 8,Breyta vinnustofu í íbúð,"Frestað. Vísað til athugasemda og málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Uppdrættir nr. BR-8-100, 202, 302, 402 dags. 11. júlí 2018.","Sótt er um leyfi til að breyta vinnustofu, rými 0202, í íbúð og koma fyrir svölum og björgunaropum í gluggum á vesturhlið í húsi á lóð nr. 8 við Brautarholt.  Samþykki meðeigenda ódags. fylgir ásamt bréfi aðalhönnuðar dags. 28.05.2018.  Lögð er fram umsögn skipulagsfulltrúa dags. 06.04.2018 við fyrirspurn SN180207.  Gjald kr. 11.000"
54896 (04.30.960.1),BN054896,Bæjarháls 1,Klæða yleiningar á þaki með bárustáli.,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að koma fyrir lektum ofan á þak mhl. 08 sem er byggt upp með yleiningum og klæða með bárustáli og verða núverandi rennur og niðurföll óbreytt á húsi á lóð nr. 1 við Bæjarháls.  Greinargerð burðarvirkjahönnuðar dags. 11. apríl 2018 og umsögn um ástand hús dags. 19. janúar 2018.  Gjald kr. 11.000 +11.000
54979 (04.30.430.1),BN054979,Dragháls 28-30/F.....,Breyting á BN050847 vegna lokaúttektar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN050847 þannig að innra skipulagi rýma 0101, 0102 og 0105 er breytt og eignum fjölgað úr fimm í sjö í húsi á lóð 27-29 við Fossháls/28-30 Dragháls.  Gjald kr. 11.000"
54987 (01.63.4-9.9),BN054987,Eggertsgata 2-34,Breyting á BN053845,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN053096 þannig að eignum er fjölgað úr fjórum í sex eignir, hurð sett í staðinn fyrir glugga snyrtingum er breytt og eldhús endurhannað í leikskóladeild í húsum nr. 30, 32 og 34 á lóð nr. 2-34 við Eggertsgötu.  Bréf hönnuðar sem lýsir breytingum dags. 10. júlí 2018 fylgir erindi.  Gjald kr. 11.000"
54638 (01.13.654.0),BN054638,Fischersund 3,Endurnýjun/sameining byggingarleyfa,Frestað. Vísað til athugasemda.,"Sótt er um breytingu á erindi BN051312 sem felst í því að byggja nýjar svalir og breyta gluggum ásamt því að gera gististað í flokki lll - tegund b, stærra gistiheimili fyrir ? gesti, í húsi á lóð nr. 3 við Fischersund.  Gjald kr. 11.000"
54362 (01.82.440.3),BN054362,Garðsendi 3,Stækka hús,Frestað. Vísað til athugasemda og með vísan til umsagnar skipulagsfulltrúa dags. 5. júlí 2018.,"Sótt er um leyfi til að byggja viðbyggingu til suðurs og klæða efstu hæð með málmklæðningu í húsi á lóð nr. 3 við Garðsenda.  Lögð er fram umsögn skipulagsfulltrúa dags. 16. febrúar 2018.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 5. júlí 2018.  Stækkun: 72,3 ferm., 354,3 rúmm.  Gjald kr. 11.000"
