nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54742 (01.45.140.1),BN054742,Arkarvogur 2,Fjölbýlishús og bílageymsla,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja 3 - 5 hæða fjölbýlishús, fjórar byggingar, staðsteyptar, einangraðar og klæddar að utan, með 162 íbúðum og bílgeymslu fyrir 162 bíla á lóð nr. 2 við Arkarvog.  Erindi fylgir greinargerð um hljóðvist dags. 5. júlí 2018 og yfirlitsmynd um ofanvatnslausnir o.fl varðandi lóð frá Landslag ódagsett.  Einnig fylgir útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. júní 2018, ásamt umsögn skipulagsfulltrúa dags. 15. júní 2018 ásamt því að lögð er fram umsögn skipulagsfulltrúa dags. 20. júlí 2018.  Stærð, A-rými:  23.357,5 ferm., 77.506,2 rúmm.  B-rými:  762,4ferm.  Samtals:  23.206,6 ferm  Gjald kr. 11.000"
55220 (01.43.430.1),BN055220,Álfheimar 74,Endurnýja glugga 2. hæð,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta og endurnýja glugga að setja láréttan póst á glugga og minnka þar með opnanlegu fögin.  á 2. hæð húss á lóð nr. 74 við Álfheima.  Gjald kr. 11.000
54969 (04.06.200.1),BN054969,Bíldshöfði 9,Lagfærðar brunamerkingar á 1. hæð,Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi til að breyta erindi BN052079 vegna lokaúttektar sem felst í lagfæringu á brunamerkingum í rými 0103 í húsi á lóð nr. 9 við Bíldshöfða.  Gjald kr. 11.000
55115 (01.24.120.3),BN055115,Brautarholt 4-4A,Stækka 4 hæð,Frestað. Erindið er til umfjöllunar hjá skipulagsfulltrúa.,"Sótt er um leyfi til að endurskipuleggja 2. og 3. hæð, stækka 4. hæð yfir svalir til suðurs og innrétta þar 11 gistirými sem verða viðbót við núverandi gististað í flokki II, teg. b fyrir samtals 66 gesti í 32 herbergjum í húsi nr. 4 á lóð nr. 4-4A við Brautarholt.  Erindi fylgir samþykki meðlóðarhafa dags. 17. september 2018.  Stækkun:  46,2 ferm., 82,2 rúmm.  Gjald kr. 11.000"
55206 (01.13.422.1),BN055206,Bræðraborgarstígur 16,Reyndarteikningar,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að sameina ásamt því að gerð er grein fyrir áður gerðum breytingum á innra skipulagi 2. hæðar og gluggum á bakhlið 1. hæðar húss á lóð nr. 16 við Bræðraborgarstíg.  Gjald kr. 11.000
55177 (02.57.600.4),BN055177,Bæjarflöt 9,Iðnaðarhúsnæði,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN54614 þannig að byggingarefni hússins verði steypa í stað stálgrindar, setja nýjar svalir á öll rými á 2. hæð, auka nýtingarhlutfall með því að stækka 2. hæð auk annarra breytinga innandyra í húsi á lóð nr. 9 við Bæjarflöt.  Stækkun:  xx ferm.  Gjald kr. 11.000"
54840 (01.08.760.2),BN054840,Fiskislóð 49-51,Breytingar á anddyri,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN052100 þannig að anddyri er stækkað á húsinu nr. 51 á lóð nr. 49- 51 við Fiskislóð.  Stækkun: 10,98 ferm. 38,2 rúmm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 6. júlí 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 6. júlí 2018.  Gjald kr. 11.000"
55128 (05.05.370.3),BN055128,Friggjarbrunnur 14-16,16 - Svalaskýli á svalir 0307 og 0306,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja svalalokun ásamt þaki á svalir 0307 og 0308 á hús nr. 16 á lóð nr. 14 -16 við Friggjarbrunn.  Samþykki frá aðalfundi húsfélags Friggjarbrunni 14 -16  dags. 30. apríl 2018 fylgir erindi.  Stærðir B rými: Svalir 0307 verða 7 ferm., 20,3 rúmm. Svalir 0308 verða 7 ferm., 20,3 rúmm.  Samtals stækkun B-rýma er 14 ferm., 40,6 rúmm.  Gjald kr. 11.000"
55201 (05.05.330.4),BN055201,Friggjarbrunnur 32,"Breyting á erindi BN036790 - gluggar, þakdúkur, einangrun útveggja.",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN036790, um er að ræða breytingar á gluggum, efnisvali á þakdúk og einangrun útveggja húss á lóð nr. 32 við Friggjarbrunn.  Gjald kr. 11.000"
55123 (01.82.440.2),BN055123,Garðsendi 1,Breyting á samþykktu erindi - rými 0004 og 0005 sameinuð,Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi til að breyta erindi BN054690 þannig að rýmisnúmer 0004 og 0005 eru sameinuð í eitt rýmisnúmer í húsi á lóð nr. 1 við Garðsenda.  Umboð til hönnuðar dags. 13. maí 2018 fylgir erindi.  Gjald kr. 11.000
55197 (04.30.120.1),BN055197,Grjótháls 8,Hurð og lengri hliðaropnun sbr. BN053654,Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi til að breyta áður samþykktur erindi BN053654 þannig að bætt er við hurð á suður hlið og stækka hliðaropnun á mhl. 04 á lóð nr. 8 við Grjótháls.  Gjald kr. 11.000
