nr,url,heimilisfang,tegund,nidurstada,spurning
34436 (01.14.040.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034436,Austurstræti 12,veitingastaður á 1 hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að innrétta veitingastað á fyrstu hæð með aðstöðu í kjallara í húsinu á lóðinni nr. 12  við Austurstræti. Gjald kr. 6.100
34392,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034392,Bergstaðastræti 16-18,16 - endurbyggja hús,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að endurbyggja húsið Hverfisgata 44 að Bergstaðastræti 16. Núverandi bakstigahús verður rifið og nýtt byggt í staðinn. Húsið er  úr timbri tvær hæðir og ris á steyptum kjallara. Bréf borgarminjavarðar dagsett 18. ágúst 2006 fylgir erindinu, ásamt ljósmyndum af núverandi útliti. Stærðir 411,6 ferm., og 1169,8 rúmm.  Gjald kr. 6.100 + 71.357"
33802 (01.19.032.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033802,Bergþórugata 27,reyndarteikn. kj.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,Sótt er um samþykki fyrir áður gerðum breytingum í kjallara fjölbýlishússins á lóð nr. 27 við Bergþórugötu. Samþykki meðeigenda ódags. (teikning með á blaði) fylgir erindinu. Gjald kr. 6.100 + 6.100
34282 (04.05.560.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034282,Bíldshöfði 5A,breyting inni og úti,Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að breyta innra skipulagi  bílaverkstæðis, rífa útbyggingu við suðausturhorn og byggja nýja, stærri og tveggja hæða í staðinn, rífa skúr við norðurhlið og byggja nýjan í staðinn á lóðinni nr. 5A við Bíldshöfða. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. júlí 2006 fylgir erindinu. Stærð niðurrifs: Útbygging (skáli) 25 ferm., skúr 7,8 ferm.  Samtals niðurrif 32,8 ferm., 114,2 rúmm. Stærð nýbygginga: Skáli  63,8 ferm., 194,6 rúmm.  Skúr 8,05 ferm., 26,8 rúmm. Samtals  71,9 ferm., 221,4 rúmm. Gjald kr. 6.100 + 6.100 + 13.505"
34609 (01.18.222.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034609,Bjarnarstígur 5,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent skipulagsfulltrúa til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til þess að byggja léttbyggða ofanábyggingu ofan á útbyggingu á baklóð einbýlishússins á lóð nr. 5 við Bjarnastíg. Samþykki eigenda Bjarnarstígs 3 dags. 29. janúar 2006 og ódags. samþykki nokkurra nágranna fylgja erindinu. Stærð: Ofanábygging 10,7 ferm., 34,1 rúmm. Gjald kr. 6.100 + 2.080"
34619 (00.00.000.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034619,Borgartún 21,setja skilti á lóð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir 3,4 ferm., upplýsingaskilti við aðkomu á lóð nr. 21 við Borgartún.  Gjald 6.100"
34616 (01.21.810.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034616,Borgartún 25,skilti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um að leyfi fyrir tveimur sambærilegum 3,6 ferm., leiðbeiningarskiltum við bílstæði að austan og vestanverðu á lóðinni nr. 25 við Borgartún.  Gjald kr. 6.100"
34549 (02.34.440.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034549,Dofraborgir 15,viðbygging,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að byggja 2. hæða viðbyggingu við einbýlishús á lóðinni nr. 15 við Dofraborgir. Neðri hæð verður steinsteypt en efri hæð úr timbri. Stærð: Viðbygging 71,2 ferm., 191,3 rúmm. Gjald kr. 6.100 + 11.672"
33897 (01.70.420.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033897,Drápuhlíð 8,kvistir og svalir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja svalir á 3. hæð, stækka og fjölga kvistum og setja tröppur frá svölum 1. hæðar niður í garð austarihelming fjölbýlishússins nr. 6 og 8 á lóðinni nr. 8 við Drápuhlíð. Samþykki meðeigenda dags. 28. ágúst 2006,  útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. maí 2006 og umsögn skipulagsfulltrúa dags. 19. maí 2006 fylgja erindinu. Stærð: Stækkun 29,2 ferm., 37,7 rúmm. Gjald kr. 6.100 + 2.300"
34529 (01.45.411.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034529,Dugguvogur 15,íbúð í atvinnuhúsnæði,Frestað. Vísað til athugasemda á umsóknarblaði. Umfjöllun skipulagsfulltrúa vegna skipulags ólokið.,"Sótt er um leyfi til að útbúa og innrétta íbúð með vinnustofu í atvinnuhúsnæðinu á lóðinni nr. 15 við Dugguvog. Málinu fylgir samþykki sumra meðlóðarhafa, dags. 31. júlí 2006. Gjald kr. 6.100"
