nr,url,heimilisfang,tegund,nidurstada,spurning
34436 (01.14.040.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034436,Austurstræti 12,veitingastaður á 1 hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingastað á fyrstu hæð með aðstöðu í kjallara í húsinu á lóðinni nr. 12  við Austurstræti. Gjald kr. 6.100
34440 (01.13.340.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034440,Ánanaust 15,breyting á innra skipulagi íbúða. Svalir á 4 hæð,Frestað. Lagfæra skráningu.,Sótt er um breytingar á innra skipulagi íbúða og gera svalir ofan á flatt þak á húsinu á lóðinni nr. 15 við Ánanaust. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 4. ágúst 2006 fylgir erindinu. Gjald kr. 6.100
34443 (01.29.040.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034443,Ármúli 2,viðbygging úr steinsteypu 1 hæð diselvararafstöð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja viðbyggingu úr steinsteypu fyrir dísel-varaaflstöð við fyrstu hæð hússins á lóðinni nr. 2 við Ármúla. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 1. ágúst  2006 fylgir erindinu. Stærð: 61,5 ferm., og 190,7 rúmm. Gjald kr. 6.100 + 11.608"
34315 (01.17.432.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034315,Barónsstígur 19,lyfta þaki,Frestað. Með vísan til bókunar skipulagsfulltrúa er ekki gerð athugasemd við að  umsækjandi láti vinna tillögu að breytingu á deiliskipulagi á eigin kostnað sem síðan verður grenndarkynnt.,Sótt er um að lyfta vesturhlið þaks fram á veggbrún við götu á húsinu nr. 19 við Barónsstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 4. ágúst 2006 og umsögn skipulagsfulltrúa dags. 3. ágúst 2006 fylgja erindinu. Stærðir:  Gjald kr. 6.100 +
34470 (01.24.120.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034470,Brautarholt 6,reisa nýjar svalir,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að gera nýjar svalir á 3. hæð suðurhliðar á húsinu á lóðinni nr. 6 við Brautarholt. Gjald kr. 6.100
34400 (01.24.120.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034400,Brautarholt 8,ofanábygging,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 10-01 - 10-07 dags. 15. júlí 2006.,"Sótt er um leyfi til að byggja nýja hæð úr stálgrind klæddri múr ofan á húsið á lóðinni nr. 8 við Brautarholt. Samþykki meðeigenda dagsett 31. júlí 2006 fylgir erindinu. Stækkun: 5406 ferm., og 1656,9 rúmm.  Gjald kr. 6.100 + 101.070"
34450 (01.16.232.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034450,Brávallagata 10,"br. svalir,gluggar og hurðir",Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja svalir á 1. og 2. hæð, síkka gluggaop og koma fyrir svalahurðum á fjölbýlishúsinu á lóðinni nr. 10 við Brávallagötu. Gjald kr. 6.100"
34428 (01.13.430.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034428,Brekkustígur 10,br. inni og stækk. 1. h,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum geymslurými undir bílskúr, leyfi til þess að stækka neðri hæð með svölum á þaki, síkka glugga á austurhlið neðri hæðar, fjölga gluggum á norðurhlið sömu hæðar og breyta innra skipulagi einbýlishússins á lóð nr. 10 við Brekkustíg. Umsögn Húsfriðunarnefndar dags. 20. júlí 2006 fylgir erindinu. Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 4. ágúst 2006. Stærð: Áður gerð geymsla undir bílskúr 20,8 ferm., 41,1 rúmm. Viðbygging við neðri hæð einbýlishúss 20 ferm., 55,9 rúmm. Gjald kr. 6.100 + 3.410"
34483 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034483,Brúnavegur Hrafnista, sólstofa (Jökulgrunn 19),Frestað. Vantar samþykki meðeigenda í húsi nr. 21 við Jökulgrunn.,"Sótt er um leyfi til að byggja sólstofu við raðhúsið á lóðinni nr. 19 við Jökulgrunn. Stærð: 12 ferm., 29 rúmm. Gjald kr. 6.100 + 1.769"
34103 (04.23.510.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034103,Bröndukvísl 14,viðbygg. + áður gerður kj.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri stækkun kjallara og leyfi til þess að stækka tengibyggingu á 1. hæð milli íbúðarhúss og bílskúrs á lóð nr. 14 við Bröndukvísl. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 4. ágúst 2006 fylgir erindinu. Stærð: Áður gerð stækkun kjallara 107,3 ferm., 297,5 rúmm. Stækkun 1. hæð 13,4 ferm., 34,8 rúmm. Gjald kr. 6.100 + 6.100 + 20.270"
