nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
57017 (01.52.160.6),BN057017,Álagrandi 6,Breyting á erindi BN052940 - Tómstundahús,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Þinglýsa skal yfirlýsingu fyrir útgáfu byggingarleyfis að rekstur gistiþjónustu er óheimil í fasteigninni. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN052940, vegna lokaúttektar, þannig að inngangshurð er breytt og flutt á suðausturhlið og komið er fyrir glugga á suðvesturgafli á tómstundarhúsinu á lóð nr. 6 við Álagranda.  Gjald kr. 11.200"
56876 (04.60.350.3),BN056876,Álfab. 12-16/Þönglab.,Álfabakki 12 - Veitingastaður,Frestað. Vísað til athugasemda heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta verslunarrými í veitingastað í flokki ll tegund C með hámarks gestafjölda 15 manns og tvo starfsmenn í rými 0102 í húsi nr. 12. mhl.01, á lóð nr. 12-16 við Álfabakka/Þönglabakka.  Gjald kr. 11.200"
57008 (01.43.501.4),BN057008,Álfheimar 31,Breyta vinnustofu í íbúð - 0001,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta vinnustofu 0001 í íbúð, staðsetta í kjallara húss nr. 31 við Álfheima.  Erindi fylgir samþykki meðeigenda á afriti af teikningu.  Gjald kr.11.200"
57004 (01.70.201.6),BN057004,Barmahlíð 21,Breytingar - BN055162,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi fyrir minni háttar breytingum á erindi BN055162  þannig að sérafnotaflötur íbúðar 0001 breytist lítillega, hætt er við gólfsíðan glugga við hlið hurðar úr eldhúsi á suðurhlið og brunamerkingar hurðar í þvottahúsi er breytt í kjallara íbúðarhúss á lóð nr. 21 við Barmahlíð.  Erindi fylgir af teikningum dags. 23. ágúst 2018 með árituðu samþykki eigenda íbúðar 0101.   Gjald kr. 11.200"
56952 (04.06.400.2),BN056952,Bíldshöfði 10,Innrétta rými  - 2.hæð,Frestað. Vísað til athugasemda. Erindi er til umfjöllunar hjá skipulagsfulltrúa.,"Sótt er um leyfi til að innrétta aðstöðu fyrir dansskóla á annarri hæð í vesturálmu og koma fyrir neyðarútgangi út á nýjan brunastiga á suðurhlið húss, á lóð nr. 10 við Bíldshöfða.  Gjald kr. 11.200"
56916 (02.49.610.1),BN056916,Blikastaðavegur 2-8,Breytingar 1.hæð sbr. BN055486,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN055486, þannig að komið verður fyrir millilofti með rýmisnúmeri 0140 og brunahólf fellt út, í húsi á lóð nr. 2 - 4 við Blikastaðaveg.  Stækkun milligólfs : 158,3 ferm.  Gjald kr. 11.200"
57003 (01.22.010.7),BN057003,Borgartún 8-16A,Katrínartún 4 - Breyta brunahönnun,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN0xxxxx þannig að texta í byggingarlýsingu vegna veitingarstaðar er breytt og við texta, ozon-kerfi,  er bætt við ""eða sambærilegt"", í verslunar- og skrifstofuhúsi að Katrínartúni 4 á lóð nr. 8-16 við Borgartún.  Gjald kr. 11.200"
56953 (01.21.810.3),BN056953,Borgartún 29,Breyting innanhúss,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til lítils háttar breytinga á innra skipulagi veitingarstaðar, breytta staðsetningu eldunaraðstöðu og endurnýjun á loftunarröri upp fyrir þak fyrir nýjan rekstraraðila veitingarstaðar á 1. hæð húss á lóð nr. 29 við Borgartún.  Erindi fylgir afrt af grunnmynd samþykktri 6. ágúst 2008.  Gjald kr.11.200"
56939 (01.23.110.1),BN056939,Borgartún 30,Skilti - Kennarasamband Íslands,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að koma fyrir einu skilti, 1,40 x 5,12m, á norðurhlið verslunar- og skrifstofuhúss á lóð nr. 30 við Borgatún.   Erindi fylgir samþykki eigenda dags. 8. apríl 2014.  Gjald kr. 11.200"
56997 (01.24.120.4),BN056997,Brautarholt 6,Fjölgun íbúða - 3.hæð,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að breyta erindi BN055618 og fjölga íbúðum úr sex í átta, tvær stúdíóíbúðir, fimm tveggja herbergja íbúðir og ein fjögurra herbergja á 3. hæð húss á lóð nr. 6 við Brautarholt.  Erindi fylgir mæliblað 1.241.2 dags. 13. október 1997, afrit af umsögn skipulagsfulltrúa dags. 14. nóvember 2019 og bréf hönnuðar dags. 26. nóvember 2019.  Gjald kr. 11.200"
