nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
56197 (01.14.110.6),BN056197,Alþingisreitur,Tjarnargata 9 - Skrifstofuhús fyrir starfsemi Alþingis,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins.  Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu.  Áskilið samþykki Vinnueftirlits ríkisins.  Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja skrifstofuhús fyrir starfsemi Alþingis, með aðstöðu fyrir fundahöld, móttökur og ráðstefnur á Alþingisreit.  Jafnframt er erindi BN054133 dregið til baka.  Erindi fylgir brunahönnun frá Eflu dags. 24. janúar 2018, hljóðvistargreinargerð frá EFLU dags. 29. mars 2019, yfirlýsing frá EFLU dags. 26. janúar 2018 og bréf hönnuðar dags. 8. maí 2019.  Stærð, mhl. 07, A-rými:  6.153,8 ferm., 24.432,3 rúmm.  B-rými:  143,2 ferm., 604,1 rúmm.  Gjald kr. 11.200"
56353 (04.91.210.1),BN056353,Árskógar 1-3,Staðsetning skjástöðva brunaviðvörunarkerfis o.fl.,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að breyta erindi BN051288 þannig að brunamerkingar eru uppfærðar og skjástöðvar staðsettar í fjölbýlishúsi á lóð nr. 1-3 við Árskóga.  Gjald kr. 11.200
56315 (01.21.810.3),BN056315,Borgartún 29,Bakarí nýr rekstraraðili,Frestað. Vísað til athugasemda heilbrigðiseftirlits.,"Sótt er um leyfi fyrir áður gerðum breytingum á veitingastað í flokki I án vínveitinga fyrir 40 gesti, þrír starfsmenn verða að staðaldri í bakaríi á 1. hæð í húsi nr. 29 við Borgartún.  Erindi fylgir teikning hönnuðar í stærð A3 af innsendum gögnum, tillaga að breytingu frá hönnuði dags. 19. júní 2019 og bréf hönnuðar með breyttum texta í umsókn dags. 21. júní 2019.  Gjald kr. 11.200"
56356 (01.22.000.2),BN056356,Borgartún 6,"Breyting á 4.hæð, gistrými í stað skrifstofu",Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta skrifstofum í gistirými á 4. hæð húss á lóð nr. 6 við Borgartún.  Gjald kr. 11.200
55841 (05.11.370.9),BN055841,Döllugata 10,Nýbygging einbýli á 2 hæðum,Frestað. Málinu vísað til umsagnar skipulagsstjóra. Björgvin Rafn Sigurðarson víkur af fundi sem fundarritari.  Erna Hrönn Geirsdóttir tekur við sem fundarritari.,"Sótt er um leyfi til að byggja staðsteypt einbýlishús á tveimur hæðum með auka íbúð og innbyggðri bílgeymslu á lóð nr. 10 við Döllugötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. apríl 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 12. apríl 2019.  Stærð:  A-rými:  340,4 ferm., 1.147,2 rúmm.  B-rými:  87,7 ferm., 215,7 rúmm.  Samtals:  428,1 ferm., 1.362,9 rúmm.  Gjald kr. 11.200 + 11.200"
56344 (01.19.650.7),BN056344,Fjölnisvegur 9,Viðbygging - líkamsrækt,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess að byggja viðbyggingu við kjallara tvíbýlishúss á lóð nr. 9 við Fjölnisveg.  Stækkun: 25.6 ferm., 289.9 rúmm.  Gjald kr. 11.200"
56376 (01.51.280.1),BN056376,Frostaskjól 24,Færanleg kennslustora - Vb.nr.174700,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu.  Vísað til uppdrátt 1, 2, 3, dags. 18. júní 2019.","Sótt er um leyfi til að bæta við færanlegri kennslustofu, K-56B, við núverandi færanleg hús fyrir frístundaheimili Grandaskóla, skráningartöflu fyrir tengigang bætt við og matshlutanúmerum breytt á lóð nr. 24 við Frostaskjól.  Erindi fylgir mæliblað 1.512.8 síðast breytt 3. júní 1987.  Gjald kr. 11.200"
56320 (01.11.430.1),BN056320,Grandagarður 16,Bæta við sýningasal og nýjum inngangi,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að koma fyrir sýningarsal og nýjum inngangi á norðurhlið, færa þurrgeymslu upp á 2. hæð og breyta eldvarnartexta í húsi á lóð nr. 16 við Grandagarð.   Gjald kr. 11.200"
55927 (01.17.312.0),BN055927,Grettisgata 45A,Breyting utan og innanhúss,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi fyrir óverulegri breytingu á þaki í kjölfar viðhalds þar sem mænir  er hækkaður, kvistur gerður norðan megin og  þakkantar endurnýjaðir ásamt því að skipt er um glugga, innra skipulagi er breytt og innréttingar endurnýjaðar í fjölbýlishúsi á lóð nr. 45A við Grettisgötu.  Stækkun: 76,1 ferm., xx.x rúmm.  Nýtingarhlutfall: 2.67  Erindi fylgir bréf frá Verkhof ehf dags. 13. mars 2019 varðandi teiknigögn og bréf frá Alark arkitektar ehf dags. 15. maí 2019.  Gjald: 11.200 kr]"
54940 (01.17.432.2),BN054940,Grettisgata 71,Svalir á suðurhlið 3 hæðar,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012.  Áskilin lokaúttekt byggingarfulltrúa. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verði þinglýst eigi síðar en við lokaúttekt.",Sótt er um leyfi til að byggja svalir á suðurhlið og koma fyrir hurð út á þær frá íbúð 0301 í húsi á lóð nr. 71 við Grettisgötu.  Erindi fylgir samþykki meðeigenda áritað á uppdrátt dags. 31. janúar 2019.  Gjald kr. 11.000
