nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
55802 (01.13.650.1),BN055802,Aðalstræti 4,Breytingar - 1.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka og breyta fyrirkomulagi í morgunverðareldhúsi í hóteli á lóð nr. 4 við Aðalstræti.  Erindinu fylgir umsögn burðarþolshönnuðar dag. 13. febrúar 2019, bréf hönnuðar dagsett 12. febrúar 2019 og 26. febrúar 2019.  Gjald kr. 11.200"
55811 (01.13.650.2),BN055811,Aðalstræti 6,Breytingar - 1.hæð og kjallara,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta innra skipulagi þannig að anddyri á 1. hæð stækkar inn í forrými lyfta, í kjallara verður morgunverðarsalur stækkaður inn í tæknirými og hurðarop verður gert milli húss nr. 6 og húss nr. 8 í hóteli á lóð nr. 6 við Aðalstræti.  Erindi fylgir umsögn burðarþolshönnuðar dags. 13. febrúar 2019 og bréf hönnuðar dags. 12. febrúar 2019 og 26. febrúar 2019.  Gjald kr. 11.200"
55812 (01.13.650.3),BN055812,Aðalstræti 8,Breytingar - 1.hæð og kjallara,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að gera op milli rýma 0003 í húsi nr. 8 og 0001 í húsi nr. 6 í hóteli á lóð nr. 8 við Aðalstræti.  Erindinu fylgir umsögn burðarþolshönnuðar dags. 13. febrúar 2019, bréf hönnuðar dags. 12. febrúar 2019 og 26. febrúar 2019.  Gjald kr. 11.200"
55542 (01.11.980.1),BN055542,Austurbakki 2,Landsbankinn - reitur 6,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja steinsteypt 5 hæða verslunar- og skrifstofuhús, einangrað að utan og klætt blágrýti, með tveggja hæða bílgeymslu fyrir 102 bíla undir hluta húss á reit 6 á lóð nr. 2 við Austurbakka.  Erindi fylgir greinargerðir frá EFLU um hönnunarforsendur lagna- og rafkerfa, um burðarvirki, orkurammi og hljóðvistargreinargerð allt dags. 4. desember 2018 og greinargerð hönnuða um algilda hönnun dags. 1. febrúar 2019.  Stærð, mhl. 16, A-rými:  17.477 ferm., 74.197,6 rúmm.  Mhl. 17, A-rými:  4.020,4 ferm., 14.546,9 rúmm.  Samtals, A-rými:  21.497,4 ferm., 88.744,5 rúmm.  Gjald kr. 11.000"
55690 (01.11.980.1),BN055690,Austurbakki 2,Verslun 1.hæð Collections - G2 mhl.04,Frestað. Vísað til athugasemda vinnueftirlits.,Sótt er um leyfi til að innrétta verslun í rými 0104 í G2 á lóð nr. 2 við Austurbakka.  Gjald kr. 11.200
55607 (01.11.980.1),BN055607,Austurbakki 2,Breytingar BN048688 - mhl. 9 og 12,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta erindi BN048688 þannig að fyrirkomulagi skrifstofa og snyrtinga á 3., 4., 5., og 6. hæð í L1 er breytt, flóttastigahús færast milli matshluta og í T4 er komið fyrir lyftu og hringstiga milli kjallara, 1. og 2. hæðar á lóð nr. 2 við Austurbakka.  Erindi fylgir bréf hönnuðar dags. 18. desember 2018 ásamt yfirliti yfir breytingar dags. 17. janúar 2019.  Gjald kr. 11.000"
55685 (01.11.980.1),BN055685,Austurbakki 2,Breytingar - BN048688,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta erindi BN048688 þannig að uppskiptingu, rýmisnúmerum og útliti verslunar- og þjónusturýma er breytt á jarðhæð húsa T1, T2 og T3 og G1 og G2 á lóð nr. 2 við Austurbakka.  Gjald kr. 11.200"
55845 (04.60.350.3),BN055845,Álfab. 12-16/Þönglab.,Lítilsh. breyting á innra skipul 0001/bn053422,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta áður samþykktu erindi BN053422 þannig að innra skipulag breytist og sett verður sprinklerkerfið í rými 0001 og 0002 í húsi á lóð nr. 14 við Álfabakka.  Gjald kr. 11.200
55852 (01.29.320.3),BN055852,Ármúli 34,Breyting á BN054834 brunamerkingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN054834 þannig að stigi er teiknaður í þakrými og brunamerking fjarlægð í gististað í flokki II, teg. b í húsi á lóð nr. 34 við Ármúla.  Gjald kr. 11.200"
55824 (01.17.010.1),BN055824,Bankastræti 2,Breytingar - BN51011,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta áður samþykktu erindi BN051011 vegna lokaúttektar á veitingastað í fl. II  í húsi á lóð nr. 2 við Bankastræti.   Gjald kr. 11.200
