nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
57181 (01.71.001.9),BN057181,Barmahlíð 43,Stækkun á svölum+þakgluggar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að stækka svalir á fyrstu og annarri hæð, setja á þær handrið, koma fyrir tveimur þakgluggum á suðurhlið, tveimur á norðurhlið og einum á austurhlið, koma fyrir dyrum úr stofu kjallaraíbúðar út í garð á suðurhlið, sambærilegar við svaladyr á hæðum fyrir ofan, yfirborð garðsins er lækkað fyrir framan dyrnar auk þess sem gerð er grein fyrir áður gerðum breytingum á innra skipulagi íbúða, í hús á lóð nr. 43 við Barmahlíð.  Gjald kr. 11.200"
57258 (01.71.002.0),BN057258,Barmahlíð 45,Stækkun á svölum+þakgluggar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að stækka svalir á fyrstu og annarri hæð, setja á þær handrið, koma fyrir tveimur þakgluggum á suðurhlið, tveimur á norðurhlið og einum á austurhlið, koma fyrir dyrum úr stofu kjallaraíbúðar út í garð á suðurhlið, sambærilegar við svaladyr á hæðum fyrir ofan, yfirborð garðsins er lækkað fyrir framan dyrnar auk þess sem gerð er grein fyrir áður gerðum breytingum á innra skipulagi íbúða, í hús á lóð nr. 45 við Barmahlíð.  Gjald kr. 11.200"
57214 (01.45.120.1),BN057214,Bátavogur 1,Nr. 1-7 - Fjölbýlishús,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess að byggja tveggja til fjögurra hæða fjölbýlishús auk kjallara fyrir alls 74 íbúðir, mhl. 01 og djúpgáma, mhl.02, á lóð nr. 1 við Bátavog.  Erindi fylgir lóðauppdráttur 1.451.2 dags. 20. júlí 2018, hæðablað fyrir Bátavog 1 dags. 1. maí 2019, varmatapsútreikningar unnir af Helga G. Bragasyni dags. 28. janúar 2020 og greinargerð hönnunarstjóra um ábyrgðarsvið hönnuða móttekið 28. janúar 2020, bréf hönnuðar dags. 13. febrúar 2020.  Stærðir: 5.207.1 ferm., 15.817.5 rúmm.  Nýtingarhlutfall 1.16.  Gjald kr. 11.200"
57208 (01.63.130.5),BN057208,Bjargargata 1,Uppfærðar teikningar á BN051881,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til þess að breyta erindi BN051881 þannig að innra  skipulag breytist og brunamerkingar eru lagfærðar vegna öryggisúttektar á 3. hæð húss á lóð nr. 1 við Bjargargötu.  Erindi fylgir bréf frá hönnuði dags. 27. janúar 2020, bréf hönnuðar dags. 6. febrúar 2020 og afrit af tölvupósti dags. 31. janúar 2020 sendur af brunahönnuði til  fulltrúa slökkviliðs höfðuborgarsvæðis.  Gjald kr. 11.200"
56939 (01.23.110.1),BN056939,Borgartún 30,Skilti - Kennarasamband Íslands og 5 áður gerð skilti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að koma fyrir 6 skiltum, þar af 5 áður gerðum sbr. byggingarleyfi BN048806, BN050047, BN053168 og BN054837, og eru þau öll á norðurhlið verslunar- og skrifstofuhúss á lóð nr. 30 við Borgatún.  Erindi fylgir samþykki eigenda dags. 8. apríl 2014 og tölvupóstur frá hönnuði dags. 14. febrúar 2020.  Gjald kr. 11.200"
56004 (01.13.411.4),BN056004,Brekkustígur 6B,Hæð og ris ofan á þegar byggt hús - tvær nýjar íbúðir,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja hæð og ris, og svalir og útistiga á bakhlið einbýlishúss á lóð nr. 6B við Brekkustíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 28. júní 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 25. júní 2019. Erindi var grenndarkynnt fyrir hagsmunaaðilum að Brekkustíg 6A, 7, 8 og 9 og Öldugöldu 50 frá 30. apríl 2019 til og með 28. maí 2019. Eftirtaldir aðilar sendu athugasemdir: Sigrún L. Baldvinsdóttir dags. 18. maí 2019 og Aðalsteinn Smárason, Anna Soffía Gunnarsdóttir, Guðný Margrét Emilsdóttir, Heiðrún Kristjánsdóttir og Ólafur Kvaran dags. 27. maí 2019.  Stækkun:  137,8 ferm., xx rúmm.  Stærð eftir stækkun, A-rými:  245,2 ferm., 658,3 rúmm.  Gjald: kr. 11.200"
57149 (01.71.300.9),BN057149,Drápuhlíð 42,Stækka svalir - 1.og 2.hæð,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að stækka svalir á suðurhlið íbúða 0104 og 0203 og gera hurð frá íbúð 0001 út á verönd, sem gerð verður með lækkun lóðar við suðurhlið hússins, á lóð nr. 42 við Drápuhlíð.  Erindi fylgir samþykki tveggja eigenda dags. 27. maí 2019, samþykki eins eiganda dags. 27. maí 2019 og umboð frá Kristínu Þórunni Jónsdóttur dags. 5. nóvember 2019 og umsögn burðarvirkishönnuðar dags. 23. janúar 2020.  Gjald kr. 11.200"
57137 (01.71.301.0),BN057137,Drápuhlíð 44,Stækka svalir - 1.og 2.hæð,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að stækka svalir á suðurhlið íbúða 0104 og 0203 og gera hurð frá íbúð 0001 út á verönd sem gerð verður með lækkun lóðar við suðurhlið hússins á lóð nr. 44 við Drápuhlíð.  Erindi fylgir samþykki tveggja eigenda dags. 27. maí 2019, samþykki eins eigenda dags. 27. maí 2019 og umsögn burðarvirkishönnuðar dags. 23. janúar 2020.  Gjald kr. 11.200"
57275 (01.74.520.1),BN057275,Efstaleiti 19,"Nr.19 - mhl.02 - Hárgreiðslustofa og veitingarstaður
Erindi BN057140 og BN057141 sameinað í BN057275.",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess að innrétta veitingastað í flokki II, tegund a), fyrir  55 gesti að meðtöldu útisvæði, í rými 0107, Efstaleiti 25B, og hárgreiðslustofu í rými 0101, Efstaleiti 21B, breyta uppskiptingu rýma og innra skipulagi, hækka gólf að hluta og koma fyrir nýjum  inngangshurðum á norður- og suðurhlið húss, mhl.02, að auki eru stærðir í skráningu leiðréttar á lóð nr. 19 við Efstaleiti.  Erindi fylgir yfirlýsing frá húseigendum dags. 24. janúar 2020 og yfirlit breytinga, uppdrættir samþykktir 14. maí 2019 og 4. desember 2019.  Nýjar stærðir: óbr. ferm., + 1.163,4 rúmm.  Heildarstærðir eftir leiðréttingu: 5.378,8 ferm., 16.811,0 rúmm.  Gjald kr. 11.200"
57243 (01.67.200.1),BN057243,Einarsnes 36,Breyta áður samþykktum uppdráttum sbr. BN048966,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að eignaskiptayfirlýsing vegna lóðar sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til að breyta erindi, BN048966, vegna lokaúttektar þannig að hætt er við að setja sjálfvirkt slökkvikerfi í háf í kaffihúsi í fl. II, í rými 0101, í húsinu á lóð nr. 36 við Einarsnes.  Gjald kr. 11.200"
