nr,url,heimilisfang,tegund,nidurstada,spurning
49479 (01.83.730.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049479,Austurgerði 1,Gluggi - suðurhlið,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að saga gat í steyptan útvegg á suðurhlið kjallara og setja glugga í gatið á einbýlishúsi á lóð nr. 1 við Austurgerði. Umsögn burðarvirkishönnuðar dags. 20.5 2015 fylgir. Gjald kr. 9.823
49495 (01.14.041.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049495,Austurv Thorvaldsenss,Thorvaldsenstræti 2 - Veitingastaður o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til breytinga á innra skipulagi í veitingasal á efri hæð og í tónlistar/dansstað í vestur hluta húss á lóð nr. 2 við Thorvaldsenstræti. Gjald kr. 9.823
49354 (01.18.620.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049354,Baldursgata 16,Íbúð - 3.hæð,"Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 001A, 002A, 003A og 004A, dags. 17. mars 2015.","Sótt er um leyfi til að breyta innra fyrirkomulagi íbúðar 0301 og byggja svalir á suðurhlið (bakhlið) þakhæðar,einnig er sótt um leyfi til að byggja svalir og stiga ofan í garð frá íbúð á 1. hæð fjölbýlishússins á lóðinni nr. 16 við Baldursgötu. Jafnframt er erindi  BN047413 dregið til baka. Meðfylgjandi er yfirlýsing hönnunarstjóra dags. 15.4. 2015, umsögn Minjastofnunar Íslands dags. 8.6. 2015 og útskýring á eignarhaldi dags. 8.6. 2015. Gjald kr 9.823"
49548 (01.17.0-9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049548,Bankastræti,Reyndarteikning og breyting,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki á breytingum, sbr. erindi BN048343 dags. 7.10. 2014, á sýningarrými í gömlu kvennasnyrtingunum á lóð nr. núll við Bankastræti. Gjald kr. 9.823"
49196 (01.13.521.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049196,Bárugata 34,Bæta við svölum - 2.hæð,Frestað. Grenndarkynningu er ólokið.,"Sótt er um leyfi til að byggja svalir úr stáli timburklætt gólf, handrið verður stálgrind með lóðréttum pílórum á austurgafl 3. hæðar hússins á lóð nr. 34 við Bárugötu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. apríl 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 17. apríl 2015 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. apríl 2015 ásamt umsögn skipulagsfulltrúa dags. 17. apríl 2015. Samþykki meðeigenda  dags. 1. apríl 2015 og  jákvæð fyrirspurn BN047536 fylgir erindinu.  Gjald kr. 9.823"
49524 (01.55.010.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049524,Birkimelur 3,"Breyting á útliti, sorpgeymsla færð o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta nýsamþykktu erindi BN049055 frá 24.3. 2015 sem felst í að færa sorpgeymslu, síkka glugga við inngang niður í gólf og fækka opnanlegum gluggarömmum í blómabúð á lóð nr. 3 við Birkimel. Gjald kr. 9.823"
49485 (01.70.221.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049485,Drápuhlíð 11,Flóttaleið kjallara,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að saga gat á útvegg og koma fyrir hurð úr kjallaraíbúð 0001 út í garða í fjölbýlishúsi nr. 11 á lóð nr. 11-13 við Drápuhlíð. Meðfylgjandi er bréf umsækjanda dags. 18.5. 2015, umsögn burðarvirkishönnuðar dags. 22.5. 2015 og samþykki meðeigenda ódags.  Gjald kr. 9.823"
49510 (01.70.221.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049510,Drápuhlíð 13,Flóttaleið kjallara,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að saga gat á útvegg og koma fyrir hurð úr kjallaraíbúð 0001 út í garða í fjölbýlishúsi nr. 13 á lóð nr. 11-13 við Drápuhlíð. Meðfylgjandi er bréf umsækjanda dags. 18.5. 2015, umsögn burðarvirkishönnuðar dags. 22.5. 2015 og samþykki meðeigenda ódags.  Gjald kr. 9.823"
49529 (01.67.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049529,Einarsnes 36,Reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.     Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki á breytingum á erindi BN048966 dags. 31.3. 2015, sem felast í breyttri skábraut, eldri gluggar og kjallaragrunnmynd leiðrétt í húsi á lóð nr. 36 við Einarsnes. Gjald kr. 9.823"
49484 (02.85.440.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049484,Fannafold 120-122,Veggur milli íbúðar og geymslu,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að fjarlægja glugga og múra upp í gatið á vegg milli stofu og geymslu á 1. hæð í parhúsi á lóð nr. 120 við Fannafold. Gjald kr. 9.823
