nr,url,heimilisfang,tegund,nidurstada,spurning
48897 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048897,Austurbakki 2,Breyting á innra skipulagi og flóttaleið,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innra skipulagi veitingastaða í anddyri 1. hæðar, breyta fyrirkomulagi flóttaleiða, staðsetningu brunaslöngu og brunahólfandi glerveggjum við stiga á sýningasvæði  á 3- 4- 5. hæð austurhlið byggingar og breyta bar og fatahengi í veitingastað 4. hæðar í Tónlistar- og ráðstefnuhúsinu Hörpu á lóð nr. 2 við Austurbakka. Gjald kr. 9.823"
48927 (01.26.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048927,Ármúli 5,Breyting á eignarhaldi,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að fjölga eignum úr tveimur í þrjár í matshluta 01 á 2. hæð rýmisnúmer 0201, sbr. erindi BN041990, í húsi á lóð nr. 5 við Ármúla. Meðfylgjandi er bréf arkitekts dags. 19. mars 2015 og samþykki meðeigenda. Gjald kr. 9.823"
49238 (01.67.400.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049238,Baugatangi 4,Fjarlægja svalir af norðurvegg sbr. BN048772,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta áður samþykktu erindi BN048772 þannig að hætt er við að hafa svalir á norðurhlið hússins  á lóð nr. 4 við Baugatanga. Gjald kr. 9.823
49196 (01.13.521.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049196,Bárugata 34,Bæta við svölum - 2.hæð,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja svalir úr stáli timburklætt gólf, handrið verður stálgrind með lóðréttum pílórum á austurgafl 3. hæðar hússins á lóð nr. 34 við Bárugötu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. apríl 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 17. apríl 2015. Samþykki meðeigenda  dags. 1. apríl 2015 og  jákvæð fyrirspurn BN047536 fylgir erindinu.  Gjald kr. 9.823"
48609 (01.18.520.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048609,Bergstaðastræti 46,Breytingar innanhúss,Frestað. Vísað til leiðbeininga í umsögn skipulagsfulltrúa dags. 16. janúar 2015.,"Sótt er um leyfi til að gera svalir á rishæð, innrétta tvö svefnherbergi í risi, baðherbergi í kjallara og breyta innra skipulagi, m. a. innrétta þvottaherbergi og geymslu í bílgeymslu einbýlishúss á lóð nr. 46 við Bergstaðastræti. Erindi var grenndarkynnt frá 26. febrúar til og með 26. mars 2015. Eftirtaldir aðilar sendu athugasemdir: Úlfhildur Dagsdóttir f.h. húsfélagsins Bergstaðastræti 48 dags. 19. og 31. mars 2015. Einnig er lögð fram umsögn skipulagsfulltrúa dags. 8. apríl 2015.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 16. janúar 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 16. janúar 2015. Gjald kr. 9.500"
49143 (01.19.201.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049143,Bergþórugata 14A,"Þak, hækka mæni, kvistir, svalir",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að endurbyggja þak og hækka það um  50 cm, breyta innra skipulagi ósamþykktrar íbúðar, bæta við þremur kvistum og svölum, sbr. fyrirspurn dags. 16. september 2015, á fjölbýlishúsi á lóð nr. 14A við Bergþórugötu. Meðfylgjandi er samþykki meðeigenda. Stærðir: Fyrir stækkun. + stækkun. = xx ferm., xx rúmm. eftir stækkun. Gjald kr. 9.823"
49112 (01.19.032.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049112,Bergþórugata 31,Breytingar -  áður gert,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.     Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki á þegar gerðum breytingum, sem felast í að hluti rýmis 0004 er breytt í snyrtingu og tilheyrir 0003 og byggingu svala á norðurhlið á rými 0201 á 2. hæð fjölbýlishúss á lóð nr. 31 við Bergþórugötu. Meðfylgjandi er samþykki meðeigenda dags. 21.10. 2014. Gjald kr. 9.823"
49128 (01.25.120.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049128,Bolholt 6-8,Gistiheimili - 3. 4. og 5.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta gistiheimili á 3. og 5. hæð í Bolholti 6 og á 4. hæð í Bolholti 8 í húsi á lóð nr. 6-8 við Bolholt. Meðfylgjandi er samkomulag dags. 23.3. 2015 um sameiginlega flóttaleið. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. apríl 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 30. janúar 2015. Gjald kr. 9.823
48494 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048494,Borgartún  35,Breyta eignahluta - 5.hæð,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að fjölga eignarhlutum á 5. hæð úr einum í tvo eignarhluta og að geymsla í kjallara rými 0009 tilheyrir eignahluta 0505 í húsinu nr. 35 á lóð nr. 35 til 37 við Borgatúni. Samþykki meðeigenda fylgir ódags.  Gjald kr. 9.500
49194 (01.23.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049194,Borgartún 26,Breyting - 2.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra skipulagi 2. hæðar og koma fyrir svalahurð og tröppum niður á þaksvalir hússins á lóð nr. 26 við Borgartún. Gjald kr. 9.823
