nr,url,heimilisfang,tegund,nidurstada,spurning
35333 (05.86.570.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035333,Almannadalur 1-7,hesthús nr. 3,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja steinsteypt hesthús,  eining 0101 sex hestar, eining 0102 tólf hestar, eining 0103 tólf hestar, alls þrjátíu hestar og með kaffiaðstöðu á millilofti í hverri eign allt einangrað að utan og klætt með láréttri zinkhúðari báraðri klæðningu sem hús nr. 3 á lóð nr. 1-7 í Almannadal. Stærð: Hesthús nr. 3 samtals 431,8 ferm., 1262 rúmm. Gjald kr. 6.800 + 85.816"
35694 (05.86.570.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035694,Almannadalur 1-7,hesthús nr. 7,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja steinsteypt hesthús með tveimur einingum, eining 0101 átján hestar og  eining 0102 tólf hestar, alls þrjátíu hestar ásamt kaffiaðstöðu á millilofti í hvorri eign allt einangrað að utan og klætt með láréttri zinkhúðaðri báraðri klæðningu sem hús nr. 7 á lóð nr. 1-7 í Almannadal. Stærð: Hesthús nr. 7 samtals 428,6 ferm., 1433,5 rúmm. Gjald kr. 6.800 + 97.478"
35415 (01.26.210.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035415,Ármúli 7,svalir á 2 hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að byggja svalir á suðurhlið 2. hæðar atvinnuhússins á lóðinni nr. 7 við Ármúla. Málinu fylgir samþykki lóðarhafa Ármúla 9 dags. 12. febrúar 2007 og samþ. eigenda Ármúla 7 mhl. 04 ódagsett. Gjald kr. 6.800
35778 (01.18.451.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035778,Baldursgata 13,fá íbúð 0102 samþykkta,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri íbúð 0102, en íbúð 0101 var samþykkt 1988 á 1. hæð fjölbýlishússins á lóð nr. 13 við Baldursgötu. Gjald kr. 6.800"
35762 (01.18.030.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035762,Bergstaðastræti 13,breyting 1.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta neðstu hæð nýsamþykktrar þriggja hæða steinsteyptrar viðbyggingar  auk kjallara,  atvinnuhúsnæði á neðstu hæð (kjallara) er gert að sjálfstæðri skrifstofueiningu á lóðinni nr. 13 við Bergstaðastræti. Gjald kr. 6.800"
35746 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035746,Bíldshöfði 9,"stækkun á kjallara, br. á fj. bílast. ofl.",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka kjallara fyrir varaaflstöð og sameina geymslur nr. 0003 og 0004 í 0003 ásamt því að afmarka svæði fyrir kæliturna við norðausturenda húss nr. 1 með tilheyrandi breytingu á bílstæðum, á lóðinni nr. 9 við Bíldshöfða.  Meðfylgjandi er bréf hönnuðar dags. 30. mars 2007 Stækkun: 22,0 ferm., 69,0 rúmm. Gjald kr. 6.800 + 4.692"
35770 (04.73.270.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035770,Bjallavað 1-5,takmarkað byggingarleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi.  Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi til að steypa undirstöður, leggja lagnir í jörð og steypa botnplötu."
35661 (01.23.000.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035661,Borgartún 26,reyndarteikningar,Frestað. Vísað til athugasemda heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka um kjallarageymslur, breytingum á tæknirýmum við stigakjarna, breyttum stiga í miðstigahúsi, innra skipulagi aðallega í verslun 0102, skrifstofu 0201 og innréttingu banka í einingu 0103,  breytingum á aðkomum á 1. hæð, breytingum á gluggum og klæðningu 1. hæðar breytt að hluta í viðarklæðningu í stað cortenstálklæðningar ásamt fyrir leiðréttingu stærða húss og fjölgun bílastæða um þrjú suðaustan við skrifstofu- og þjónustuhúsið á lóð nr. 26 við Borgartún. Brunahönnun Línuhönnunar uppfærð 17. mars 2007 fylgir erindinu. Leiðréttar stærðir : Verslunar- og skrifstofuhús var samtals 17628 ferm. verður 17719,7 ferm., var 71040,3 rúmm. verður 70720 rúmm. B-rými voru 767 ferm. verða 627,8 ferm., voru 4500 rúmm. verða 3268,8 rúmm. Gjald kr. 6.800"
35271 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035271,Borgartún 8,inndregin 7. hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja 7. hæðina inndregna fyrir skrifstofur auk hellulagðra þakgarða á austur og vesturenda á lóð  nr. 8 við Borgartún. Hæðin er með burðarvirki úr stáli klætt málmklæðningu en stigahúsin sem eru með fjórum lyftum og lagnastokkum er með steyptu burðarvirki.  Stækkun: 1144,0 ferm., 4412,8 rúmm. Gjald kr. 6.800 + 300.070"
35759 (01.27.300.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN035759,Bólstaðarhlíð 10,kvistir - fjarlægja stromp,Frestað. Málinu vísað til umsagnar skipulagsstjóra. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja tvo kvisti á norðurþekju hússins á lóðinni nr. 10 við Bólstaðarhlíð.  Einnig er sótt eum leyfi til að fjarlægja reykháf niður á plötu 3. hæðar. Málinu fylgir samþykki meðlóðarhafa dags. 15. og 16. apríl 2007. Stækkun xx rúmm. Gjald kr. 6.800 + xx
