nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
28182 (01.14.040.8),BN028182,Austurstræti 12A,br. á brunavörnum,Frestað. Vísað til athugasemda umhverfis- og heilbrigðisstofu.,Sótt er um leyfi fyrir breytingum á brunavörnum o. fl. í húsinu nr. 12A við Austurstræti í framhaldi af athugasemdum sem gerðar voru við lokaúttekt 2. okt. 2003.  Bréf hönnuðar dags. 28. október 2003 fylgir erindinu.  Gjald kr. 5.100
28104 (01.14.050.3),BN028104,Austurstræti 20,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi veitingastaðar í vesturhluta hússins á lóðinni nr. 20 við Austurstræti.  Veitingasalur er stækkaður og rúmar nú 50-55 gesti, salernum og eldhúsi er breytt.  Jafnframt er erindi 27805 dregið til baka.  Gjald kr. 5.100"
28156 (01.29.040.1),BN028156,Ármúli 2,veggur við lóðarm.,Frestað. Með vísan til umsagnar Verkfræðistofu dags. 31. október 2003.,Sótt er um leyfi til þess að steypa stoðvegg og klæða með dökkum steinflísum fyrir merkingu fyrirtækisins nálægt aðkomu að bílastæðum frá  Háaleitisbraut á lóð nr. 2 við Ármúla.   Umsögn Verkfæðistofu dags. 31. október 2003 fylgir erindinu.  Gjald kr. 5.100
28288,BN028288,Álagrandi 4,flutningshús,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir flutningshúsi úr  timbri á steyptum kjallara á lóðinni nr. 4 við Álagranda. Húsið er tvær hæðir og portbyggð rishæð með þaklyfti að austanverðu og kvisti á vesturþaki og stóð áður á lóðinni nr. 86 við Laugaveg.  Stærðir: xx  Gjald kr. 5.100 + xx
28300 (01.26.120.1),BN028300,Ármúli 3,útlit og frkl á 1.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að endurnýja og breyta gluggum á fyrstu hæð suðurhliðar hússins nr. 3 við Ármúla. Jafnframt er sótt um leyfi til að koma fyrir snúningshurð og breyta innra fyrirkomulagi hæðarinnar.  Gjald kr. 5.100
26718 (01.70.210.9),BN026718,Barmahlíð 26,áður gerð íbúð í risi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri íbúð á þakhæð og áður gerðum breytingum á innra skipulagi kjallara fjölbýlishússins á lóð nr. 26 við Barmahlíð.  Íbúðarskoðun byggingarfulltrúa dags. 28. febrúar 2003, virðingargjörð dags. 20. janúar 1948, afsal rishæðar innfært 28. október 1994, skiptayfirlýsing innfærð 23. ágúst 1991, samþykki meðeigenda (á teikningu) og kaupsamningur vegna eignar 0201 innfærður 8. apríl 2003  fylgja erindinu.  Gjald kr. 5.100"
27978 (01.71.001.5),BN027978,Barmahlíð 35,áður gerð íb. á rish.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri íbúð á rishæð (3. hæð), fyrir breytingun á innra skipulagi í kjallara íbúðarhússins ásamt samþykki fyrir áður gerðum kjallara undir bílskúr á lóðinni nr. 35 við Barmahlíð.  Virðingargjörð dags. 9. mars 1950, afsal eignar 0301 innfært 29. maí 2001, umboð eiganda eignar 0301 dags. 3. september 2002, skoðunarskýrslur byggingarfulltrúa dags. 6. mars 2000, 13. mars 2002 og 19. september 2003, samþykki meðeigenda dags. 30. maí og 17. september 2003 fylgja erindinu.  Stærð: Áður gerður kjallari 47,6 ferm., 110,9 rúmm  Gjald kr. 5.100 + 5.656"
28297 (01.18.401.1),BN028297,Bergstaðastræti 20,reyndarteikn.- bílskúr,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi sem sýnir tvílyft timburhús með lágum geymslukjallara þar sem sýnd er ein íbúð á hvorri hæð ásamt áður byggðum bílskúr á lóð nr. 20 við Bergstaðastræti.  Virðingargjörð dags. 21. janúar 1943 og 12. júní 1918  ásamt ljósriti úr bókum lóðarskrárritara frá 1905-1916 fylgja erindinu.  Stærð: Áður byggður bílskúr 27,3 ferm., 70,3 rúmm.  Gjald kr. 5.100 + 3.585"
28291 (04.06.400.2),BN028291,Bíldshöfði 10,gistiheimili,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að koma fyrir gistiheimili með 20 gistiherbergjum á efri hæð hússins nr. 10 við Bíldshöfða.  Gjald kr. 5.100
28270 (04.64.230.1),BN028270,Blikahólar  2-12,klæða bílgeymslu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að klæða bílgeymslu (mhl 07) á lóðinni nr. 2-12 við Blikahóla með hvítum sléttum álplötum.  Erindinu fylgir skýrsla um ástand útveggja dags. 25. júní 2003.  Gjald kr. 5.100
