nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
26501 (01.14.041.4),BN026501,Aðalstræti 9,br. í íbúðir - 2.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að innrétta sex tveggja herbergja íbúðir á 2. hæð, byggja svalir við vestur-, austur- og suðurhlið 2. hæðar, breyta innra skipulagi kjallara og stækka verslanir í sameiginlegan gang á 1. hæð hússins á lóð nr. 9 við Aðalstræti.  Bréf frá stjórn húsfélagsins dags. 13. janúar 2003, umsögn gatnamálastjóra dags. 23. janúar 2003 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa fylgja erindinu.  Stærð: Stækkun 1. hæð 3,5 ferm., 10 rúmm.  Gjald kr. 5.100 + 510"
26598 (01.14.040.7),BN026598,Austurstræti 12,"innr. á 1. hæð, apótek.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um samþykki fyrir innréttingu apóteksins á 1. hæð og í kjallara hússins á lóð nr. 12 við Austurstræti.  Gjald kr. 5.100
26495 (01.85.430.1),BN026495,Árland 1-7,nr. 3 breyting úti og inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að setja glugga á áður gert kjallararými, koma fyrir kjallaratröppum við vesturhlið, breyta innra fyrirkomulagi á fyrstu hæð og breyta gluggum á fyrstu hæð hússins nr. 3 á lóðinni nr. 1-7 við Árland.  Samþykki meðlóðarhafa dags. 7. janúar 2003 fylgir erindinu. Tölvubréf hönnuðar dags. 7. febrúar 2003 fylgir erindinu. Bréf f.h. eigenda dags. 6. febrúar 2003 fylgir erindinu.  Stærð: Stækkun, áður gert kjallararými, 272,4 ferm. og 762,8 rúmm.   Gjald kr. 5.100 + 38.903"
26496 (04.94.420.1),BN026496,Bakkasel 20-36,"nr. 28, breytingar",Frestað. Grenndarkynningu ólokið.,"Sótt er um leyfi til þess að byggja svalir á annarri hæð, viðbyggingu á 1. hæð, og stækka kjallarahæð sem nemur ofanvarpi hinnar stækkuðu 1. hæðar í húsinu nr. 28 (matshl. 05) á lóðinni nr. 20-36 við Bakkasel.   Umsögn Borgarskipulags dags. 16. maí 2001 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. júlí 2002 fylgja erindinu. Samþykki nágranna Bakkaseli 20-26 og 30-36 og Akraseli 5 og 13 dags. 16. júlí 2002 fylgir erindinu.  Stærð: Stækkun kjallari og fyrsta hæð 21,5 ferm. og 54,2 rúmm.  Gjald kr. 5.100 + 2.764"
25245 (01.13.630.3),BN025245,Bárugata 11,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Greiða skal fyrir þrjú bílastæði í flokki IV kr. 1.107.515 x 3 = 3.322.545,Sótt er um samþykki fyrir reyndarteikningum af gistiheimili (matshl. 01) og bílskúr (matshl. 02) á lóðinni nr. 11 við Bárugötu.  Innra fyrirkomulagi allra hæða hefur verið breytt.  Málið var í kynningu frá 10. júlí til 7. ágúst 2002. Engar athugasemdir bárust.  Gjald kr. 4.800
26297 (01.21.620.2),BN026297,Borgartún 3,br. og stækkun á 1. hæð,Frestað. Lagfæra skráningartöflu,"Sótt er um leyfi til þess að breyta innra skipulagi 1. hæðar, stækkka 1. hæð á hluta yfirbyggðrar aðkomu og byggja skyggni yfir inngang atvinnuhússins á lóð nr. 3 við Borgartún.  Stærð: Stækkun 1. hæð 12,6 ferm., 44 rúmm.  Gjald kr. 4.800 + 2.244"
26592 (01.23.110.1),BN026592,Borgartún 30,Fjölga eign. á 6. h,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta innra skipulagi og fjölga eignum úr einni í tvær eignir á 6. hæð atvinnuhússins á lóð nr. 30 við Borgartún.  Samþykki meðeigenda (á teikningu) og faxi dags 3. febrúar 2003 fylgja erindinu.  Gjald kr. 5.100
26095 (01.27.021.1),BN026095,Bólstaðarhlíð 5,reyndarteikningar,Frestað. Lagfæra skráningartöflu.,Sótt er um samþykki fyrir áður gerðri tilfærslu kvista á norðurþekju og breytingum á innra skipulagi vegna gerðar eignaskiptayfirlýsingar á lóð nr. 5 við Bólstaðarhlíð.  Gjald kr. 4.800
26622 (01.18.622.4),BN026622,Bragagata 21,"þakkvistir, br. anddyri o.fl.",Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 19-00 og 19-01 dags. 31. janúar 2003.,"Sótt er um leyfi til þess að stækka andddyri á 1. hæð, byggja kvist á suðvesturþekju og annan á norðausturþekju, lengja þakskegg, samþykki fyrir áður gerðri stækkun geymsluskúrs og fyrir breytingum á innra skipulagi 1. hæðar íbúðarhússins á lóð nr. 21 við Bragagötu.  Ljósrit af bréfi til staðfestingar á geymsluskúr dags. 7. febrúar 1920 og ljósmyndir af húsinu fylgja erindinu.  Stærð: Anddyrisviðbygging 2,3 ferm., 6 rúmm., stækkun  þakhæðar samtals 7,8 ferm., 21,5 rúmm., áður gerð stækkun geymsluskúrs 3,3 ferm., 6,1 rúmm.   Gjald kr. 5.100 + 1.714"
25925 (01.24.120.1),BN025925,Brautarholt 2,ofanábygg. og br. í 23 íb.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja ofan á húsið, byggja útbyggingar og svalir á 2.- 4. hæð og breyta innra skipulagi allra hæða fyrir samtals tuttugu og þrjár íbúðir ásamt verslun á 1. hæð hússins á lóð nr. 2 við Brautarholt.  Erindið var í kynningu frá 12. nóvember til 11. desember 2002.  Samþykki meðlóðarhafa (matshluta 01) dags. 25. september 2002, samþykki meðeigenda dags. 30. september 2002, bréf byggingartæknifræðings til staðfestingar á hönnun burðarvirkis dags. 2. febrúar 2003 og ljósrit af bréfum hönnuðar til skipulagsfulltrúa dags. 24. og 25. september 2002 ásamt ljósriti af svarbréfum skipulagsfulltrúa dags. 19. mars og 27. september 2002 fylgja erindinu.  Stærð: Stækkun húss samtals 470,6 ferm., 1832,5 rúmm.  Gjald kr. 4.800 + 93.458"
23739 (01.16.233.6),BN023739,Brávallagata 22,reyndarteikningar,Frestað. Leiðrétta skráningu.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 22 við Brávallagötu. Í kjallara er sýnd áður gerð séreign (ósamþ. íb.) þar sem áður voru geymslur.  Samþykki meðeigenda dags. 2. desember 2002 fylgir erindinu. Bréf eins umsækjenda dags. 5. febrúar 2002 fylgir erindinu. Afsalsbréf dags. 9. febrúar 1982 (eign 0201) og 1. nóvember 1991 (eign 0001) fylgja erindinu.  Gjald kr. 4.100
26283 (01.71.300.3),BN026283,Drápuhlíð 30,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Guðlaugur Gauti Jónsson vék af fundi við afgreiðslu málsins.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 30 við Drápuhlíð.  Gerð er grein fyrir áður gerðri íbúð í kjallara hússins.  Skoðunarskýrsla byggingarfulltrúa dags. 12. nóvember 2002 fylgir erindinu. Afsalsbréf dags. 1. marz 1947 og 25. september 1962 fylgja erindinu. Skiptayfirlýsing dags. 23. október 1985 fylgir erindinu.  Gjald kr. 4.800
